project_id,permit_id
commercial_14202300160000,1973254
commercial_14202300160000,2021279
commercial_14203000310000,2824067
commercial_14203000310000,2832203
commercial_14203080100000,3173833
commercial_14203170390000,2830107
commercial_14203290420000,2927971
commercial_14204020100000,2950271
commercial_14204030750000,2699853
commercial_14204030750000,2700426
commercial_14204030750000,2700857
commercial_14204030750000,2740601
commercial_14204030750000,2785699
commercial_14204030750000,2792902
commercial_14204030750000,2812519
commercial_14204030750000,2829803
commercial_14204030750000,2888502
commercial_14204030750000,3104653
commercial_14204030750000,3153400
commercial_14204030750000,3236793
commercial_14204030750000,3284172
commercial_14204200460000,3093701
commercial_14211000120000,2802274
commercial_14211000120000,2872763
commercial_14211000120000,2915287
commercial_14211020430000,2754188
commercial_14211020430000,2788808
commercial_14211020430000,2800493
commercial_14211020430000,2957693
commercial_14211060470000,3108142
commercial_14211060470000,3117397
commercial_14213040110000,3124404
commercial_14213040110000,3130098
commercial_14213040110000,3142541
commercial_14213040110000,3145487
commercial_14213040110000,3149752
commercial_14281130190000,2687223
commercial_14281130190000,2689002
commercial_14281130190000,2724019
commercial_14281130190000,2739489
commercial_14281130190000,2739490
commercial_14281230200000,2779364
commercial_14281230200000,2806567
commercial_14281230200000,2869310
commercial_14291000140000,3125801
commercial_14293050560000,2171539
commercial_14293050560000,2433526
commercial_14293180280000,2505713
commercial_14294010290000,2554045
commercial_14294010290000,2763153
commercial_14294020280000,2199356
commercial_14294070940000,2772843
commercial_14301040010000,1692360
commercial_14303140460000,2751048
commercial_14311090070000,2509891
commercial_14311100080000,2724397
commercial_14311100080000,2799606
commercial_14311100110000,2724361
commercial_14311100110000,2799606
commercial_14311100140000,2724361
commercial_14312120200000,3030826
commercial_14312120200000,3036495
commercial_14312120200000,3100185
commercial_14312160460000,3022197
commercial_14313000500000,2717595
commercial_14313080700000,2758981
commercial_14313080700000,2781834
commercial_14313080700000,2835990
commercial_14313190010000,2937332
commercial_14313220560000,2727275
commercial_14313220560000,2764867
commercial_14313220560000,2867343
commercial_14313260010000,2812349
commercial_14313320050000,2650761
commercial_14314140570000,1644478
commercial_14333000210000,2973885
commercial_16012020260000,2736334
commercial_16012150290000,2650804
commercial_16012210370000,3006354
commercial_16012270350000,2826091
commercial_16012270350000,2929169
commercial_16012270360000,2929169
commercial_16013030070000,2500538
commercial_16013050010000,2636729
commercial_16013050010000,2672911
commercial_16013050010000,2685666
commercial_16013240410000,2715889
commercial_16021000010000,2490930
commercial_16022000090000,2819321
commercial_16082260220000,1726292
commercial_16111020190000,2912479
commercial_16112170200000,1951952
commercial_16112180180000,1951956
commercial_16112200020000,1951957
commercial_16112200040000,1951958
commercial_16122180170000,3036990
commercial_16132140760000,2168591
commercial_16132150730000,2153394
commercial_16132180010000,2600688
commercial_16132180010000,2600701
commercial_16132180010000,2600717
commercial_16132180010000,2600719
commercial_16132180010000,2600722
commercial_16132180010000,2600723
commercial_16132180010000,2600727
commercial_16132180010000,2617396
commercial_16132190540000,2153393
commercial_16142140240000,2658093
commercial_16142140240000,2659057
commercial_16142140240000,2659089
commercial_16142140240000,2659174
commercial_16143160360000,2653540
commercial_16143160360000,2653542
commercial_16143160370000,2653537
commercial_16143160370000,2653538
commercial_16143160370000,2653539
commercial_16143160370000,2653540
commercial_16143160370000,2653541
commercial_16143160370000,2653542
commercial_16143160370000,2653543
commercial_16143160370000,2653544
commercial_16224090400000,2677143
commercial_16242010140000,2182292
commercial_16242010170000,2182321
commercial_16242020110000,2200139
commercial_16242020110000,2218437
commercial_16242020170000,2199791
commercial_16242060480000,2182294
commercial_16242060510000,2200148
commercial_16242070100000,2200147
commercial_16242070150000,2199762
commercial_16242070180000,2182293
commercial_16242070180000,2200159
commercial_16242070310000,2200149
commercial_16242070410000,2200153
commercial_16242070530000,2182291
commercial_16242070530000,2199762
commercial_16242070530000,2199763
commercial_16242070560000,2200155
commercial_16242070760000,2199763
commercial_16242070760000,2199764
commercial_16242280010000,2200238
commercial_16244000200000,1664570
commercial_16244000200000,1664646
commercial_16244000200000,1664650
commercial_17031080180000,2769308
commercial_17031080180000,2899202
commercial_17031080180000,2927117
commercial_17032230320000,2499393
commercial_17032230320000,2510241
commercial_17032230320000,2551711
commercial_17032230320000,2556177
commercial_17032230320000,2566026
commercial_17032230320000,2581543
commercial_17032230320000,2613999
commercial_17032230320000,2733643
commercial_17041030480000,2935758
commercial_17041030480000,2968886
commercial_17041030480000,2969408
commercial_17041030480000,3006380
commercial_17041030480000,3072773
commercial_17041120620000,2526296
commercial_17041120620000,2547587
commercial_17041120620000,2549124
commercial_17041120620000,2574867
commercial_17041120710000,3144794
commercial_17041120710000,3144798
commercial_17041120710000,3144802
commercial_17041120710000,3170470
commercial_17041120710000,3170471
commercial_17041120710000,3170472
commercial_17041120710000,3243454
commercial_17041120710000,3244813
commercial_17041120710000,3244815
commercial_17041410320000,2442013
commercial_17041420020000,2708089
commercial_17041420020000,2767524
commercial_17041420020000,2860104
commercial_17042000120000,2991768
commercial_17042010020000,2746906
commercial_17042010030000,1897746
commercial_17042010030000,1899916
commercial_17042010030000,2355963
commercial_17042021050000,2791440
commercial_17042040030000,2905256
commercial_17042040030000,2930897
commercial_17042040030000,2950188
commercial_17042040030000,2950190
commercial_17042040040000,3002768
commercial_17042050480000,2784519
commercial_17042120010000,2975051
commercial_17042120010000,3027568
commercial_17042120010000,3063009
commercial_17042140160000,2784029
commercial_17042150180000,2702025
commercial_17042200150000,2478260
commercial_17042200150000,2514571
commercial_17042200450000,2966960
commercial_17042240390000,3073864
commercial_17042240390000,3110681
commercial_17043030010000,2574099
commercial_17043030010000,2574543
commercial_17043030010000,2574545
commercial_17043030010000,2605863
commercial_17043030010000,2623297
commercial_17043040290000,2181854
commercial_17043060300000,2572993
commercial_17043060400000,2572880
commercial_17043110430000,2985667
commercial_17043110430000,2985669
commercial_17043180320000,2181854
commercial_17043230020000,2568070
commercial_17043241170000,2738290
commercial_17043241170000,2747072
commercial_17044290090000,2711259
commercial_17044290090000,2711337
commercial_17044290090000,2718879
commercial_17044290090000,2732599
commercial_17044290090000,2735148
commercial_17044360580000,2628497
commercial_17044360580000,2644061
commercial_17044360580000,2654836
commercial_17044360580000,2680780
commercial_17044360580000,2684623
commercial_17044360580000,2694877
commercial_17044370150000,2480088
commercial_17044370150000,2486617
commercial_17044460020000,3018993
commercial_17044460020000,3082297
commercial_17044460020000,3102795
commercial_17044460020000,3123834
commercial_17044460020000,3186298
commercial_17044480130000,2523860
commercial_17044480130000,2559620
commercial_17044480190000,2699793
commercial_17044480190000,2804120
commercial_17044480190000,2823853
commercial_17044510060000,2731984
commercial_17044510060000,2755284
commercial_17044510060000,2809851
commercial_17044510060000,2828603
commercial_17044510060000,2829845
commercial_17044510070000,2908608
commercial_17044510070000,2948913
commercial_17044510070000,2956697
commercial_17044510070000,3256446
commercial_17044510080000,3026972
commercial_17044510080000,3034839
commercial_17044510080000,3049621
commercial_17044510080000,3049623
commercial_17044510080000,3049629
commercial_17051000220000,2642236
commercial_17051150730000,2950960
commercial_17051150730000,2953059
commercial_17051160950000,2584602
commercial_17052140150000,2658043
commercial_17052140150000,2686106
commercial_17052140150000,2709373
commercial_17052140150000,2723467
commercial_17052140150000,2728143
commercial_17052140160000,2014283
commercial_17052140160000,2234577
commercial_17052140160000,2241604
commercial_17052140160000,2245657
commercial_17052140160000,2290690
commercial_17053010190000,2597717
commercial_17053090020000,2737502
commercial_17053090020000,2995269
commercial_17053250350000,2938272
commercial_17053280180000,2824289
commercial_17054150070000,2693860
commercial_17054150070000,2725912
commercial_17054150120000,3082898
commercial_17061000020000,3083723
commercial_17061000360000,2607183
commercial_17061200030000,1734923
commercial_17061200050000,1735110
commercial_17062260140000,2879588
commercial_17062350680000,2831601
commercial_17062350680000,2875135
commercial_17062350680000,2875138
commercial_17062350680000,2961888
commercial_17062350680000,3002357
commercial_17062350770000,1963330
commercial_17064030010000,2566728
commercial_17064360090000,2655782
commercial_17064360090000,2715485
commercial_17071240140000,1826945
commercial_17072280050000,2612623
commercial_17074160420000,2005153
commercial_17074170400000,1734596
commercial_17074170530000,1734595
commercial_17074170560000,1734635
commercial_17074170560000,1734730
commercial_17074170560000,1734732
commercial_17074220390000,1734597
commercial_17074220390000,1734634
commercial_17074220390000,1734729
commercial_17074220430000,1734633
commercial_17074220430000,1734747
commercial_17074220440000,1734755
commercial_17074220460000,1734625
commercial_17074300010000,2757198
commercial_17074350110000,2510289
commercial_17081250290000,2626111
commercial_17082040010000,3006623
commercial_17082040010000,3023206
commercial_17082050130000,2917535
commercial_17082050130000,2936963
commercial_17082050130000,2950455
commercial_17082050130000,2956700
commercial_17082050130000,2974933
commercial_17082050130000,3090140
commercial_17082070020000,2719814
commercial_17082070020000,2719821
commercial_17082070020000,2748995
commercial_17082070020000,2749000
commercial_17082070020000,2870586
commercial_17082070020000,2870588
commercial_17082200010000,2752183
commercial_17082200210000,2516128
commercial_17082260110000,2573776
commercial_17082260110000,2576849
commercial_17082260110000,2576863
commercial_17082430070000,2627985
commercial_17082430070000,2649992
commercial_17082430070000,2659948
commercial_17082430070000,2666274
commercial_17082430070000,2666776
commercial_17082430070000,2683854
commercial_17082430070000,2690165
commercial_17082440010000,2690165
commercial_17082520010000,2764198
commercial_17083220100000,3107487
commercial_17083220100000,3120543
commercial_17083220100000,3128163
commercial_17083220100000,3217032
commercial_17083220100000,3264724
commercial_17083220100000,3301074
commercial_17083230020000,3116439
commercial_17083230020000,3131842
commercial_17083230020000,3186940
commercial_17083230020000,3241202
commercial_17083240050000,2882148
commercial_17083240050000,2890354
commercial_17083240050000,2911991
commercial_17083240050000,2933837
commercial_17083240050000,2976233
commercial_17084290010000,2731474
commercial_17084290010000,2757190
commercial_17084290010000,2778754
commercial_17084290010000,2785688
commercial_17084290010000,2792243
commercial_17084290010000,2802057
commercial_17084360010000,2953122
commercial_17084440130000,2443578
commercial_17084440130000,2443603
commercial_17084440270000,2381355
commercial_17084450160000,2378465
commercial_17084470410000,2871739
commercial_17084470410000,2887200
commercial_17084470410000,2925036
commercial_17084470410000,2955755
commercial_17084470410000,2955766
commercial_17091020220000,2743448
commercial_17091020220000,2825384
commercial_17091020220000,3145855
commercial_17091150120000,2674753
commercial_17091150120000,2684805
commercial_17091150120000,2731215
commercial_17091150120000,2733372
commercial_17091150120000,2734850
commercial_17091230110000,2006116
commercial_17091230110000,2015230
commercial_17091230110000,2061487
commercial_17091230110000,2210107
commercial_17091300080000,1683229
commercial_17091300080000,1689990
commercial_17091300080000,1846297
commercial_17092100010000,2669947
commercial_17092100010000,2674343
commercial_17092100010000,2676637
commercial_17092100010000,2708604
commercial_17092100010000,2721008
commercial_17092100040000,2582816
commercial_17092100040000,2608925
commercial_17092100040000,2627357
commercial_17092100040000,2655998
commercial_17092100040000,2661972
commercial_17092160030000,1943736
commercial_17092160030000,1959989
commercial_17092160030000,1961434
commercial_17092160030000,2002605
commercial_17092170170000,2808573
commercial_17092170170000,2844791
commercial_17092170170000,2846095
commercial_17092170170000,2861649
commercial_17092230070000,2717617
commercial_17092230070000,2753003
commercial_17092230070000,2854393
commercial_17092240150000,2701575
commercial_17092240150000,2714015
commercial_17092240150000,2723361
commercial_17092240150000,2723468
commercial_17092240150000,2755290
commercial_17092240150000,2776731
commercial_17092420090000,2986752
commercial_17092420090000,3030211
commercial_17092420090000,3034201
commercial_17092420090000,3034209
commercial_17092420090000,3034217
commercial_17092420090000,3093704
commercial_17092420090000,3133333
commercial_17092500030000,2705025
commercial_17092500030000,2752523
commercial_17092500030000,2757310
commercial_17092500030000,2789330
commercial_17092500030000,2800392
commercial_17092500030000,2824657
commercial_17092500030000,2835793
commercial_17093000090000,2283733
commercial_17093000090000,2299098
commercial_17093000090000,2337542
commercial_17093000090000,2341814
commercial_17093000090000,2368292
commercial_17093020020000,1731035
commercial_17093020020000,1752120
commercial_17093020020000,1754186
commercial_17093020020000,1758668
commercial_17093020020000,1786743
commercial_17093020020000,1792282
commercial_17093020020000,1797879
commercial_17093020020000,1819439
commercial_17093030020000,1874507
commercial_17093030020000,1886354
commercial_17093030020000,1886566
commercial_17093030020000,1888167
commercial_17093030020000,1889735
commercial_17093030020000,1894347
commercial_17093030020000,1895787
commercial_17093030020000,1905585
commercial_17093030020000,1927386
commercial_17093030020000,1929232
commercial_17093030020000,1957134
commercial_17093030020000,1968222
commercial_17093030020000,1998942
commercial_17093030020000,2011486
commercial_17093030020000,2050221
commercial_17093180010000,2476559
commercial_17093180010000,2514783
commercial_17093180010000,2536539
commercial_17093180010000,2620956
commercial_17093180010000,2633884
commercial_17093180010000,2669907
commercial_17093180030000,2476559
commercial_17093180030000,2514783
commercial_17093220170000,2720147
commercial_17093220170000,2755389
commercial_17093220170000,2780161
commercial_17093310080000,2459517
commercial_17093310080000,2484746
commercial_17101030090000,2740196
commercial_17101030090000,2746880
commercial_17101030090000,2755386
commercial_17101030090000,2763871
commercial_17101030090000,2780232
commercial_17101030090000,2793789
commercial_17153060100000,2600202
commercial_17153060100000,2637462
commercial_17153080210000,2720323
commercial_17153080210000,2758192
commercial_17161000490000,2763678
commercial_17161000490000,2814013
commercial_17161000490000,2837349
commercial_17161000490000,2919644
commercial_17161000490000,2922498
commercial_17161000490000,2989154
commercial_17161000490000,3041455
commercial_17161090340000,2489697
commercial_17161090340000,2491092
commercial_17161090340000,2513416
commercial_17161090340000,2514914
commercial_17161090340000,2531879
commercial_17161180160000,2529391
commercial_17161180160000,2553355
commercial_17161180160000,2713730
commercial_17164010210000,2711450
commercial_17164010210000,2783646
commercial_17164010210000,2785708
commercial_17164010210000,2791673
commercial_17164010210000,2795988
commercial_17164010210000,2828449
commercial_17164010210000,2829849
commercial_17164010210000,2853948
commercial_17164010210000,2885430
commercial_17164010210000,3023479
commercial_17164010210000,3210321
commercial_17164050110000,2958166
commercial_17164050110000,2993247
commercial_17164050110000,3116350
commercial_17164050110000,3150162
commercial_17164100040000,2678933
commercial_17164100040000,2698397
commercial_17164110130000,2731975
commercial_17164110130000,2742171
commercial_17164110130000,2780134
commercial_17164110130000,2780224
commercial_17164110130000,2782127
commercial_17171010330000,2788311
commercial_17171050030000,2594979
commercial_17171050030000,2594985
commercial_17171050120000,2784563
commercial_17171060200000,2964737
commercial_17171060200000,3067479
commercial_17171060300000,2846036
commercial_17171130340000,1752413
commercial_17171130400000,2967780
commercial_17171130400000,3044638
commercial_17171130400000,3048936
commercial_17171170020000,2586506
commercial_17171170020000,2586507
commercial_17172040020000,2753167
commercial_17172040020000,2765871
commercial_17172040380000,2753167
commercial_17172080010000,2900347
commercial_17172080010000,2921103
commercial_17172080010000,3348937
commercial_17172080010000,3370367
commercial_17172090210000,2566419
commercial_17172090210000,2573027
commercial_17172090210000,2591294
commercial_17172090210000,2608648
commercial_17172240290000,2483300
commercial_17172280150000,2817127
commercial_17172280150000,2847808
commercial_17172280150000,2867426
commercial_17172280150000,2891549
commercial_17172290130000,3063448
commercial_17172290130000,3095778
commercial_17172290130000,3115445
commercial_17172290130000,3155612
commercial_17172310020000,2708579
commercial_17172310020000,2718223
commercial_17172310020000,2732226
commercial_17172310020000,2760280
commercial_17172310020000,2787142
commercial_17172310020000,2804840
commercial_17173220138002,2875722
commercial_17173220138002,2885073
commercial_17173220138002,2935362
commercial_17173220138002,2947194
commercial_17173320070000,1829574
commercial_17173320070000,1829601
commercial_17173320070000,1830504
commercial_17173320070000,1830943
commercial_17173320070000,1830944
commercial_17173320070000,1830945
commercial_17173320070000,1830946
commercial_17173320070000,1831252
commercial_17173320070000,1831253
commercial_17173320070000,1831254
commercial_17173320070000,1831255
commercial_17173320070000,1831256
commercial_17173320160000,1829574
commercial_17173320160000,1829601
commercial_17173320160000,1830504
commercial_17173320160000,1830943
commercial_17173320160000,1830944
commercial_17173320160000,1830945
commercial_17173320160000,1830946
commercial_17173320160000,1831252
commercial_17173320160000,1831253
commercial_17173320160000,1831254
commercial_17173320160000,1831255
commercial_17173320160000,1831256
commercial_17173330350000,1833891
commercial_17173330350000,1834067
commercial_17173330470000,1829642
commercial_17173330470000,1866946
commercial_17173350120000,1829656
commercial_17181130470000,1667793
commercial_17181170070000,2904333
commercial_17182150020000,2801925
commercial_17193000410000,2612487
commercial_17194060350000,2906859
commercial_17194060350000,3244816
commercial_17194110010000,2090630
commercial_17194110010000,2148870
commercial_17194110010000,2292750
commercial_17194110010000,2309459
commercial_17194110010000,2345172
commercial_17201020620000,1829574
commercial_17201020620000,1829601
commercial_17201020620000,1830504
commercial_17201020620000,1830943
commercial_17201020620000,1830944
commercial_17201020620000,1830945
commercial_17201020620000,1830946
commercial_17201020620000,1831252
commercial_17201020620000,1831253
commercial_17201020620000,1831254
commercial_17201020620000,1831255
commercial_17201020620000,1831256
commercial_17201020620000,1836885
commercial_17201020640000,1829574
commercial_17201020640000,1831252
commercial_17201020640000,1831253
commercial_17201020640000,1831254
commercial_17201020640000,1831255
commercial_17201020640000,1831256
commercial_17201020640000,1831866
commercial_17201020640000,1836883
commercial_17201030600000,1829574
commercial_17201030600000,1831252
commercial_17201030600000,1831253
commercial_17201030600000,1831254
commercial_17201030600000,1831255
commercial_17201030600000,1831256
commercial_17201270040000,2957948
commercial_17201270040000,3005221
commercial_17203160430000,3169331
commercial_17203160430000,3183137
commercial_17204010540000,2948373
commercial_17211140080000,2805946
commercial_17211140080000,2816492
commercial_17211140080000,2852929
commercial_17211140080000,2915568
commercial_17213280040000,2735377
commercial_17213280040000,2902950
commercial_17213290350000,3062941
commercial_17221040060000,2626926
commercial_17221040200000,2800755
commercial_17221040200000,2818525
commercial_17221060280000,3087439
commercial_17221060280000,3236488
commercial_17221071000000,2912748
commercial_17221071000000,2926141
commercial_17221071000000,2926748
commercial_17221071000000,2928427
commercial_17221071000000,2956584
commercial_17271150010000,3071149
commercial_17271150010000,3180362
commercial_17271290960000,1929063
commercial_17271290960000,1952199
commercial_17282130210000,2964757
commercial_17282130210000,2964758
commercial_17284360140000,1690557
commercial_17294190380000,2818301
commercial_17294190380000,2818304
commercial_17312140380000,3064541
commercial_17334070618002,3156910
commercial_17334070618002,3171167
commercial_17334070618002,3371900
commercial_17334080490000,2285550
commercial_17341040010000,2909676
commercial_17341040180000,2601603
commercial_17341040180000,2601609
commercial_17341040180000,2918596
commercial_17344170280000,1870113
commercial_17344170280000,1870152
commercial_17344170280000,1870153
commercial_17344170280000,1870727
commercial_17344170280000,1870773
commercial_17344170280000,1870781
commercial_17344170280000,1870782
commercial_17344170280000,1870789
commercial_17344170280000,2024046
commercial_17344170280000,2025400
commercial_17344170280000,2025555
commercial_17344170280000,2416410
commercial_17344170280000,2416474
commercial_17344190130000,1674934
commercial_17344190130000,1686039
commercial_17344190130000,1724950
commercial_17344190130000,1724954
commercial_17344190130000,1733320
commercial_17344220200000,2416410
commercial_17344270230000,1870110
commercial_17344270230000,1870152
commercial_17344270230000,1870727
commercial_17344270230000,1870777
commercial_17344270230000,1870781
commercial_17344270230000,1870786
commercial_17344270230000,2023977
commercial_17344270230000,2023978
commercial_17344270230000,2024046
commercial_17344270230000,2025400
commercial_17344270230000,2025528
commercial_17344270230000,2025548
commercial_17344270230000,2025555
commercial_17344320100000,2416494
commercial_17344320120000,2416494
commercial_17344320120000,2416495
commercial_17344330060000,2416474
commercial_17344330110000,2203365
commercial_19024290170000,2715068
commercial_19092030020000,2695390
commercial_19101070140000,2987209
commercial_19111240120000,2704129
commercial_19111240120000,2704130
commercial_19111240120000,2704131
commercial_19111240120000,2704132
commercial_19111240120000,2704590
commercial_19111240120000,2704637
commercial_19111240120000,2704639
commercial_19111240120000,2704640
commercial_19191150430000,2933833
commercial_19191150430000,2933838
commercial_20023050190000,2940436
commercial_20032050360000,2395589
commercial_20032050360000,2395590
commercial_20102060200000,2443932
commercial_20102160420000,1737879
commercial_20102250040000,2567993
commercial_20112130420000,2964124
commercial_20114020050000,2901310
commercial_20114050130000,2543108
commercial_20114050130000,2573978
commercial_20114050130000,2595517
commercial_20114050130000,2621651
commercial_20114050130000,2692611
commercial_20121070150000,2881722
commercial_20143060140000,2944534
commercial_20143060140000,2958253
commercial_20143060140000,2958261
commercial_20143060140000,2959387
commercial_20143060140000,2985411
commercial_20143060140000,2991967
commercial_20143060140000,2994308
commercial_20143060140000,2996822
commercial_20143070010000,2638815
commercial_20143070190000,2154572
commercial_20143070190000,2335705
commercial_20151010080000,2878062
commercial_20151010080000,3070036
commercial_20151060280000,1767243
commercial_20151060280000,1767244
commercial_20202060450000,2907498
commercial_20231020130000,2790395
commercial_20231110170000,2142122
commercial_20232000180000,2851117
commercial_20264170460000,1957326
commercial_20264170460000,1972445
commercial_20264170460000,2497872
commercial_20264170460000,2518425
commercial_20294260320000,1724937
commercial_25221060410000,2009572
residential_10314090390000,2812374
residential_10333160130000,2801867
residential_10333280210000,2979400
residential_11303220110000,2311632
residential_11303220120000,1795427
residential_11304180100000,2553395
residential_11311100120000,1957566
residential_11311110160000,1650672
residential_11311220330000,2182281
residential_11312140340000,2477129
residential_11321120020000,2059574
residential_11321120020000,2282360
residential_12243110410000,3107733
residential_12243150070000,2675403
residential_12243300010000,2854049
residential_12244030110000,2889182
residential_12244150400000,3004423
residential_12244180480000,2556429
residential_13011200230000,2851531
residential_13011210070000,2846088
residential_13011260650000,1810093
residential_13011260650000,1810097
residential_13021140500000,1896870
residential_13021140520000,1686396
residential_13022170120000,3095255
residential_13024100020000,1688713
residential_13024160320000,2743031
residential_13024210200000,1663580
residential_13031000820000,1809969
residential_13031000830000,1809969
residential_13031310050000,2495431
residential_13033161680000,1889977
residential_13042090560000,2737181
residential_13042170150000,2450975
residential_13043080090000,1743578
residential_13043080090000,1743579
residential_13043080090000,1745606
residential_13043080090000,1745607
residential_13043080100000,1743578
residential_13043080100000,1743579
residential_13043080100000,1745606
residential_13043080100000,1745607
residential_13043080110000,1743578
residential_13043080110000,1743579
residential_13043080110000,1745606
residential_13043080110000,1745607
residential_13043080120000,2073301
residential_13043080120000,2428875
residential_13043080130000,2073301
residential_13043120290000,1745823
residential_13043120290000,2181134
residential_13043120300000,1737113
residential_13043120300000,1737114
residential_13043120300000,1737115
residential_13043120300000,1737119
residential_13043120300000,1737120
residential_13043120300000,1737121
residential_13043120300000,1737122
residential_13043120300000,1737123
residential_13043120300000,1737124
residential_13043120300000,1737125
residential_13043120300000,1743589
