project_id,x_3435,y_3435
commercial_17042000460000,1173467.61753195,1910026.56088583
commercial_17042010020000,1173775.09697086,1910874.82187334
commercial_17042010030000,1173700.31086911,1910733.36902315
commercial_17042021050000,1174071.8889014,1910876.81841459
commercial_17042040030000,1174511.92932543,1910841.09995947
commercial_17042040040000,1174616.61686604,1910899.35237998
commercial_17042050480000,1174527.038522,1910132.78995689
commercial_17042120010000,1173487.16189476,1909596.98169516
commercial_17042140160000,1173708.91269576,1909240.65692971
commercial_17042150180000,1174584.1275357,1909298.74991768
commercial_17042200150000,1174324.20302834,1908625.91944361
commercial_17042200450000,1174039.91152323,1908466.28492458
commercial_17042210990000,1174603.26642408,1908734.53710454
commercial_17042220640000,1175153.01489286,1908492.93565737
commercial_17042240390000,1175969.40192622,1908477.35782051
commercial_17043030010000,1171874.80350618,1908060.5966993
commercial_17043040290000,1172247.03616739,1908126.84484603
commercial_17043060300000,1172802.51571209,1908168.93169323
commercial_17043060400000,1172769.55050158,1908047.50123994
commercial_17043110430000,1172283.00793456,1907675.60595205
commercial_17043180320000,1172282.27247951,1907188.69407285
commercial_17043230020000,1172097.65669938,1906916.01694402
commercial_17043241170000,1172289.03656277,1906191.51659171
commercial_17044290090000,1173829.45796918,1906636.16978947
commercial_17044350390000,1176056.16448075,1906722.01418508
commercial_17044360580000,1173630.03693514,1906157.53096162
commercial_17044370150000,1174080.68578778,1906328.97445683
commercial_17044460020000,1174497.40843416,1905844.16081081
commercial_17044480130000,1175114.52002456,1905849.82244108
commercial_17044480190000,1175270.60279041,1906107.74711927
commercial_17044490470000,1175503.95095079,1905938.71018
commercial_17044510060000,1174354.15475162,1908147.31421269
commercial_17044510070000,1174355.21715875,1907841.68984865
commercial_17044510080000,1174102.19687465,1907836.16652351
commercial_17051000220000,1165671.17802224,1910653.60228509
commercial_17051070550000,1165558.54624626,1909965.26483198
commercial_17051070560000,1165557.26848435,1910011.5950228
commercial_17051150730000,1165772.83087742,1908361.12297975
commercial_17051160950000,1166018.47999549,1908196.98014761
commercial_17052140150000,1170032.29076285,1910191.32261557
commercial_17052140160000,1170277.77947059,1910174.07593226
commercial_17053010190000,1165966.31124683,1907645.01492936
commercial_17053090020000,1165640.71116444,1906951.66004651
commercial_17053100670000,1167278.73779851,1906919.70022787
commercial_17053240480000,1166760.07408307,1905542.51483984
commercial_17053250350000,1165961.41984708,1905531.70505781
commercial_17053280180000,1168050.3803079,1906029.6342326
commercial_17054150070000,1168445.16585376,1905705.83606056
commercial_17054150120000,1168569.02371959,1905609.22114447
commercial_17061000020000,1160218.75993137,1910479.84023648
commercial_17061000050000,1160306.75982001,1910482.34667475
commercial_17061000360000,1160236.89566391,1910039.60133934
commercial_17061200030000,1161601.52607758,1908881.09653325
commercial_17061200050000,1161651.58607393,1908882.52653315
commercial_17062080480000,1163243.46203289,1909858.40245852
commercial_17062260140000,1162942.13503437,1908108.28720481
commercial_17062270840000,1163704.28084588,1908120.01083788
commercial_17062350680000,1164998.21780949,1908192.54730792
commercial_17062350770000,1165219.65236204,1908237.67003106
commercial_17062351420000,1164865.83269145,1908155.11089954
commercial_17064030010000,1163953.53830837,1907906.22939097
commercial_17064080140000,1165404.52860577,1907959.12004592
commercial_17064360090000,1163845.76494312,1905471.41397243
commercial_17071240140000,1162917.71991179,1903674.46127012
commercial_17072030380000,1165026.85984754,1905304.7447356
commercial_17072280050000,1165176.66133065,1903471.23511481
commercial_17073270380000,1162997.23459783,1900453.69940604
commercial_17074160420000,1163382.71732773,1901173.54592902
commercial_17074170400000,1164259.82893105,1901322.04882748
commercial_17074170530000,1163828.10837812,1901303.93636688
commercial_17074170560000,1164047.5434664,1901164.72459188
commercial_17074210450000,1163152.51755194,1900943.29681035
commercial_17074220390000,1164243.78388874,1900971.86679635
commercial_17074220430000,1163862.60034201,1900958.2637056
commercial_17074220440000,1163806.95726574,1900812.00017929
commercial_17074220460000,1164050.15030398,1900817.71491512
commercial_17074220480000,1164300.31245883,1900827.07572716
commercial_17074300010000,1165212.71375239,1900658.46328794
commercial_17074350110000,1165610.44908278,1900338.18670863
commercial_17081250290000,1167564.46983305,1903712.0659514
commercial_17082040010000,1168916.85432817,1905057.87310678
commercial_17082050130000,1169223.74695288,1905027.71687208
commercial_17082070020000,1169445.54996636,1905287.31358447
commercial_17082130110000,1170166.12145433,1905168.55296459
commercial_17082200010000,1169575.72294189,1904987.33524062
commercial_17082200210000,1169711.97749584,1905001.95065323
commercial_17082220400000,1170347.54265779,1905035.26616587
commercial_17082260110000,1170531.65512241,1904577.61985729
commercial_17082430070000,1170541.89981952,1903836.48900432
commercial_17082440010000,1170731.22847836,1903777.31317406
commercial_17082520010000,1170389.86451346,1903585.10009465
commercial_17083220100000,1166479.89251358,1901387.04478323
commercial_17083230020000,1166894.06422575,1901314.06479306
commercial_17083240050000,1167285.33212595,1901390.04718459
commercial_17083250270000,1167468.48643624,1901255.44274855
commercial_17083320010000,1165846.07517304,1900341.84832723
commercial_17083320080000,1165833.02216375,1900205.81023791
commercial_17083380240000,1168167.96231255,1900318.22833211
commercial_17083380260000,1168369.13510001,1900315.98193506
commercial_17084290010000,1169203.90080494,1901462.28828121
commercial_17084360010000,1168860.98999697,1901038.47964167
commercial_17084400130000,1170171.11151274,1900898.84752743
commercial_17084440130000,1169048.45087023,1900445.13958688
commercial_17084440270000,1169087.30521131,1900289.2492697
commercial_17084450160000,1169226.38,1900293.39
commercial_17084470410000,1169963.53025256,1900519.25729953
commercial_17091020220000,1171263.20281883,1903830.73162909
commercial_17091150120000,1172799.51936729,1905528.74144781
commercial_17091230110000,1172715.30439402,1904838.59057725
commercial_17091300080000,1172978.23294402,1903656.62217592
commercial_17091300110000,1173469.60291883,1903400.5038865
commercial_17092060390000,1176022.20978377,1905538.36722062
commercial_17092100010000,1174796.85967417,1905237.44307943
commercial_17092100040000,1174701.26271041,1905135.15538378
commercial_17092160030000,1174332.27343834,1904815.18992417
commercial_17092170040000,1174867.92086126,1904948.44585361
commercial_17092170170000,1174708.23652353,1904884.76263761
commercial_17092230070000,1174526.45581257,1904586.47141001
commercial_17092240150000,1174710.25979177,1904591.2457578
commercial_17092420090000,1173609.56781827,1903745.13960978
commercial_17092500030000,1174094.58488267,1903466.00737798
commercial_17093000090000,1171218.68566479,1902791.79212402
commercial_17093010120000,1171548.72282099,1902389.3248099
commercial_17093020020000,1172054.06117966,1902662.4790891
commercial_17093030020000,1172445.71691387,1902765.93390931
commercial_17093050450000,1172949.39940324,1902286.60052448
commercial_17093180010000,1171120.17344547,1901562.58959184
commercial_17093180030000,1171210.68396714,1901564.19295097
commercial_17093220170000,1172049.7486239,1901420.6808551
commercial_17093310080000,1172026.63752677,1900923.98276871
commercial_17094550230000,1174591.89935324,1900666.21396432
commercial_17101030090000,1176317.07483689,1905160.71472031
commercial_17102110310000,1179299.83029977,1904215.55160964
commercial_17153050620000,1177240.20115007,1896581.22756995
commercial_17153060100000,1176617.77009209,1896029.13008194
commercial_17153080210000,1176820.49465156,1895289.47707026
commercial_17161000490000,1171187.75946119,1900115.26180186
commercial_17161090340000,1171269.34905286,1899206.664882
commercial_17161180160000,1172263.7504311,1898770.0458564
commercial_17164010210000,1174718.27585291,1896943.52082725
commercial_17164010220000_tower_a,1174617.18940525,1897466.2432948
commercial_17164010230000_tower_b,1174719.44170082,1897464.95639788
commercial_17164050110000,1175721.25673695,1897083.97310314
commercial_17164100040000,1174926.95630614,1896454.06158618
commercial_17164110130000,1175125.23680048,1896530.78208507
commercial_17171010330000,1165892.98901571,1899791.03077276
commercial_17171050030000,1167896.69804288,1900042.05409749
commercial_17171050120000,1168200.65,1900035.659875
commercial_17171060200000,1166328.18297223,1899517.5187294
commercial_17171060300000,1166332.58827465,1899308.77201983
commercial_17171130340000,1167898.12060284,1898859.41794586
commercial_17171130400000,1168110.4399668,1898865.81843074
commercial_17171170020000,1167985.40812326,1898643.74806964
commercial_17172040020000,1169169.84451322,1899873.36927567
commercial_17172040380000,1169304.89881259,1899900.30040885
commercial_17172080010000,1170581.71911694,1900004.00857555
commercial_17172090210000,1170835.86206442,1900144.77139252
commercial_17172210210000,1170541.16034878,1899136.33623171
commercial_17172240290000,1169742.7376637,1898441.05095558
commercial_17172280150000,1171009.16595994,1898525.92131591
commercial_17172290130000,1168875.48542941,1898249.60579218
commercial_17172310020000,1169531.72796497,1898234.95302989
commercial_17173220138002,1167456.70113423,1895871.50958798
commercial_17173230020000,1168440.12492985,1895993.2459343
commercial_17173230060000,1168182.51376045,1896016.30081823
commercial_17173230080000,1168184.28552575,1895950.67592264
commercial_17173230380000,1168441.61913572,1895812.053652
commercial_17173230400000,1168375.24544506,1895808.81310757
commercial_17173230420000,1168344.61552921,1895808.94809089
commercial_17173230440000,1168314.40566663,1895806.03027417
commercial_17173230460000,1168223.91737909,1895802.50626267
commercial_17173320070000,1167730.25533095,1895053.23328098
commercial_17173320160000,1167429.03273479,1895044.60681572
commercial_17173320210000,1167453.45526922,1894925.09284962
commercial_17173320240000,1167783.69857575,1894934.61767706
commercial_17173330350000,1167954.49507542,1895212.89370544
commercial_17173330470000,1167969.95209153,1895627.71291111
commercial_17173340090000,1168444.75763138,1895409.37416326
commercial_17173340210000,1168299.16329173,1895452.57037783
commercial_17173340340000,1168473.13058075,1895077.43982515
commercial_17173340440000,1168466.20949498,1895230.05147999
commercial_17173350120000,1167959.48901053,1895059.60301147
commercial_17173350130000,1168119.81844252,1894943.8159952
commercial_17181010930000,1161652.32587978,1899795.63447469
commercial_17181130470000,1160958.57886395,1898748.44989729
commercial_17181170070000,1162200.47751629,1898880.06492784
commercial_17182150020000,1165326.13302384,1899246.84878831
commercial_17193000410000,1163076.90666667,1891790.64
commercial_17194060350000,1164961.61026558,1891544.44332583
commercial_17194110010000,1165384.21167855,1891292.86847256
commercial_17201010100000,1167114.06712357,1894648.90291139
commercial_17201020540000,1167765.34964781,1894717.36440299
commercial_17201020560000,1167513.8564081,1894709.67579253
commercial_17201020580000,1167298.68145979,1894583.33227352
commercial_17201020600000,1167423.92585138,1894587.02876906
commercial_17201020620000,1167562.49123542,1894589.55430156
commercial_17201020640000,1167728.74175828,1894595.74406733
commercial_17201030510000,1167960.85629838,1894602.49708295
commercial_17201030530000,1168077.07926217,1894607.59463249
commercial_17201030600000,1168271.69585209,1894612.09446177
commercial_17201250120000,1168465.9625195,1893028.82590866
commercial_17201270040000,1167100.56759764,1892747.89199134
commercial_17202000770000,1168669.32496813,1894621.99422737
commercial_17202070580000,1168989.26601901,1894268.44177175
commercial_17202070620000,1168779.90710936,1894303.99966792
commercial_17203160430000,1168572.36551581,1890986.1298948
commercial_17204010540000,1169356.52802331,1891668.9320113
commercial_17211140080000,1171639.9918754,1893751.75074068
commercial_17213280040000,1171443.86750902,1890060.47413897
commercial_17213290350000,1171454.09192229,1889738.87378527
commercial_17221020240000,1177563.40795145,1894638.27435314
commercial_17221020300000,1177710.05496719,1894905.48644367
commercial_17221040060000,1177122.63662853,1894113.71904732
commercial_17221040200000,1177305.21334682,1894166.3912808
commercial_17221060280000,1176866.77706796,1893809.72298965
commercial_17221060620000,1176676.01256906,1893750.05381859
commercial_17221070890000,1177331.61254803,1893193.33368526
commercial_17221071000000,1177128.09364028,1893701.64795149
commercial_17221080990000,1177581.38344364,1893706.15056738
commercial_17223180290000,1177195.01795536,1890000.79664767
commercial_17223190320000,1177771.50501969,1889911.06297297
commercial_17271090060000,1177443.63827928,1889022.67176929
commercial_17271150010000,1176787.90708881,1888360.08126771
commercial_17271290960000,1178595.11812671,1887268.29664129
commercial_17282130210000,1175126.81519573,1888965.23563629
commercial_17282180334000,1176570.48128807,1888619.12967723
commercial_17284360140000,1175251.98,1884503.1
commercial_17294190380000,1171324.04952872,1886857.64642579
commercial_17294190540000,1171311.26749811,1887498.55571873
commercial_17312140380000,1166083.77289525,1883154.09919022
commercial_17313040010000,1162381.23763327,1880865.12254832
commercial_17334070618002,1176376.20805788,1880770.55640334
commercial_17334080490000,1176661.67913964,1881044.59398543
commercial_17334080680000,1176650.94683538,1880546.71115775
commercial_17334080690000,1176783.24993133,1880550.10716232
commercial_17334080710000,1176780.28338312,1880785.87817458
commercial_17334160530000,1176476.7809767,1880266.8042907
commercial_17341040010000,1178564.56528262,1884422.35880608
commercial_17341040180000,1178691.51223768,1884415.7140976
commercial_17344170280000,1181525.5903048,1880468.77595445
commercial_17344190130000,1181260.68726843,1879671.31442816
commercial_17344190150000,1181248.09731717,1879850.68208798
commercial_17344190230000,1180904.79258956,1879840.78784619
commercial_17344190240000,1181079.10679051,1879816.15980902
commercial_17344190250000,1181003.5725811,1879697.00487959
commercial_17344190260000,1181123.72354097,1879688.8043417
commercial_17344220010000,1181311.2832305,1879371.36813076
commercial_17344220020000,1181245.79925464,1879371.59448271
commercial_17344220030000,1181195.67024826,1879362.44776815
commercial_17344220040000,1181145.40693836,1879361.04854972
commercial_17344220050000,1181095.31819858,1879359.4120286
commercial_17344220060000,1181103.74472885,1879504.37616122
commercial_17344220070000,1181168.22181474,1879504.83212479
commercial_17344220080000,1181271.06425053,1879535.24457251
commercial_17344220090000,1181279.96256204,1879470.10372412
commercial_17344220200000,1180979.31900028,1879501.92999307
commercial_17344230010000,1181885.42975557,1879918.19569283
commercial_17344230020000,1181910.24511439,1879855.0373812
commercial_17344230030000,1181930.01161902,1879805.87994915
commercial_17344230040000,1181956.28013678,1879740.45490723
commercial_17344230100000,1181538.95093995,1879865.58921193
commercial_17344240090000,1181564.33705293,1879369.05181163
commercial_17344250030000,1182002.17280455,1879620.05010168
commercial_17344250040000,1182020.27223372,1879573.69388501
commercial_17344270230000,1180734.84544449,1879992.97222152
commercial_17344270310000,1180428.97365635,1879991.42591006
commercial_17344280080000,1180439.953174,1879807.1704239
commercial_17344280090000,1180491.77348327,1879684.11596763
commercial_17344280100000,1180566.01963038,1879808.07610802
commercial_17344280170000,1180671.53865365,1879669.31454912
commercial_17344290080000,1180644.35284362,1879485.95092417
commercial_17344300010000,1180818.4015036,1879484.84451112
commercial_17344300020000,1180812.29775794,1879346.07641679
commercial_17344310010000,1181009.53823274,1880392.24659845
commercial_17344310030000,1181088.86679517,1880300.76095421
commercial_17344310080000,1181160.84406044,1880441.582991
commercial_17344320070000,1180959.61743711,1880148.00434398
commercial_17344320100000,1181050.83916434,1880005.6166501
