upload_row_number,address,matched_address,status,latitude,longitude,lat_long_coordinates
491,"4030 N Marine Dr, Chicago, IL","4030 N MARINE DR, CHICAGO, IL",nan,41.95552293114562,-87.64560510027025,41.95552293114562;-87.64560510027025
492,"3840 N Lincoln Ave, Chicago, IL","3840 N LINCOLN AVE, CHICAGO, IL",nan,41.95154379179937,-87.67710428338394,41.95154379179937;-87.67710428338394
493,"1101-1109 W Granville Ave, Chicago, IL","1101-1109 W GRANVILLE AVE, CHICAGO, IL", -transid is calculated using low address only,41.99446570794909,-87.65839281321112,41.99446570794909;-87.65839281321112
494,"1218 W Lexington St, Chicago, IL","1218 W LEXINGTON ST, CHICAGO, IL",nan,41.87235139120177,-87.65756071154372,41.87235139120177;-87.65756071154372
495,"1650 N Spaulding Ave, Chicago, IL","1650 N SPAULDING AVE, CHICAGO, IL",nan,41.911578609818896,-87.71026095198513,41.911578609818896;-87.71026095198513
496,"1353 W Fulton St, Chicago, IL","1353 W FULTON ST, CHICAGO, IL",nan,41.8865067224045,-87.66085382986958,41.8865067224045;-87.66085382986958
497,"9049-9059 S Western Ave, Chicago, IL","9049-9059 S WESTERN AVE, CHICAGO, IL", -transid is calculated using low address only,41.72861214014875,-87.68215499904831,41.72861214014875;-87.68215499904831
498,"2542-2558 S Federal St, Chicago, IL","2542-2558 S FEDERAL ST, CHICAGO, IL", -transid is calculated using low address only,41.84608621060866,-87.62933364489791,41.84608621060866;-87.62933364489791
499,"2308-2316 W Leland Ave, Chicago, IL","2308-2316 W LELAND AVE, CHICAGO, IL", -transid is calculated using low address only,41.96682443406701,-87.68789283801166,41.96682443406701;-87.68789283801166
500,"6334-6356 N Whipple Ave, Chicago, IL","6334-6356 N WHIPPLE ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.996702473783635,-87.705828750149,41.996702473783635;-87.705828750149
501,"5330-5338 W Argyle St, Chicago, IL","5330-5338 W ARGYLE ST, CHICAGO, IL", -transid is calculated using low address only,41.97164700279526,-87.76144795807853,41.97164700279526;-87.76144795807853
502,"3919-3925 W Cullom Ave, Chicago, IL","3919-3925 W CULLOM AVE, CHICAGO, IL", -transid is calculated using low address only,41.95903610861148,-87.72614726761338,41.95903610861148;-87.72614726761338
503,"524-628 W Diversey Pkwy, Chicago, IL","524-628 W DIVERSEY PKWY, CHICAGO, IL", -transid is calculated using low address only,41.93296066016708,-87.64237223166387,41.93296066016708;-87.64237223166387
504,"1744-1754 W Addison St, Chicago, IL","1744-1754 W ADDISON ST, CHICAGO, IL", -transid is calculated using low address only,41.947043390413135,-87.67314702877835,41.947043390413135;-87.67314702877835
505,"3350 N Ashland Ave, Chicago, IL","3350 N ASHLAND AVE, CHICAGO, IL",nan,41.94305820056565,-87.66890264059164,41.94305820056565;-87.66890264059164
506,"3914-3930 N Lincoln Ave, Chicago, IL","3914-3930 N LINCOLN AVE, CHICAGO, IL", -transid is calculated using low address only,41.95271394620794,-87.67791660042091,41.95271394620794;-87.67791660042091
507,"2440 W Division St, Chicago, IL","2440 W DIVISION ST, CHICAGO, IL",nan,41.90311067100929,-87.6885768059171,41.90311067100929;-87.6885768059171
508,"1907 W Garfield Blvd, Chicago, IL","1907 W GARFIELD BLVD, CHICAGO, IL",nan,41.79346353775511,-87.67218469613573,41.79346353775511;-87.67218469613573
509,"1402 W Chestnut St, Chicago, IL","1402 W CHESTNUT ST, CHICAGO, IL",nan,41.89807598022623,-87.66265322783258,41.89807598022623;-87.66265322783258
510,"2124 S Ashland Ave, Chicago, IL","2124 S ASHLAND AVE, CHICAGO, IL",nan,41.85334333851972,-87.66618048285136,41.85334333851972;-87.66618048285136
511,"856 N Harding Ave, Chicago, IL","856 N HARDING AVE, CHICAGO, IL",nan,41.89705538366232,-87.72506170841606,41.89705538366232;-87.72506170841606
512,"170 N Green St, Chicago, IL","170 N GREEN ST, CHICAGO, IL",nan,41.885160519284454,-87.64877322369362,41.885160519284454;-87.64877322369362
513,"936 N Elston Ave, Chicago, IL","936 N ELSTON AVE, CHICAGO, IL",nan,41.89946393510293,-87.6567775258054,41.89946393510293;-87.6567775258054
514,"2601-2625 S Wabash Ave, Chicago, IL","2601-2625 S WABASH AVE, CHICAGO, IL", -transid is calculated using low address only,41.84554885665057,-87.62517735730876,41.84554885665057;-87.62517735730876
515,"500-518 W 28th Pl also known as 2815-2827 S Wallace St, Chicago, IL","500-518 W 28TH ST, CHICAGO, IL", -transid is calculated using low address only,41.84369958962891,-87.6399892605338,41.84369958962891;-87.6399892605338
516,"1228-1230 N Milwaukee Ave, Chicago, IL","1228-1230 N MILWAUKEE AVE, CHICAGO, IL", -transid is calculated using low address only,41.903970595748916,-87.6676657293862,41.903970595748916;-87.6676657293862
517,"3601-3611 W Cortland St, Chicago, IL","3601-3611 W CORTLAND ST, CHICAGO, IL", -transid is calculated using low address only,41.915352403075026,-87.71677331654803,41.915352403075026;-87.71677331654803
518,"401 S Wacker Dr, Chicago, IL","401 S WACKER DR, CHICAGO, IL",nan,41.87680501145401,-87.63646736425444,41.87680501145401;-87.63646736425444
519,"5600-5602 S Drexel Ave, Chicago, IL","5600-5602 S DREXEL AVE, CHICAGO, IL", -transid is calculated using low address only,41.79309143660869,-87.60393042229163,41.79309143660869;-87.60393042229163
520,"3318 N Troy St, Chicago, IL","3318 N TROY ST, CHICAGO, IL",nan,41.94163664357437,-87.70662517159334,41.94163664357437;-87.70662517159334
521,"835 W Addison St, Chicago, IL","835 W ADDISON ST, CHICAGO, IL",nan,41.947191773865626,-87.65083813240796,41.947191773865626;-87.65083813240796
522,"7901-8071 S Cicero Ave, Chicago, IL","7901-8071 S CICERO AVE, CHICAGO, IL", -transid is calculated using low address only,41.74906505646544,-87.74120390402543,41.74906505646544;-87.74120390402543
523,"500-520 N Desplaines St, Chicago, IL","500-520 N DESPLAINES ST, CHICAGO, IL", -transid is calculated using low address only,41.89127845890863,-87.64451671117615,41.89127845890863;-87.64451671117615
524,"3552 W Grand Ave, Chicago, IL","3552 W GRAND AVE, CHICAGO, IL",nan,41.901912623077855,-87.71540440091492,41.901912623077855;-87.71540440091492
525,"3100 N Leclaire Ave, Chicago, IL","3100 N LECLAIRE AVE, CHICAGO, IL",nan,41.936951123381526,-87.7543212199841,41.936951123381526;-87.7543212199841
526,"1753 W Cornelia Ave, Chicago, IL","1753 W CORNELIA AVE, CHICAGO, IL",nan,41.944990110316056,-87.67333436156987,41.944990110316056;-87.67333436156987
527,"5050-5098 and 5091-5099 W Jackson Blvd, Chicago, IL",nan,BADSTREET,,,---
528,"2244 S Sawyer Ave, Chicago, IL","2244 S SAWYER AVE, CHICAGO, IL",nan,41.850419150633016,-87.70657861209108,41.850419150633016;-87.70657861209108
529,"1200-1234 W Randolph St, Chicago, IL","1200-1234 W RANDOLPH ST, CHICAGO, IL", -transid is calculated using low address only,41.884351914473434,-87.656787588102,41.884351914473434;-87.656787588102
530,"1600 S Laflin St, Chicago, IL","1600 S LAFLIN ST, CHICAGO, IL",nan,41.85959869767849,-87.66395288488546,41.85959869767849;-87.66395288488546
531,"2127 S Marshall Blvd, Chicago, IL","2127 S MARSHALL BLVD, CHICAGO, IL",nan,41.85281745927679,-87.69897302440313,41.85281745927679;-87.69897302440313
532,"1106 W Lawrence Ave, Chicago, IL","1106 W LAWRENCE AVE, CHICAGO, IL",nan,41.96915789659782,-87.65793578029242,41.96915789659782;-87.65793578029242
533,"2821 N Orchard Ave, Chicago, IL","2821 N ORCHARD ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.93341244080847,-87.64654139861698,41.93341244080847;-87.64654139861698
534,"1910 S Calumet Ave, Chicago, IL","1910 S CALUMET AVE, CHICAGO, IL",nan,41.856282934712205,-87.61926383139767,41.856282934712205;-87.61926383139767
535,"1012-1024 W Jackson Blvd, Chicago, IL","1012-1024 W JACKSON BLVD, CHICAGO, IL", -transid is calculated using low address only,41.87797019507887,-87.65249297574624,41.87797019507887;-87.65249297574624
536,"835 W Addison St, Chicago, IL","835 W ADDISON ST, CHICAGO, IL",nan,41.947191773865626,-87.65083813240796,41.947191773865626;-87.65083813240796
537,"2501 N Damen Ave, Chicago, IL","2501 N DAMEN AVE, CHICAGO, IL",nan,41.927243262256596,-87.67795585563583,41.927243262256596;-87.67795585563583
538,"1744 N LeClaire Ave, Chicago, IL","1744 N LECLAIRE AVE, CHICAGO, IL",nan,41.91273672307713,-87.75291207052577,41.91273672307713;-87.75291207052577
539,"2943 N Halsted St, Chicago, IL","2943 N HALSTED ST, CHICAGO, IL",nan,41.93578915834162,-87.64897242706948,41.93578915834162;-87.64897242706948
540,"441 N Kilbourn Ave, Chicago, IL","441 N KILBOURN AVE, CHICAGO, IL",nan,41.8889923059348,-87.73806290380844,41.8889923059348;-87.73806290380844
541,"1030-1050 W North Ave, Chicago, IL","1030-1050 W NORTH AVE, CHICAGO, IL", -transid is calculated using low address only,41.91093166110219,-87.65423264872608,41.91093166110219;-87.65423264872608
542,"7319 N Rogers Ave, Chicago, IL","7319 N ROGERS AVE, CHICAGO, IL",nan,42.014009165880516,-87.67925721000411,42.014009165880516;-87.67925721000411
543,"1523-1547 N Freemont St, Chicago, IL","1523-1547 N FREMONT ST, CHICAGO, IL",STREET NAME CORRECTION -transid is calculated using low address only,41.909234266069575,-87.65091266535602,41.909234266069575;-87.65091266535602
544,"1440-1464 N Magnolia Ave, Chicago, IL","1440-1464 N MAGNOLIA AVE, CHICAGO, IL", -transid is calculated using low address only,41.908333787785125,-87.65961679870914,41.908333787785125;-87.65961679870914
545,"1440-1464 N Magnolia Ave, Chicago, IL","1440-1464 N MAGNOLIA AVE, CHICAGO, IL", -transid is calculated using low address only,41.908333787785125,-87.65961679870914,41.908333787785125;-87.65961679870914
546,"933-943 W Washington Blvd, Chicago, IL","933-943 W WASHINGTON BLVD, CHICAGO, IL", -transid is calculated using low address only,41.88297321916922,-87.6509566474234,41.88297321916922;-87.6509566474234
547,"3248-3256 N Pulaski Rd, Chicago, IL","3248-3256 N PULASKI RD, CHICAGO, IL", -transid is calculated using low address only,41.94048917353705,-87.72737013385941,41.94048917353705;-87.72737013385941
548,"1703 W Chicago Ave, Chicago, IL","1703 W CHICAGO AVE, CHICAGO, IL",nan,41.895921101812604,-87.6698650851386,41.895921101812604;-87.6698650851386
549,"723-741 W Randolph St, Chicago, IL","723-741 W RANDOLPH ST, CHICAGO, IL", -transid is calculated using low address only,41.88430284958823,-87.64660529234459,41.88430284958823;-87.64660529234459
550,"723-741 W Randolph St, Chicago, IL","723-741 W RANDOLPH ST, CHICAGO, IL", -transid is calculated using low address only,41.88430284958823,-87.64660529234459,41.88430284958823;-87.64660529234459
551,"1703 W Chicago Ave, Chicago, IL","1703 W CHICAGO AVE, CHICAGO, IL",nan,41.895921101812604,-87.6698650851386,41.895921101812604;-87.6698650851386
552,"4401-4411 N Milwaukee Ave, Chicago, IL","4401-4411 N MILWAUKEE AVE, CHICAGO, IL", -transid is calculated using low address only,41.96073630102789,-87.75439113227428,41.96073630102789;-87.75439113227428
553,"7152-7190 W North Ave, Chicago, IL","7152-7190 W NORTH AVE, CHICAGO, IL", -transid is calculated using low address only,41.908996543980784,-87.80411944101357,41.908996543980784;-87.80411944101357
554,"1354 W Diversey Pkwy, Chicago, IL","1354 W DIVERSEY PKWY, CHICAGO, IL",nan,41.93259380379691,-87.66335352009844,41.93259380379691;-87.66335352009844
555,"5408 S Dearborn St, Chicago, IL","5408 S DEARBORN ST, CHICAGO, IL",nan,41.79607960879225,-87.6269694223709,41.79607960879225;-87.6269694223709
556,"3217 W Flournoy St, Chicago, IL","3217 W FLOURNOY ST, CHICAGO, IL",nan,41.87266226170322,-87.70661019426005,41.87266226170322;-87.70661019426005
557,"1354 W Diversey Pkwy, Chicago, IL","1354 W DIVERSEY PKWY, CHICAGO, IL",nan,41.93259380379691,-87.66335352009844,41.93259380379691;-87.66335352009844
558,"1539 W Devon Ave, Chicago, IL","1539 W DEVON AVE, CHICAGO, IL",nan,41.99798230762319,-87.66930586791973,41.99798230762319;-87.66930586791973
559,"7740-7744 S Chicago Ave, Chicago, IL",nan,BADADDRESSNUM,,,---
560,"1416 N Maplewood Ave, Chicago, IL","1416 N MAPLEWOOD AVE, CHICAGO, IL",nan,41.907172291122095,-87.69097305715994,41.907172291122095;-87.69097305715994
561,"1776-1830 N Clybourn Ave, Chicago, IL","1776-1830 N CLYBOURN AVE, CHICAGO, IL", -transid is calculated using low address only,41.91339925377605,-87.65319304226009,41.91339925377605;-87.65319304226009
562,"1776-1830 N Clybourn Ave, Chicago, IL","1776-1830 N CLYBOURN AVE, CHICAGO, IL", -transid is calculated using low address only,41.91339925377605,-87.65319304226009,41.91339925377605;-87.65319304226009
563,"7740-7744 S Chicago Ave, Chicago, IL",nan,BADADDRESSNUM,,,---
564,"1416 N Maplewood Ave, Chicago, IL","1416 N MAPLEWOOD AVE, CHICAGO, IL",nan,41.907172291122095,-87.69097305715994,41.907172291122095;-87.69097305715994
565,"2400-2410 N Oakley Ave, Chicago, IL","2400-2410 N OAKLEY AVE, CHICAGO, IL", -transid is calculated using low address only,41.9249674407565,-87.68535772351584,41.9249674407565;-87.68535772351584
566,"2147-2157 S St Louis Ave, Chicago, IL","2147-2157 S ST LOUIS AVE, CHICAGO, IL", -transid is calculated using low address only,41.85210870651992,-87.71220325164997,41.85210870651992;-87.71220325164997
567,"3316-3318 S Morgan St, Chicago, IL","3316-3318 S MORGAN ST, CHICAGO, IL", -transid is calculated using low address only,41.83378663794612,-87.65118564380968,41.83378663794612;-87.65118564380968
568,"4038 W Potomac Ave, Chicago, IL","4038 W POTOMAC AVE, CHICAGO, IL",nan,41.904559594922276,-87.72792939735554,41.904559594922276;-87.72792939735554
569,"4427-4459 N Clark St, Chicago, IL","4427-4459 N CLARK ST, CHICAGO, IL", -transid is calculated using low address only,41.96247512477546,-87.66598739564294,41.96247512477546;-87.66598739564294
570,"7901-8071 S Cicero Ave, Chicago, IL","7901-8071 S CICERO AVE, CHICAGO, IL", -transid is calculated using low address only,41.74906505646544,-87.74120390402543,41.74906505646544;-87.74120390402543
571,"2400-2410 N Oakley Ave, Chicago, IL","2400-2410 N OAKLEY AVE, CHICAGO, IL", -transid is calculated using low address only,41.9249674407565,-87.68535772351584,41.9249674407565;-87.68535772351584
572,"2147-2157 S St Louis Ave, Chicago, IL","2147-2157 S ST LOUIS AVE, CHICAGO, IL", -transid is calculated using low address only,41.85210870651992,-87.71220325164997,41.85210870651992;-87.71220325164997
573,"3316-3318 S Morgan St, Chicago, IL","3316-3318 S MORGAN ST, CHICAGO, IL", -transid is calculated using low address only,41.83378663794612,-87.65118564380968,41.83378663794612;-87.65118564380968
574,"4038 W Potomac Ave, Chicago, IL","4038 W POTOMAC AVE, CHICAGO, IL",nan,41.904559594922276,-87.72792939735554,41.904559594922276;-87.72792939735554
575,"6700 block of W 65th St, Chicago, IL",nan,BADSTREET,,,---
576,"7901-8071 S Cicero Ave, Chicago, IL","7901-8071 S CICERO AVE, CHICAGO, IL", -transid is calculated using low address only,41.74906505646544,-87.74120390402543,41.74906505646544;-87.74120390402543
577,"4427-4459 N Clark St, Chicago, IL","4427-4459 N CLARK ST, CHICAGO, IL", -transid is calculated using low address only,41.96247512477546,-87.66598739564294,41.96247512477546;-87.66598739564294
578,"1828 S Racine Ave, Chicago, IL","1828 S RACINE AVE, CHICAGO, IL",nan,41.85710446405963,-87.6565506231808,41.85710446405963;-87.6565506231808
579,"441 N Kilbourn Ave, Chicago, IL","441 N KILBOURN AVE, CHICAGO, IL",nan,41.8889923059348,-87.73806290380844,41.8889923059348;-87.73806290380844
580,"1030-1050 W North Ave, Chicago, IL","1030-1050 W NORTH AVE, CHICAGO, IL", -transid is calculated using low address only,41.91093166110219,-87.65423264872608,41.91093166110219;-87.65423264872608
581,"1218 W Adams St, Chicago, IL","1218 W ADAMS ST, CHICAGO, IL",nan,41.8791570003975,-87.65783865556715,41.8791570003975;-87.65783865556715
582,"1434-1446 W Fillmore Ave, Chicago, IL","1434-1446 W FILLMORE ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.86863443299172,-87.6630274872515,41.86863443299172;-87.6630274872515
583,"138 S Paulina St, Chicago, IL","138 S PAULINA ST, CHICAGO, IL",nan,41.87891757064288,-87.6693764400077,41.87891757064288;-87.6693764400077
584,"812 N Western Ave, Chicago, IL","812 N WESTERN AVE, CHICAGO, IL",nan,41.89619790230896,-87.68700130736089,41.89619790230896;-87.68700130736089
585,"2120 W Webster Ave, Chicago, IL","2120 W WEBSTER AVE, CHICAGO, IL",nan,41.921447085307456,-87.68112090817324,41.921447085307456;-87.68112090817324
586,"601-611 S California Ave, Chicago, IL","601-611 S CALIFORNIA AVE, CHICAGO, IL", -transid is calculated using low address only,41.8737512766647,-87.6959523824903,41.8737512766647;-87.6959523824903
587,"6536 S Dorchester Ave, Chicago, IL","6536 S DORCHESTER AVE, CHICAGO, IL",nan,41.77582832489401,-87.59209659347945,41.77582832489401;-87.59209659347945
588,"3513-3527 W Grenshaw St, Chicago, IL","3513-3527 W GRENSHAW ST, CHICAGO, IL", -transid is calculated using low address only,41.867158784271,-87.7135834749951,41.867158784271;-87.7135834749951
589,"3512-3526 W Roosevelt Rd, Chicago, IL","3512-3526 W ROOSEVELT RD, CHICAGO, IL", -transid is calculated using low address only,41.866422443984455,-87.71356046464625,41.866422443984455;-87.71356046464625
590,"345 W Armitage Ave, Chicago, IL","345 W ARMITAGE AVE, CHICAGO, IL",nan,41.918220945312974,-87.63825244587586,41.918220945312974;-87.63825244587586
591,"2250-2256 W Irving Park Rd, Chicago, IL","2250-2256 W IRVING PARK RD, CHICAGO, IL", -transid is calculated using low address only,41.95416435035004,-87.68564802829324,41.95416435035004;-87.68564802829324
592,"6714 S Stony Island Ave, Chicago, IL","6714 S STONY ISLAND AVE, CHICAGO, IL",nan,41.77285156070486,-87.58644191633562,41.77285156070486;-87.58644191633562
593,"11032 S Vincennes Ave, Chicago, IL","11032 S VINCENNES AVE, CHICAGO, IL",nan,41.693027804196305,-87.66286122244186,41.693027804196305;-87.66286122244186
594,"2149-2159 S Paulina St, Chicago, IL","2149-2159 S PAULINA ST, CHICAGO, IL", -transid is calculated using low address only,41.85264822089938,-87.66836035076363,41.85264822089938;-87.66836035076363
595,"30 N LaSalle St, Chicago, IL","30 N LA SALLE ST, CHICAGO, IL",ALIAS,41.88269466861121,-87.63253142666058,41.88269466861121;-87.63253142666058
596,"2015-2025 S Leavitt St, Chicago, IL","2015-2025 S LEAVITT ST, CHICAGO, IL", -transid is calculated using low address only,41.85429723645491,-87.68066076957122,41.85429723645491;-87.68066076957122
597,"400 N Elizabeth Ave, Chicago, IL","400 N ELIZABETH ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.888947802366346,-87.6590848353183,41.888947802366346;-87.6590848353183
598,"5023-5035 N Lincoln Ave, Chicago, IL","5023-5035 N LINCOLN AVE, CHICAGO, IL", -transid is calculated using low address only,41.97251045831834,-87.6909061719539,41.97251045831834;-87.6909061719539
599,"801-809 S Western Ave, Chicago, IL","801-809 S WESTERN AVE, CHICAGO, IL", -transid is calculated using low address only,41.87132246879171,-87.68602235773064,41.87132246879171;-87.68602235773064
600,"3955 N Kilpatrick Ave, Chicago, IL","3955 N KILPATRICK AVE, CHICAGO, IL",nan,41.95325687723085,-87.74446121917255,41.95325687723085;-87.74446121917255
601,"1700-1706 W Foster Ave, Chicago, IL","1700-1706 W FOSTER AVE, CHICAGO, IL", -transid is calculated using low address only,41.976245518020505,-87.67219289977236,41.976245518020505;-87.67219289977236
602,"1352 W Diversey Pkwy, Chicago, IL","1352 W DIVERSEY PKWY, CHICAGO, IL",nan,41.93259497038526,-87.663275247274,41.93259497038526;-87.663275247274
603,"455 N Carpenter St, Chicago, IL","455 N CARPENTER ST, CHICAGO, IL",nan,41.89054317801508,-87.65329940258331,41.89054317801508;-87.65329940258331
604,"1606 W Balmoral Ave, Chicago, IL","1606 W BALMORAL AVE, CHICAGO, IL",nan,41.97992750382081,-87.6700689940463,41.97992750382081;-87.6700689940463
605,"5353 S Archer Ave, Chicago, IL","5353 S ARCHER AVE, CHICAGO, IL",nan,41.798667492525105,-87.74217626210414,41.798667492525105;-87.74217626210414
606,"3033 W Logan Blvd, Chicago, IL","3033 W LOGAN BLVD, CHICAGO, IL",nan,41.92830171886901,-87.70378779098188,41.92830171886901;-87.70378779098188
607,"1055 W Diversey Pkwy, Chicago, IL","1047 W DIVERSEY PKWY, CHICAGO, IL",nan,41.932495493342245,-87.65581056023315,41.932495493342245;-87.65581056023315
608,"1528 N LaSalle Dr, Chicago, IL","1528 N LA SALLE DR, CHICAGO, IL",ALIAS,41.91002503326107,-87.63325801771049,41.91002503326107;-87.63325801771049
609,"433 W Diversey Pkwy, Chicago, IL","433 W DIVERSEY PKWY, CHICAGO, IL",nan,41.93277423124578,-87.64068504180638,41.93277423124578;-87.64068504180638
610,"8332-8358 S Dr Martin Luther King Jr Dr, Chicago, IL","8332-8358 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL", -transid is calculated using low address only,41.74281129372385,-87.61484504607222,41.74281129372385;-87.61484504607222
611,"1150 W Diversey Pkwy, Chicago, IL","1150 W DIVERSEY PKWY, CHICAGO, IL",nan,41.932680833910034,-87.65786481686084,41.932680833910034;-87.65786481686084
612,"2838-2840 W Shakespeare Ave, Chicago, IL","2838-2840 W SHAKESPEARE AVE, CHICAGO, IL", -transid is calculated using low address only,41.92073904495795,-87.6988400949557,41.92073904495795;-87.6988400949557
613,"5824 N Lincoln Ave, Chicago, IL","5824 N LINCOLN AVE, CHICAGO, IL",nan,41.98722893991484,-87.7023050940284,41.98722893991484;-87.7023050940284
614,"3801-3805 W Grand Ave, Chicago, IL","3801-3805 W GRAND AVE, CHICAGO, IL", -transid is calculated using low address only,41.904135144528645,-87.72161033392166,41.904135144528645;-87.72161033392166
615,"4709-4713 N Lincoln Ave, Chicago, IL","4709-4713 N LINCOLN AVE, CHICAGO, IL", -transid is calculated using low address only,41.96685268567701,-87.68730910211042,41.96685268567701;-87.68730910211042
616,"8080 S DuSable Lake Shore Drive, Chicago, IL",nan,BADSTREET,,,---
617,"1220 W Jackson Blvd, Chicago, IL","1220 W JACKSON BLVD, CHICAGO, IL",nan,41.877886334877225,-87.65789958341115,41.877886334877225;-87.65789958341115
618,"2443-2511 N Kedzie Blvd, Chicago, IL","2443-2511 N KEDZIE BLVD, CHICAGO, IL", -transid is calculated using low address only,41.926287702299,-87.70711609273656,41.926287702299;-87.70711609273656
619,"2537 W Division St, Chicago, IL","2537 W DIVISION ST, CHICAGO, IL",nan,41.90286856914211,-87.6910188112859,41.90286856914211;-87.6910188112859
620,"1465-1483 N Kingsbury St, Chicago, IL","1465-1483 N KINGSBURY ST, CHICAGO, IL", -transid is calculated using low address only,41.90775274980195,-87.65133310181892,41.90775274980195;-87.65133310181892
621,"3149-3159 N Long Ave, Chicago, IL","3149-3159 N LONG AVE, CHICAGO, IL", -transid is calculated using low address only,41.938303892760175,-87.76143584403201,41.938303892760175;-87.76143584403201
622,"7225 N Greenview Ave, Chicago, IL","7225 N GREENVIEW AVE, CHICAGO, IL",nan,42.01357099583103,-87.66790764163926,42.01357099583103;-87.66790764163926
623,"8028 S Lafayette Ave, Chicago, IL","8028 S LAFAYETTE AVE, CHICAGO, IL",nan,41.74821964618762,-87.62589334805237,41.74821964618762;-87.62589334805237
624,"5260 W Congress Pkwy, Chicago, IL","5260 W CONGRESS PKWY, CHICAGO, IL",nan,41.87402393698858,-87.75724608622947,41.87402393698858;-87.75724608622947
625,"1923-1925 W Cortland Ave, Chicago, IL","1923-1925 W CORTLAND ST, CHICAGO, IL",STREET_TYPE CORRECTION -transid is calculated using low address only,41.91585650591231,-87.67613324549554,41.91585650591231;-87.67613324549554
626,"7026 W Diversey Ave, Chicago, IL","7026 W DIVERSEY AVE, CHICAGO, IL",nan,41.930916481277904,-87.80210232595678,41.930916481277904;-87.80210232595678
627,"822 N California Ave, Chicago, IL","822 N CALIFORNIA AVE, CHICAGO, IL",nan,41.89631855251194,-87.69686682524834,41.89631855251194;-87.69686682524834
628,"3614 W Flourney Ave, Chicago, IL","3614 W FLOURNOY ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.87275203208226,-87.71627699564083,41.87275203208226;-87.71627699564083
629,"3606 W Flourney Ave, Chicago, IL","3606 W FLOURNOY ST, CHICAGO, IL",STREET_TYPE CORRECTION,41.872756511222505,-87.71597439141547,41.872756511222505;-87.71597439141547
630,"3127-3139 N Halsted St, Chicago, IL","3127-3139 N HALSTED ST, CHICAGO, IL", -transid is calculated using low address only,41.93868643915509,-87.64908332949608,41.93868643915509;-87.64908332949608
631,"3010-3030 S Kedzie Ave, Chicago, IL","3010-3030 S KEDZIE AVE, CHICAGO, IL", -transid is calculated using low address only,41.838680447200204,-87.70501062490153,41.838680447200204;-87.70501062490153
632,"345 W Armitage Ave, Chicago, IL","345 W ARMITAGE AVE, CHICAGO, IL",nan,41.918220945312974,-87.63825244587586,41.918220945312974;-87.63825244587586
633,"2753-2759 N Oak Park Ave, Chicago, IL","2753-2759 N OAK PARK AVE, CHICAGO, IL", -transid is calculated using low address only,41.93062716445084,-87.79530754927659,41.93062716445084;-87.79530754927659
634,"2743 N Greenview Ave, Chicago, IL","2743 N GREENVIEW AVE, CHICAGO, IL",nan,41.93177982835154,-87.66581549050859,41.93177982835154;-87.66581549050859
635,"7600 S Jeffrey Blvd, Chicago, IL","7600 S JEFFERY BLVD, CHICAGO, IL",STREET NAME CORRECTION,41.75696689989578,-87.57624762419269,41.75696689989578;-87.57624762419269
636,"11317 S Morgan St, Chicago, IL","11317 S MORGAN ST, CHICAGO, IL",nan,41.687927880367376,-87.64696250379619,41.687927880367376;-87.64696250379619
637,"4936 N Lincoln Ave, Chicago, IL","4936 N LINCOLN AVE, CHICAGO, IL",nan,41.97173332038217,-87.69072296115327,41.97173332038217;-87.69072296115327
638,"4325 S Dr Martin Luther King Jr Dr, Chicago, IL","4325 S DR MARTIN LUTHER KING JR DR, CHICAGO, IL",nan,41.81587124436217,-87.61662544066432,41.81587124436217;-87.61662544066432
639,"4401-4411 N Hamilton Ave, Chicago, IL","4401-4411 N HAMILTON AVE, CHICAGO, IL", -transid is calculated using low address only,41.96146061394583,-87.68206608157381,41.96146061394583;-87.68206608157381
640,"2505 N Lincoln Ave, Chicago, IL","2505 N LINCOLN AVE, CHICAGO, IL",nan,41.9274444113584,-87.65134312984253,41.9274444113584;-87.65134312984253
641,"554-628 W Diversey Pkwy, Chicago, IL","554-628 W DIVERSEY PKWY, CHICAGO, IL", -transid is calculated using low address only,41.932938364443004,-87.6434930255823,41.932938364443004;-87.6434930255823
642,"2409-2411 W Congress Pkwy, Chicago, IL","2409-2411 W CONGRESS PKWY, CHICAGO, IL", -transid is calculated using low address only,41.874889409734195,-87.68664612943233,41.874889409734195;-87.68664612943233
643,"2401-2407 W Congress Pkwy, Chicago, IL","2401-2407 W CONGRESS PKWY, CHICAGO, IL", -transid is calculated using low address only,41.874885709418386,-87.68631141746397,41.874885709418386;-87.68631141746397
644,"1300-1422 and 1301-1511 W Cortland St, Chicago, IL",nan,BADSTREET,,,---
