alderman,n_permits,mean_resid,alderman_fe_raw,alderman_se,shrinkage_B,uncertainty_index
Deborah Graham,394,-0.06260690589357286,-0.08101294295457231,0.07000713233304814,0.7728012785398926,-0.6163481594663383
Debra Silverstein,786,0.14093324201045113,0.16021285230713084,0.04775465006135528,0.8796625238297339,1.2497657045924433
Derrick Curtis,318,0.16698742079342918,0.2057336312976221,0.06219364365979667,0.8116680765327028,1.4886378128435758
Dick Mell,988,-0.08842329688247848,-0.10113712039158074,0.048958488349134514,0.8742912250232444,-0.8530401617099238
Dorothy Tillman,300,0.36845223506808517,0.5161660017100685,0.0817510145900566,0.713825075358306,3.335724428970233
Ed Burke,1151,0.12056896625197493,0.1325442859546321,0.04069106458027967,0.90965042652418715,1.0630602427180231
Ed Smith,906,-0.04423152257727973,-0.052415183296323296,0.05553683499254713,0.843868509000948,-0.44787742817799225
Emma Mitts,1663,-0.014944973095681411,-0.016146591239992,0.03661077586183715,0.9255806921442086,-0.1793700276438017
Eugene Schulter,1629,-0.0725797261423947,-0.07807338069739325,0.03552190705974621,0.9296347294567459,-0.7077818069395043
Felix Cardona Jr.,224,-0.010806373007054112,-0.01678837179302467,0.09606306647517392,0.643682016355154,-0.1414261670211593
Frank Olivo,384,-0.24360116756701095,-0.30933237623648085,0.067068622866475,0.7875062110562291,-2.2757549374507438
Fredrenna Lyle,769,-0.0037967427212842212,-0.004446707322191583,0.05342106357374044,0.853832385670253,-0.07715988642294763
George Cardenas,1356,6.09367930082743e-4,7.152799713958874e-4,0.053827738603987256,0.8519292507149973,-0.036763413010881256
Gilbert Villegas,476,0.058112680179317276,0.07492569166956105,0.069448131358352,0.7756041870872158,0.4904432797355391
Gregory Mitchell,617,0.024148224630938683,0.030308212434162787,0.06521095872828588,0.7967551594603219,0.17904750825401286
Harry Osterman,900,-0.014088637009521485,-0.01623810110060001,0.0504317304046182,0.8676283588972666,-0.17151889527933867
Helen Shiller,641,0.0195318726754282,0.022945035025904018,0.05397340207682406,0.8512461477342487,0.13672348287492614
Howard Brookins,1605,0.08431505718285001,0.09561089751154335,0.04725850356245219,0.881856141687933,0.7306741113483953
Isaac Carothers,363,-0.08633620220887576,-0.11149888021373357,0.06970360216995625,0.7743234913514543,-0.8339050851851206
James Balcer,1797,0.06909302286011576,0.08576215117940679,0.06341801007898536,0.8056353753951356,0.5911141789156675
James Cappleman,740,-0.17058738456819886,-0.2025863889370447,0.05592011297608661,0.8420476097296459,-1.6063438452189056
Jason Ervin,2000,0.01651994404004633,0.018201317024365216,0.04119087420873461,0.9076235537204195,0.10910926601441731
Jeanette Taylor,556,0.03612603480672319,0.05058989951281725,0.08169684592514764,0.7140958008341259,0.28886347262402756
Jim Gardiner,424,0.034176257570999,0.046191911826934655,0.07655696749140915,0.7398753638742164,0.2709873613561572
JoAnn Thompson,918,-0.37119550978448074,-0.45148979022935976,0.06005016580439541,0.8221570405742974,-3.445576092831627
Joe Moore,1012,0.0638851174155448,0.07454101194645592,0.052731286933721984,0.8570465539350951,0.5433666231980422
John Arena,897,-0.026744526809787176,-0.029362136459160162,0.040393198610260965,0.9108508451687831,-0.28755168616348553
John Pope,742,-0.048035810744233104,-0.05748345964319005,0.05726016204781917,0.835645784759648,-0.4827562221866022
John Rice,127,-0.04185798976707353,-0.06893276152334607,0.10384043074555031,0.6072292599636693,-0.42611620549276186
Latasha Thomas,1050,-0.2643697634852651,-0.32480891748452523,0.0617343044966394,0.8139239696147209,-2.466167321342514
Leslie Hairston,2282,-0.1163242076033069,-0.12622274035937714,0.0376637556421526,0.92157884761583,-1.1088436326819269
Lona Lane,448,-0.06499977612661607,-0.0836438109272092,0.06914921984431113,0.7771020402595232,-0.6382866731343203
Madeline Haithcock,727,0.010078711140283641,0.011221575897473402,0.04347786239673531,0.8981547005846938,0.05005421402758977
Manuel Flores,1400,0.11092633991931751,0.12487331023042107,0.04578211575926746,0.8883110387210199,0.9746539068152156
Margaret Laurino,1541,-0.020624055070640968,-0.02205933350673325,0.03406075832293365,0.9349355484537106,-0.23143746356605316
Maria Hadden,186,-0.12360759662351771,-0.3244871849333564,0.16459573831156582,0.3809321364999496,-1.1756198110816687
Marty Quinn,567,0.1323069362565393,0.1532144250110522,0.051325464933074785,0.8635409900014002,1.1706772843041007
Mary Ann Smith,628,0.1155219760217896,0.1380017234219106,0.05695563151167222,0.8371053140300718,1.0167880033721075
Mary O'Connor,457,0.09139502563593492,0.11395857334208599,0.06415280881427049,0.8020021921613673,0.7955852722346027
Matt Martin,745,-0.008960032724868313,-0.010712491797804428,0.05710082812783842,0.8364097629185313,-0.12449839511061819
Matthew O'Shea,1243,0.0824799172447311,0.08867588406276032,0.035387810746733486,0.9301279385763549,0.7138490273722036
Michael Chandler,860,-0.0031772087576501756,-0.00403595935514377,0.06712494042721599,0.7872251621168758,-0.07147982314944577
Michael Rodriguez,181,-0.036776637780929454,-0.06787640016739692,0.11873145417572552,0.5418177406319551,-0.37952892781240294
Michael Scott Jr.,940,0.06736999627433388,0.07965732377854305,0.05514024837116838,0.8457476736430486,0.5753169819843496
Michael Zalewski,1128,-0.0368856324641465,-0.04523522035763743,0.061429526211902535,0.8154184321977951,-0.3805282220133482
Michele Smith,2517,0.03423324859549654,0.036279726076005055,0.031568408713420225,0.9435917052895825,0.27150987124935
Michelle A. Harris,1586,0.05434138048267154,0.058933757973901345,0.037534161555937265,0.9220756040491509,0.4558669333886268
Milagros Santiago,269,-0.05277694763379531,-0.06912038323912442,0.0718493438200615,0.7635511431007491,-0.5262243112693735
Monique Scott,62,-0.04039250810298016,-0.14053070449360694,0.20329314507814222,0.2874283470543457,-0.41268025352431725
Natashia Holmes,132,-0.049014119316754666,-0.07821294392369388,0.09965413997368214,0.6266752900207135,-0.4917256329358313
Nicholas Sposato,859,0.016311240993241927,0.018646398290306197,0.04885261666415278,0.8747663081787618,0.1071958172274161
Nicole Lee,107,0.02380340789914882,0.05489240405304727,0.1475560574533441,0.433637555319048,0.17588613055836572
Pat Dowell,2422,0.09250528138370313,0.10161468329943009,0.04051678066305093,0.9103534880989188,0.8057644121482583
Patrick Daley Thompson,1081,0.10638837142378078,0.11642380318042013,0.039654658414347635,0.9138025774584292,0.9330485232513981
Patrick Levar,803,-0.07474688678712477,-0.08591639136292126,0.04991070027930269,0.8699956504386323,-0.7276509510195228
Patrick O'Connor,1673,-0.051126673547970604,-0.054627150728486985,0.03378415955371095,0.9359205608596578,-0.5110941299131796
Proco Joe Moreno,2706,0.1302843014989694,0.13608936108136865,0.027254019292407373,0.957343766358574,1.152133194590615
Ray Suarez,837,-0.02565155464973044,-0.02890472236234014,0.045980071646207425,0.8874520338985078,-0.2775310070890363
Raymond Lopez,615,-0.059926031625592756,-0.07854839067848494,0.07197519514159913,0.7629186429914597,-0.5917691430374267
Rey Colon,1534,0.04465962880256941,0.04784231915037381,0.034467747410245386,0.9334754166535938,0.36710188519217807
Ricardo Munoz,739,0.0317008824621092,0.0374306693695391,0.054891717811995595,0.846922670528228,0.24829241956205259
Robert Fioretti,3314,0.082606774135899,0.09020588304695883,0.03916036811715428,0.9157581672682708,0.7150120873669886
Roberto Maldonado,2042,-0.032907380671528375,-0.03543983229242936,0.03581765787471533,0.9285422233377224,-0.34405448009378353
Roderick Sawyer,1418,-0.030228780179097713,-0.03420934495190772,0.0468527729101989,0.8836410115889101,-0.3194963102846679
Rossana Rodriguez-Sanchez,411,-0.11718756595554063,-0.1665212642288057,0.08377305094691322,0.7037393482343556,-1.1167591471754803
Samantha Nugent,347,-0.009871698374159138,-0.01434029875080826,0.08686865212301598,0.6883886134940348,-0.13285680461875105
Sandi Jackson,490,-0.1619535371956294,-0.20280231146656297,0.06484366574813878,0.7985783595091395,-1.527186281229532
Scott Waguespack,5144,0.1203415104940045,0.12441556792698637,0.023756316738132083,0.9672544400924751,1.0609748637508782
Sharon Denise Dixon,818,0.026477178229040204,0.03023446339945707,0.048637863817973304,0.8757283990532361,0.2004000160659663
Shirley Coleman,213,-0.10568355230278915,-0.16991430999312113,0.10065632819831767,0.62198146999548,-1.011287083846511
Shirley Newsome,18,0.024947984582760735,0.162182692770699,0.30282206086516533,0.15382642966739546,0.18637993455606042
Silvana Tabares,237,0.07798195895259588,0.11503133126478753,0.08899520741519934,0.6779192946406167,0.6726104687126628
Sophia King,905,-0.05494961294551269,-0.06888478544515782,0.06502002293400932,0.7977031878724581,-0.5461439236991886
Stephanie Coleman,418,0.003684956452283877,0.0055902874417862085,0.09284153201022895,0.6591711948011139,-0.008565544234024934
Susan Sadlowski Garza,433,0.09719945830292327,0.12481209099359535,0.06881692269807446,0.778766364133031,0.8488019588902996
Ted Thomas,86,-0.17285658690556668,-0.3863907425424087,0.14350398851491236,0.4473621333890903,-1.627148536508181
Theodore Matlak,774,0.09209706771299901,0.1066007812197835,0.051237740221072824,0.863943647121295,0.8020217933173115
Thomas Allen,711,-0.09338802762988486,-0.11323760435908549,0.05952553209751623,0.8247086129952376,-0.8985582227630318
Thomas Murphy,73,0.22119076472241428,0.3051151436066247,0.07953052245865233,0.7249419419430343,1.9855894591198715
Timmy Knudsen,36,-0.1581417785668379,-0.40443344781238233,0.16112940905193515,0.39102052370356927,-1.4922389959058147
Timothy Cullerton,413,-0.055783122114452716,-0.06777389028496328,0.059861191516174195,0.8230768793101005,-0.5537857724056783
Todd Stroger,101,0.032745123820143135,0.061632828319850806,0.12127086089489895,0.5312935445734936,0.2578663208081574
Tom Tunney,3591,-0.015315222584929422,-0.01594186715953041,0.026116937400653444,0.9606918958532178,-0.1827645800805632
Toni Foulkes,1297,-0.17811204605535197,-0.21228051540173354,0.05655088141786048,0.8390409535151216,-1.6753320780964154
Toni Preckwinkle,727,0.13272900023148407,0.16419800128248307,0.06286831630585082,0.8083472344047578,1.1745468866566329
Vi Daley,1714,0.04724757889156741,0.05095995646362143,0.03619174750351484,0.9271510843086344,0.39082894636562554
Virginia Rugai,779,-0.05122626695554323,-0.05604722770687857,0.03960898434324092,0.9139839569487989,-0.5120072305498548
"Walter Burnett, Jr.",4716,0.058407364547520234,0.060915873995408064,0.026757610520903,0.958820102489592,0.493145029688498
William Banks,517,-0.13562454308226174,-0.16730469065149134,0.06240188611603079,0.8106439966156012,-1.2857945880052288
William Beavers,90,0.08007907101299978,0.2213072547534948,0.17146458649016744,0.36184566611788943,0.6918373874837445
William D. Burns,490,0.11992948205770541,0.15951002074841336,0.07417390332712248,0.7518617419457538,1.0571972700658883
Willie Cochran,1859,0.044414836432190206,0.047935304984475825,0.0363504225578874,0.9265579189821418,0.36485755924034746
