alderman,n_permits,mean_resid,alderman_fe_raw,alderman_se,shrinkage_B,uncertainty_index
John Pope,724,0.06492305826468815,0.07550770367354283,0.0562576491257878,0.8598203243656126,0.5427554946029217
John Rice,127,0.042912555160678295,0.06794580072218696,0.10641658073074677,0.6315703796933203,0.36254851512320624
Latasha Thomas,1027,-0.18830689475348666,-0.2236433839187366,0.06035614543032032,0.84199626858584,-1.5305185569512207
Leslie Hairston,1395,-0.08355165260353829,-0.09180528431650932,0.04379130917725676,0.9100963329679839,-0.6728541190552392
Lona Lane,433,0.014804037571889618,0.018554218422941464,0.0701259769643531,0.7978798801670398,0.13241515431850653
Madeline Haithcock,727,-0.18905425216570126,-0.21050991282320972,0.04693757291684831,0.8980776706913212,-1.536637409446802
Manuel Flores,1400,0.040282308757509565,0.04462499719620484,0.04574725788657816,0.9026848468000666,0.3410138524504538
Margaret Laurino,1043,-0.04972519607617185,-0.05355937584218435,0.038689301713612935,0.9284125383142978,-0.395906176134839
Marty Quinn,226,0.18901396842996845,0.2517726000425497,0.08028468185020682,0.7507328771996039,1.5587271875761726
Mary Ann Smith,628,0.09937933223046541,0.11561839786345232,0.0563216526045424,0.8595460070968499,0.8248599529225082
Mary O'Connor,412,0.18371910035313982,0.22745959456162626,0.06798413808650762,0.8076999376843798,1.5153764209735214
Matthew O'Shea,346,0.11192623596049395,0.13222488891485273,0.059334948247243585,0.8464838721291703,0.9275854386747763
Michael Chandler,819,0.02438113941671649,0.029575047670852145,0.06430771021925069,0.8243820834393941,0.21082592882331308
Michael Zalewski,896,0.04201991937264906,0.05839937318297357,0.08698913423629356,0.7195268901430613,0.35524022242421116
Michele Smith,926,-0.06178872635672863,-0.06879285551021073,0.046909992044872555,0.8981852243007633,-0.4946741299361847
Michelle A. Harris,755,-0.02898129513083012,-0.03329810247674118,0.0537731337639732,0.8703587584629977,-0.22606927080279204
Natashia Holmes,106,-0.016520743064325494,-0.027854830353164488,0.11540414189705898,0.5931015502468724,-0.12405077354520566
Nicholas Sposato,241,0.18889680700398734,0.2670229775098022,0.08960430345275722,0.7074177988935544,1.557767949771029
Pat Dowell,1239,0.06196900805977995,0.07283960708608105,0.05835557788508854,0.8507597794500135,0.5185697473647788
Patrick Levar,803,-0.024276149301747874,-0.027393297378639277,0.049926569338467064,0.8862076356195772,-0.18754674753906783
Patrick O'Connor,1159,-0.11471827892421374,-0.12405783795764812,0.03975481917682266,0.9247160905978162,-0.9280251873075919
Proco Joe Moreno,1343,0.038092741101366755,0.04079249939512052,0.037092340474593574,0.9338172866633245,0.3230871666398013
Ray Suarez,814,-0.03403769014924538,-0.0377205187174209,0.04583039702271788,0.9023653784889593,-0.26746758273682925
Rey Colon,1471,-0.021635024534652474,-0.022946965479788285,0.03431005034050031,0.9428272576480158,-0.16592302024586386
Ricardo Munoz,490,-0.004482816351778563,-0.005548706331501894,0.06793969988555708,0.807902974848045,-0.02549244428688631
Robert Fioretti,3155,-0.018966626817455753,-0.020308346143624388,0.03705772005182214,0.933932614862887,-0.1440760006482525
Roberto Maldonado,940,-0.06425867512656216,-0.07282362211896017,0.050867379419377676,0.8823877919941028,-0.5148963849740649
Roderick Sawyer,338,-0.02748714888215486,-0.040208050281963885,0.094784430250002355,0.6836230229866371,-0.2138362209219075
Sandi Jackson,490,-0.13779932851357796,-0.16571121239168995,0.06270669798310333,0.8315630941608408,-1.1169970708699943
Scott Waguespack,3053,0.0352509741366698,0.036911532854963215,0.03024018649298692,0.955012469278416,0.2998207179505852
Sharon Denise Dixon,818,0.047447384827166095,0.052664054523866466,0.046199091750184954,0.9009443966313634,0.3996766058711135
Shirley Coleman,213,-0.11104963093956619,-0.16880720912225652,0.10048213070322598,0.6578488650869162,-0.8979888010894487
Shirley Newsome,18,0.015513252834141426,0.0958378028911731,0.31704114186012455,0.16186987145101003,0.13822172491834117
Ted Thomas,86,-0.16518675262756294,-0.3384701135943415,0.1427032065054699,0.48803940434617005,-1.3412266103761599
Theodore Matlak,774,-0.019407903923284335,-0.022659706177722547,0.05703161305992023,0.8564940679753756,-0.14768887646390944
Thomas Allen,711,-0.03915596264477361,-0.04614940614651442,0.058882940629105644,0.848460812701725,-0.30937250522836535
Thomas Murphy,73,0.2977557929737796,0.4046664316700379,0.08348784676135133,0.7358055170154749,2.449031041674964
Timothy Cullerton,377,-0.039383652776058355,-0.04736862870722796,0.0627367066614215,0.8314290248822174,-0.3112366766479041
Todd Stroger,101,0.06994019169548749,0.12160444391945037,0.11974973826583916,0.5751450312277667,0.5838323594496111
Tom Tunney,2256,-0.05807980355800798,-0.06123749201710906,0.0324874017119639,0.9484353725946376,-0.4643080010238866
Toni Foulkes,775,-0.301257922900869,-0.359929400052174,0.06148754884660715,0.8369917068658459,-2.45528449780152
Toni Preckwinkle,727,0.09484793152170543,0.11508158290020015,0.06435260138584478,0.8241799350636188,0.7877599361405604
Vi Daley,1714,-0.06992062002649867,-0.07476431540550926,0.036671500787977755,0.9352138068443588,-0.5612525261116228
Virginia Rugai,779,0.009584335672679606,0.010393397735707499,0.04048114789918634,0.9221561530116101,0.08967979708490438
"Walter Burnett, Jr.",2336,0.018132967910990488,0.019183959244960358,0.033543473217476666,0.9452150976474802,0.15967016427775022
William Banks,517,-0.024841194199622545,-0.0301967831287003,0.06469344681683718,0.8226437264442392,-0.19217294957703346
William Beavers,90,0.09457074455935645,0.23607720037278085,0.17043258487208895,0.40059245200308735,0.7854905184448346
William D. Burns,369,0.12700994909974236,0.1681324251371888,0.0792800043272099,0.7554161488844745,1.0510805887546153
Willie Cochran,1239,0.0702954506438679,0.07794756411976773,0.045969523198266346,0.90182998580761,0.5867409772907504
