month,ward,alderman
Nov 2009,5,Leslie Hairston
Nov 2009,6,Fredrenna Lyle
Nov 2009,7,Sandi Jackson
Nov 2009,8,Michelle A. Harris
Nov 2009,9,Anthony Beale
Nov 2009,10,John Pope
Nov 2009,11,James Balcer
Nov 2009,12,George Cardenas
Nov 2009,13,Frank Olivo
Nov 2009,14,Ed Burke
Nov 2009,15,Toni Foulkes
Nov 2009,16,JoAnn Thompson
Nov 2009,17,Latasha Thomas
Nov 2009,18,Lona Lane
Nov 2009,19,Virginia Rugai
Nov 2009,20,Willie Cochran
Nov 2009,21,Howard Brookins
Nov 2009,22,Ricardo Munoz
Nov 2009,23,Michael Zalewski
Nov 2009,24,Sharon Denise Dixon
Nov 2009,25,Daniel Solis
Nov 2009,26,Roberto Maldonado
Nov 2009,27,"Walter Burnett, Jr."
Nov 2009,28,Ed Smith
Nov 2009,29,Isaac Carothers
Nov 2009,30,Ariel Reboyras
Nov 2009,31,Ray Suarez
Nov 2009,32,Scott Waguespack
Nov 2009,33,Dick Mell
Nov 2009,34,Carrie Austin
Nov 2009,35,Rey Colon
Nov 2009,36,William Banks
Nov 2009,37,Emma Mitts
Nov 2009,38,Thomas Allen
Nov 2009,39,Margaret Laurino
Nov 2009,40,Patrick O'Connor
Nov 2009,41,Brian Doherty
Nov 2009,42,Brendan Reilly
Nov 2009,43,Vi Daley
Nov 2009,44,Tom Tunney
Nov 2009,45,Patrick Levar
Nov 2009,46,Helen Shiller
Nov 2009,47,Eugene Schulter
Nov 2009,48,Mary Ann Smith
Nov 2009,49,Joe Moore
Nov 2009,50,Bernard Stone
Dec 2009,1,Manuel Flores
Dec 2009,2,Robert Fioretti
Dec 2009,3,Pat Dowell
Dec 2009,4,Toni Preckwinkle
Dec 2009,5,Leslie Hairston
Dec 2009,6,Fredrenna Lyle
Dec 2009,7,Sandi Jackson
Dec 2009,8,Michelle A. Harris
Dec 2009,9,Anthony Beale
Dec 2009,10,John Pope
Dec 2009,11,James Balcer
Dec 2009,12,George Cardenas
Dec 2009,13,Frank Olivo
Dec 2009,14,Ed Burke
Dec 2009,15,Toni Foulkes
Dec 2009,16,JoAnn Thompson
Dec 2009,17,Latasha Thomas
Dec 2009,18,Lona Lane
Dec 2009,19,Virginia Rugai
Dec 2009,20,Willie Cochran
Dec 2009,21,Howard Brookins
Dec 2009,22,Ricardo Munoz
Dec 2009,23,Michael Zalewski
Dec 2009,24,Sharon Denise Dixon
Dec 2009,25,Daniel Solis
Dec 2009,26,Roberto Maldonado
Dec 2009,27,"Walter Burnett, Jr."
Dec 2009,28,Ed Smith
Dec 2009,29,Isaac Carothers
Dec 2009,30,Ariel Reboyras
Dec 2009,31,Ray Suarez
Dec 2009,32,Scott Waguespack
Dec 2009,33,Dick Mell
Dec 2009,34,Carrie Austin
Dec 2009,35,Rey Colon
Dec 2009,36,John Rice
Dec 2009,37,Emma Mitts
Dec 2009,38,Thomas Allen
Dec 2009,39,Margaret Laurino
Dec 2009,40,Patrick O'Connor
Dec 2009,41,Brian Doherty
Dec 2009,42,Brendan Reilly
Dec 2009,43,Vi Daley
Dec 2009,44,Tom Tunney
Dec 2009,45,Patrick Levar
Dec 2009,46,Helen Shiller
Dec 2009,47,Eugene Schulter
Dec 2009,48,Mary Ann Smith
Dec 2009,49,Joe Moore
Dec 2009,50,Bernard Stone
Jan 2010,1,NA
Jan 2010,2,Robert Fioretti
Jan 2010,3,Pat Dowell
Jan 2010,4,Toni Preckwinkle
Jan 2010,5,Leslie Hairston
Jan 2010,6,Fredrenna Lyle
Jan 2010,7,Sandi Jackson
Jan 2010,8,Michelle A. Harris
Jan 2010,9,Anthony Beale
Jan 2010,10,John Pope
Jan 2010,11,James Balcer
Jan 2010,12,George Cardenas
Jan 2010,13,Frank Olivo
Jan 2010,14,Ed Burke
Jan 2010,15,Toni Foulkes
Jan 2010,16,JoAnn Thompson
Jan 2010,17,Latasha Thomas
Jan 2010,18,Lona Lane
Jan 2010,19,Virginia Rugai
Jan 2010,20,Willie Cochran
Jan 2010,21,Howard Brookins
Jan 2010,22,Ricardo Munoz
Jan 2010,23,Michael Zalewski
Jan 2010,24,Sharon Denise Dixon
Jan 2010,25,Daniel Solis
Jan 2010,26,Roberto Maldonado
Jan 2010,27,"Walter Burnett, Jr."
Jan 2010,28,Ed Smith
Jan 2010,29,Isaac Carothers
Jan 2010,30,Ariel Reboyras
Jan 2010,31,Ray Suarez
Jan 2010,32,Scott Waguespack
Jan 2010,33,Dick Mell
Jan 2010,34,Carrie Austin
Jan 2010,35,Rey Colon
Jan 2010,36,John Rice
Jan 2010,37,Emma Mitts
Jan 2010,38,Thomas Allen
Jan 2010,39,Margaret Laurino
Jan 2010,40,Patrick O'Connor
Jan 2010,41,Brian Doherty
Jan 2010,42,Brendan Reilly
Jan 2010,43,Vi Daley
Jan 2010,44,Tom Tunney
Jan 2010,45,Patrick Levar
Jan 2010,46,Helen Shiller
Jan 2010,47,Eugene Schulter
Jan 2010,48,Mary Ann Smith
Jan 2010,49,Joe Moore
Jan 2010,50,Bernard Stone
Feb 2010,1,NA
Feb 2010,2,Robert Fioretti
Feb 2010,3,Pat Dowell
Feb 2010,4,Toni Preckwinkle
Feb 2010,5,Leslie Hairston
Feb 2010,6,Fredrenna Lyle
Feb 2010,7,Sandi Jackson
Feb 2010,8,Michelle A. Harris
Feb 2010,9,Anthony Beale
Feb 2010,10,John Pope
Feb 2010,11,James Balcer
Feb 2010,12,George Cardenas
Feb 2010,13,Frank Olivo
Feb 2010,14,Ed Burke
Feb 2010,15,Toni Foulkes
Feb 2010,16,JoAnn Thompson
Feb 2010,17,Latasha Thomas
Feb 2010,18,Lona Lane
Feb 2010,19,Virginia Rugai
Feb 2010,20,Willie Cochran
Feb 2010,21,Howard Brookins
Feb 2010,22,Ricardo Munoz
Feb 2010,23,Michael Zalewski
Feb 2010,24,Sharon Denise Dixon
Feb 2010,25,Daniel Solis
Feb 2010,26,Roberto Maldonado
Feb 2010,27,"Walter Burnett, Jr."
Feb 2010,28,Ed Smith
Feb 2010,29,Isaac Carothers
Feb 2010,30,Ariel Reboyras
Feb 2010,31,Ray Suarez
Feb 2010,32,Scott Waguespack
Feb 2010,33,Dick Mell
Feb 2010,34,Carrie Austin
Feb 2010,35,Rey Colon
Feb 2010,36,John Rice
Feb 2010,37,Emma Mitts
Feb 2010,38,Thomas Allen
Feb 2010,39,Margaret Laurino
Feb 2010,40,Patrick O'Connor
Feb 2010,41,Brian Doherty
Feb 2010,42,Brendan Reilly
Feb 2010,43,Vi Daley
Feb 2010,44,Tom Tunney
Feb 2010,45,Patrick Levar
Feb 2010,46,Helen Shiller
Feb 2010,47,Eugene Schulter
Feb 2010,48,Mary Ann Smith
Feb 2010,49,Joe Moore
Feb 2010,50,Bernard Stone
Mar 2010,1,NA
Mar 2010,2,Robert Fioretti
Mar 2010,3,Pat Dowell
Mar 2010,4,Toni Preckwinkle
Mar 2010,5,Leslie Hairston
Mar 2010,6,Fredrenna Lyle
Mar 2010,7,Sandi Jackson
Mar 2010,8,Michelle A. Harris
Mar 2010,9,Anthony Beale
Mar 2010,10,John Pope
Mar 2010,11,James Balcer
Mar 2010,12,George Cardenas
Mar 2010,13,Frank Olivo
Mar 2010,14,Ed Burke
Mar 2010,15,Toni Foulkes
Mar 2010,16,JoAnn Thompson
Mar 2010,17,Latasha Thomas
Mar 2010,18,Lona Lane
Mar 2010,19,Virginia Rugai
Mar 2010,20,Willie Cochran
Mar 2010,21,Howard Brookins
Mar 2010,22,Ricardo Munoz
Mar 2010,23,Michael Zalewski
Mar 2010,24,Sharon Denise Dixon
Mar 2010,25,Daniel Solis
Mar 2010,26,Roberto Maldonado
Mar 2010,27,"Walter Burnett, Jr."
Mar 2010,28,Ed Smith
Mar 2010,29,Deborah Graham
Mar 2010,30,Ariel Reboyras
Mar 2010,31,Ray Suarez
Mar 2010,32,Scott Waguespack
Mar 2010,33,Dick Mell
Mar 2010,34,Carrie Austin
Mar 2010,35,Rey Colon
Mar 2010,36,John Rice
Mar 2010,37,Emma Mitts
Mar 2010,38,Thomas Allen
Mar 2010,39,Margaret Laurino
Mar 2010,40,Patrick O'Connor
Mar 2010,41,Brian Doherty
Mar 2010,42,Brendan Reilly
Mar 2010,43,Vi Daley
Mar 2010,44,Tom Tunney
Mar 2010,45,Patrick Levar
Mar 2010,46,Helen Shiller
Mar 2010,47,Eugene Schulter
Mar 2010,48,Mary Ann Smith
Mar 2010,49,Joe Moore
Mar 2010,50,Bernard Stone
Apr 2010,1,Proco Joe Moreno
Apr 2010,2,Robert Fioretti
Apr 2010,3,Pat Dowell
Apr 2010,4,Toni Preckwinkle
Apr 2010,5,Leslie Hairston
Apr 2010,6,Fredrenna Lyle
Apr 2010,7,Sandi Jackson
Apr 2010,8,Michelle A. Harris
Apr 2010,9,Anthony Beale
Apr 2010,10,John Pope
Apr 2010,11,James Balcer
Apr 2010,12,George Cardenas
Apr 2010,13,Frank Olivo
Apr 2010,14,Ed Burke
Apr 2010,15,Toni Foulkes
Apr 2010,16,JoAnn Thompson
Apr 2010,17,Latasha Thomas
Apr 2010,18,Lona Lane
Apr 2010,19,Virginia Rugai
Apr 2010,20,Willie Cochran
Apr 2010,21,Howard Brookins
Apr 2010,22,Ricardo Munoz
Apr 2010,23,Michael Zalewski
Apr 2010,24,Sharon Denise Dixon
Apr 2010,25,Daniel Solis
Apr 2010,26,Roberto Maldonado
Apr 2010,27,"Walter Burnett, Jr."
Apr 2010,28,Ed Smith
Apr 2010,29,Deborah Graham
Apr 2010,30,Ariel Reboyras
Apr 2010,31,Ray Suarez
Apr 2010,32,Scott Waguespack
Apr 2010,33,Dick Mell
Apr 2010,34,Carrie Austin
Apr 2010,35,Rey Colon
Apr 2010,36,John Rice
Apr 2010,37,Emma Mitts
Apr 2010,38,Thomas Allen
Apr 2010,39,Margaret Laurino
Apr 2010,40,Patrick O'Connor
Apr 2010,41,Brian Doherty
Apr 2010,42,Brendan Reilly
Apr 2010,43,Vi Daley
Apr 2010,44,Tom Tunney
Apr 2010,45,Patrick Levar
Apr 2010,46,Helen Shiller
Apr 2010,47,Eugene Schulter
Apr 2010,48,Mary Ann Smith
Apr 2010,49,Joe Moore
Apr 2010,50,Bernard Stone
May 2010,1,Proco Joe Moreno
May 2010,2,Robert Fioretti
May 2010,3,Pat Dowell
May 2010,4,Toni Preckwinkle
May 2010,5,Leslie Hairston
May 2010,6,Fredrenna Lyle
May 2010,7,Sandi Jackson
May 2010,8,Michelle A. Harris
May 2010,9,Anthony Beale
May 2010,10,John Pope
May 2010,11,James Balcer
May 2010,12,George Cardenas
May 2010,13,Frank Olivo
May 2010,14,Ed Burke
May 2010,15,Toni Foulkes
May 2010,16,JoAnn Thompson
May 2010,17,Latasha Thomas
May 2010,18,Lona Lane
May 2010,19,Virginia Rugai
May 2010,20,Willie Cochran
May 2010,21,Howard Brookins
May 2010,22,Ricardo Munoz
May 2010,23,Michael Zalewski
May 2010,24,Sharon Denise Dixon
May 2010,25,Daniel Solis
May 2010,26,Roberto Maldonado
May 2010,27,"Walter Burnett, Jr."
May 2010,28,Ed Smith
May 2010,29,Deborah Graham
May 2010,30,Ariel Reboyras
May 2010,31,Ray Suarez
May 2010,32,Scott Waguespack
May 2010,33,Dick Mell
May 2010,34,Carrie Austin
May 2010,35,Rey Colon
May 2010,36,John Rice
May 2010,37,Emma Mitts
May 2010,38,Thomas Allen
May 2010,39,Margaret Laurino
May 2010,40,Patrick O'Connor
May 2010,41,Brian Doherty
May 2010,42,Brendan Reilly
May 2010,43,Vi Daley
May 2010,44,Tom Tunney
May 2010,45,Patrick Levar
May 2010,46,Helen Shiller
May 2010,47,Eugene Schulter
May 2010,48,Mary Ann Smith
May 2010,49,Joe Moore
May 2010,50,Bernard Stone
Jun 2010,1,Proco Joe Moreno
Jun 2010,2,Robert Fioretti
Jun 2010,3,Pat Dowell
Jun 2010,4,Toni Preckwinkle
Jun 2010,5,Leslie Hairston
Jun 2010,6,Fredrenna Lyle
Jun 2010,7,Sandi Jackson
Jun 2010,8,Michelle A. Harris
Jun 2010,9,Anthony Beale
Jun 2010,10,John Pope
Jun 2010,11,James Balcer
Jun 2010,12,George Cardenas
Jun 2010,13,Frank Olivo
Jun 2010,14,Ed Burke
Jun 2010,15,Toni Foulkes
Jun 2010,16,JoAnn Thompson
Jun 2010,17,Latasha Thomas
Jun 2010,18,Lona Lane
Jun 2010,19,Virginia Rugai
Jun 2010,20,Willie Cochran
Jun 2010,21,Howard Brookins
Jun 2010,22,Ricardo Munoz
Jun 2010,23,Michael Zalewski
Jun 2010,24,Sharon Denise Dixon
Jun 2010,25,Daniel Solis
Jun 2010,26,Roberto Maldonado
Jun 2010,27,"Walter Burnett, Jr."
Jun 2010,28,Ed Smith
Jun 2010,29,Deborah Graham
Jun 2010,30,Ariel Reboyras
Jun 2010,31,Ray Suarez
Jun 2010,32,Scott Waguespack
Jun 2010,33,Dick Mell
Jun 2010,34,Carrie Austin
Jun 2010,35,Rey Colon
Jun 2010,36,John Rice
Jun 2010,37,Emma Mitts
Jun 2010,38,Thomas Allen
Jun 2010,39,Margaret Laurino
Jun 2010,40,Patrick O'Connor
Jun 2010,41,Brian Doherty
Jun 2010,42,Brendan Reilly
Jun 2010,43,Vi Daley
Jun 2010,44,Tom Tunney
Jun 2010,45,Patrick Levar
Jun 2010,46,Helen Shiller
Jun 2010,47,Eugene Schulter
Jun 2010,48,Mary Ann Smith
Jun 2010,49,Joe Moore
Jun 2010,50,Bernard Stone
Jul 2010,1,Proco Joe Moreno
Jul 2010,2,Robert Fioretti
Jul 2010,3,Pat Dowell
Jul 2010,4,Toni Preckwinkle
Jul 2010,5,Leslie Hairston
Jul 2010,6,Fredrenna Lyle
Jul 2010,7,Sandi Jackson
Jul 2010,8,Michelle A. Harris
Jul 2010,9,Anthony Beale
Jul 2010,10,John Pope
Jul 2010,11,James Balcer
Jul 2010,12,George Cardenas
Jul 2010,13,Frank Olivo
Jul 2010,14,Ed Burke
Jul 2010,15,Toni Foulkes
Jul 2010,16,JoAnn Thompson
Jul 2010,17,Latasha Thomas
Jul 2010,18,Lona Lane
Jul 2010,19,Virginia Rugai
Jul 2010,20,Willie Cochran
Jul 2010,21,Howard Brookins
Jul 2010,22,Ricardo Munoz
Jul 2010,23,Michael Zalewski
Jul 2010,24,Sharon Denise Dixon
Jul 2010,25,Daniel Solis
Jul 2010,26,Roberto Maldonado
Jul 2010,27,"Walter Burnett, Jr."
Jul 2010,28,Ed Smith
Jul 2010,29,Deborah Graham
Jul 2010,30,Ariel Reboyras
Jul 2010,31,Ray Suarez
Jul 2010,32,Scott Waguespack
Jul 2010,33,Dick Mell
Jul 2010,34,Carrie Austin
Jul 2010,35,Rey Colon
Jul 2010,36,John Rice
Jul 2010,37,Emma Mitts
Jul 2010,38,Thomas Allen
Jul 2010,39,Margaret Laurino
Jul 2010,40,Patrick O'Connor
Jul 2010,41,Brian Doherty
Jul 2010,42,Brendan Reilly
Jul 2010,43,Vi Daley
Jul 2010,44,Tom Tunney
Jul 2010,45,Patrick Levar
Jul 2010,46,Helen Shiller
Jul 2010,47,Eugene Schulter
Jul 2010,48,Mary Ann Smith
Jul 2010,49,Joe Moore
Jul 2010,50,Bernard Stone
Aug 2010,1,Proco Joe Moreno
Aug 2010,2,Robert Fioretti
Aug 2010,3,Pat Dowell
Aug 2010,4,Toni Preckwinkle
Aug 2010,5,Leslie Hairston
Aug 2010,6,Fredrenna Lyle
Aug 2010,7,Sandi Jackson
Aug 2010,8,Michelle A. Harris
Aug 2010,9,Anthony Beale
Aug 2010,10,John Pope
Aug 2010,11,James Balcer
Aug 2010,12,George Cardenas
Aug 2010,13,Frank Olivo
Aug 2010,14,Ed Burke
Aug 2010,15,Toni Foulkes
Aug 2010,16,JoAnn Thompson
Aug 2010,17,Latasha Thomas
Aug 2010,18,Lona Lane
Aug 2010,19,Virginia Rugai
Aug 2010,20,Willie Cochran
Aug 2010,21,Howard Brookins
Aug 2010,22,Ricardo Munoz
Aug 2010,23,Michael Zalewski
Aug 2010,24,Sharon Denise Dixon
Aug 2010,25,Daniel Solis
Aug 2010,26,Roberto Maldonado
Aug 2010,27,"Walter Burnett, Jr."
Aug 2010,28,Ed Smith
Aug 2010,29,Deborah Graham
Aug 2010,30,Ariel Reboyras
Aug 2010,31,Ray Suarez
Aug 2010,32,Scott Waguespack
Aug 2010,33,Dick Mell
Aug 2010,34,Carrie Austin
Aug 2010,35,Rey Colon
Aug 2010,36,John Rice
Aug 2010,37,Emma Mitts
Aug 2010,38,Thomas Allen
Aug 2010,39,Margaret Laurino
Aug 2010,40,Patrick O'Connor
Aug 2010,41,Brian Doherty
Aug 2010,42,Brendan Reilly
Aug 2010,43,Vi Daley
Aug 2010,44,Tom Tunney
Aug 2010,45,Patrick Levar
Aug 2010,46,Helen Shiller
Aug 2010,47,Eugene Schulter
Aug 2010,48,Mary Ann Smith
Aug 2010,49,Joe Moore
Aug 2010,50,Bernard Stone
Sep 2010,1,Proco Joe Moreno
Sep 2010,2,Robert Fioretti
Sep 2010,3,Pat Dowell
Sep 2010,4,Toni Preckwinkle
Sep 2010,5,Leslie Hairston
Sep 2010,6,Fredrenna Lyle
Sep 2010,7,Sandi Jackson
Sep 2010,8,Michelle A. Harris
Sep 2010,9,Anthony Beale
Sep 2010,10,John Pope
Sep 2010,11,James Balcer
Sep 2010,12,George Cardenas
Sep 2010,13,Frank Olivo
Sep 2010,14,Ed Burke
Sep 2010,15,Toni Foulkes
Sep 2010,16,JoAnn Thompson
Sep 2010,17,Latasha Thomas
Sep 2010,18,Lona Lane
Sep 2010,19,Virginia Rugai
Sep 2010,20,Willie Cochran
Sep 2010,21,Howard Brookins
Sep 2010,22,Ricardo Munoz
Sep 2010,23,Michael Zalewski
Sep 2010,24,Sharon Denise Dixon
Sep 2010,25,Daniel Solis
Sep 2010,26,Roberto Maldonado
Sep 2010,27,"Walter Burnett, Jr."
Sep 2010,28,Ed Smith
Sep 2010,29,Deborah Graham
Sep 2010,30,Ariel Reboyras
Sep 2010,31,Ray Suarez
Sep 2010,32,Scott Waguespack
Sep 2010,33,Dick Mell
Sep 2010,34,Carrie Austin
Sep 2010,35,Rey Colon
Sep 2010,36,John Rice
Sep 2010,37,Emma Mitts
Sep 2010,38,Thomas Allen
Sep 2010,39,Margaret Laurino
Sep 2010,40,Patrick O'Connor
Sep 2010,41,Brian Doherty
Sep 2010,42,Brendan Reilly
Sep 2010,43,Vi Daley
Sep 2010,44,Tom Tunney
Sep 2010,45,Patrick Levar
Sep 2010,46,Helen Shiller
Sep 2010,47,Eugene Schulter
Sep 2010,48,Mary Ann Smith
Sep 2010,49,Joe Moore
Sep 2010,50,Bernard Stone
Oct 2010,1,Proco Joe Moreno
Oct 2010,2,Robert Fioretti
Oct 2010,3,Pat Dowell
Oct 2010,4,Toni Preckwinkle
Oct 2010,5,Leslie Hairston
Oct 2010,6,Fredrenna Lyle
Oct 2010,7,Sandi Jackson
Oct 2010,8,Michelle A. Harris
Oct 2010,9,Anthony Beale
Oct 2010,10,John Pope
Oct 2010,11,James Balcer
Oct 2010,12,George Cardenas
Oct 2010,13,Frank Olivo
Oct 2010,14,Ed Burke
Oct 2010,15,Toni Foulkes
Oct 2010,16,JoAnn Thompson
Oct 2010,17,Latasha Thomas
Oct 2010,18,Lona Lane
Oct 2010,19,Virginia Rugai
Oct 2010,20,Willie Cochran
Oct 2010,21,Howard Brookins
Oct 2010,22,Ricardo Munoz
Oct 2010,23,Michael Zalewski
Oct 2010,24,Sharon Denise Dixon
Oct 2010,25,Daniel Solis
Oct 2010,26,Roberto Maldonado
Oct 2010,27,"Walter Burnett, Jr."
Oct 2010,28,Ed Smith
Oct 2010,29,Deborah Graham
Oct 2010,30,Ariel Reboyras
Oct 2010,31,Ray Suarez
Oct 2010,32,Scott Waguespack
Oct 2010,33,Dick Mell
Oct 2010,34,Carrie Austin
Oct 2010,35,Rey Colon
Oct 2010,36,John Rice
Oct 2010,37,Emma Mitts
Oct 2010,38,Thomas Allen
Oct 2010,39,Margaret Laurino
Oct 2010,40,Patrick O'Connor
Oct 2010,41,Brian Doherty
Oct 2010,42,Brendan Reilly
Oct 2010,43,Vi Daley
Oct 2010,44,Tom Tunney
Oct 2010,45,Patrick Levar
Oct 2010,46,Helen Shiller
Oct 2010,47,Eugene Schulter
Oct 2010,48,Mary Ann Smith
Oct 2010,49,Joe Moore
Oct 2010,50,Bernard Stone
Nov 2010,1,Proco Joe Moreno
Nov 2010,2,Robert Fioretti
Nov 2010,3,Pat Dowell
Nov 2010,4,Toni Preckwinkle
Nov 2010,5,Leslie Hairston
Nov 2010,6,Fredrenna Lyle
Nov 2010,7,Sandi Jackson
Nov 2010,8,Michelle A. Harris
Nov 2010,9,Anthony Beale
Nov 2010,10,John Pope
Nov 2010,11,James Balcer
Nov 2010,12,George Cardenas
Nov 2010,13,Frank Olivo
Nov 2010,14,Ed Burke
Nov 2010,15,Toni Foulkes
Nov 2010,16,JoAnn Thompson
Nov 2010,17,Latasha Thomas
Nov 2010,18,Lona Lane
Nov 2010,19,Virginia Rugai
Nov 2010,20,Willie Cochran
Nov 2010,21,Howard Brookins
Nov 2010,22,Ricardo Munoz
Nov 2010,23,Michael Zalewski
Nov 2010,24,Sharon Denise Dixon
Nov 2010,25,Daniel Solis
Nov 2010,26,Roberto Maldonado
Nov 2010,27,"Walter Burnett, Jr."
Nov 2010,28,Ed Smith
Nov 2010,29,Deborah Graham
Nov 2010,30,Ariel Reboyras
Nov 2010,31,Ray Suarez
Nov 2010,32,Scott Waguespack
Nov 2010,33,Dick Mell
Nov 2010,34,Carrie Austin
Nov 2010,35,Rey Colon
Nov 2010,36,John Rice
Nov 2010,37,Emma Mitts
Nov 2010,38,Thomas Allen
Nov 2010,39,Margaret Laurino
Nov 2010,40,Patrick O'Connor
Nov 2010,41,Brian Doherty
Nov 2010,42,Brendan Reilly
Nov 2010,43,Vi Daley
Nov 2010,44,Tom Tunney
Nov 2010,45,Patrick Levar
Nov 2010,46,Helen Shiller
Nov 2010,47,Eugene Schulter
Nov 2010,48,Mary Ann Smith
Nov 2010,49,Joe Moore
Nov 2010,50,Bernard Stone
Dec 2010,1,Proco Joe Moreno
Dec 2010,2,Robert Fioretti
Dec 2010,3,Pat Dowell
Dec 2010,4,NA
Dec 2010,5,Leslie Hairston
Dec 2010,6,Fredrenna Lyle
Dec 2010,7,Sandi Jackson
Dec 2010,8,Michelle A. Harris
Dec 2010,9,Anthony Beale
Dec 2010,10,John Pope
Dec 2010,11,James Balcer
Dec 2010,12,George Cardenas
Dec 2010,13,Frank Olivo
Dec 2010,14,Ed Burke
Dec 2010,15,Toni Foulkes
Dec 2010,16,JoAnn Thompson
Dec 2010,17,Latasha Thomas
Dec 2010,18,Lona Lane
Dec 2010,19,Virginia Rugai
Dec 2010,20,Willie Cochran
Dec 2010,21,Howard Brookins
Dec 2010,22,Ricardo Munoz
Dec 2010,23,Michael Zalewski
Dec 2010,24,Sharon Denise Dixon
Dec 2010,25,Daniel Solis
Dec 2010,26,Roberto Maldonado
Dec 2010,27,"Walter Burnett, Jr."
Dec 2010,28,Ed Smith
Dec 2010,29,Deborah Graham
Dec 2010,30,Ariel Reboyras
Dec 2010,31,Ray Suarez
Dec 2010,32,Scott Waguespack
Dec 2010,33,Dick Mell
Dec 2010,34,Carrie Austin
Dec 2010,35,Rey Colon
Dec 2010,36,John Rice
Dec 2010,37,Emma Mitts
Dec 2010,38,Thomas Allen
Dec 2010,39,Margaret Laurino
Dec 2010,40,Patrick O'Connor
Dec 2010,41,Brian Doherty
Dec 2010,42,Brendan Reilly
Dec 2010,43,Vi Daley
Dec 2010,44,Tom Tunney
Dec 2010,45,Patrick Levar
Dec 2010,46,Helen Shiller
Dec 2010,47,Eugene Schulter
Dec 2010,48,Mary Ann Smith
Dec 2010,49,Joe Moore
Dec 2010,50,Bernard Stone
Jan 2011,1,Proco Joe Moreno
Jan 2011,2,Robert Fioretti
Jan 2011,3,Pat Dowell
Jan 2011,4,Shirley Newsome
Jan 2011,5,Leslie Hairston
Jan 2011,6,Fredrenna Lyle
Jan 2011,7,Sandi Jackson
Jan 2011,8,Michelle A. Harris
Jan 2011,9,Anthony Beale
Jan 2011,10,John Pope
Jan 2011,11,James Balcer
Jan 2011,12,George Cardenas
Jan 2011,13,Marty Quinn
Jan 2011,14,Ed Burke
Jan 2011,15,Toni Foulkes
Jan 2011,16,JoAnn Thompson
Jan 2011,17,Latasha Thomas
Jan 2011,18,Lona Lane
Jan 2011,19,Virginia Rugai
Jan 2011,20,Willie Cochran
Jan 2011,21,Howard Brookins
Jan 2011,22,Ricardo Munoz
Jan 2011,23,Michael Zalewski
Jan 2011,24,Sharon Denise Dixon
Jan 2011,25,Daniel Solis
Jan 2011,26,Roberto Maldonado
Jan 2011,27,"Walter Burnett, Jr."
Jan 2011,28,Jason Ervin
Jan 2011,29,Deborah Graham
Jan 2011,30,Ariel Reboyras
Jan 2011,31,Ray Suarez
Jan 2011,32,Scott Waguespack
Jan 2011,33,Dick Mell
Jan 2011,34,Carrie Austin
Jan 2011,35,Rey Colon
Jan 2011,36,John Rice
Jan 2011,37,Emma Mitts
Jan 2011,38,Thomas Allen
Jan 2011,39,Margaret Laurino
Jan 2011,40,Patrick O'Connor
Jan 2011,41,Brian Doherty
Jan 2011,42,Brendan Reilly
Jan 2011,43,Vi Daley
Jan 2011,44,Tom Tunney
Jan 2011,45,Patrick Levar
Jan 2011,46,Helen Shiller
Jan 2011,47,Eugene Schulter
Jan 2011,48,Mary Ann Smith
Jan 2011,49,Joe Moore
Jan 2011,50,Bernard Stone
Feb 2011,1,Proco Joe Moreno
Feb 2011,2,Robert Fioretti
Feb 2011,3,Pat Dowell
Feb 2011,4,Shirley Newsome
Feb 2011,5,Leslie Hairston
Feb 2011,6,Fredrenna Lyle
Feb 2011,7,Sandi Jackson
Feb 2011,8,Michelle A. Harris
Feb 2011,9,Anthony Beale
Feb 2011,10,John Pope
Feb 2011,11,James Balcer
Feb 2011,12,George Cardenas
Feb 2011,13,Marty Quinn
Feb 2011,14,Ed Burke
Feb 2011,15,Toni Foulkes
Feb 2011,16,JoAnn Thompson
Feb 2011,17,Latasha Thomas
Feb 2011,18,Lona Lane
Feb 2011,19,Virginia Rugai
Feb 2011,20,Willie Cochran
Feb 2011,21,Howard Brookins
Feb 2011,22,Ricardo Munoz
Feb 2011,23,Michael Zalewski
Feb 2011,24,Sharon Denise Dixon
Feb 2011,25,Daniel Solis
Feb 2011,26,Roberto Maldonado
Feb 2011,27,"Walter Burnett, Jr."
Feb 2011,28,Jason Ervin
Feb 2011,29,Deborah Graham
Feb 2011,30,Ariel Reboyras
Feb 2011,31,Ray Suarez
Feb 2011,32,Scott Waguespack
Feb 2011,33,Dick Mell
Feb 2011,34,Carrie Austin
Feb 2011,35,Rey Colon
Feb 2011,36,John Rice
Feb 2011,37,Emma Mitts
Feb 2011,38,Thomas Allen
Feb 2011,39,Margaret Laurino
Feb 2011,40,Patrick O'Connor
Feb 2011,41,Brian Doherty
Feb 2011,42,Brendan Reilly
Feb 2011,43,Vi Daley
Feb 2011,44,Tom Tunney
Feb 2011,45,Patrick Levar
Feb 2011,46,Helen Shiller
Feb 2011,47,Eugene Schulter
Feb 2011,48,Mary Ann Smith
Feb 2011,49,Joe Moore
Feb 2011,50,Bernard Stone
Mar 2011,1,Proco Joe Moreno
Mar 2011,2,Robert Fioretti
Mar 2011,3,Pat Dowell
Mar 2011,4,Shirley Newsome
Mar 2011,5,Leslie Hairston
Mar 2011,6,Fredrenna Lyle
Mar 2011,7,Sandi Jackson
Mar 2011,8,Michelle A. Harris
