draw,density_multifamily_far_continuous,density_multifamily_dupac_continuous,density_multifamily_far_binary,density_multifamily_dupac_binary,rental_price_binary,home_sale_price_binary,permit_high_discretion_pooled,permit_low_discretion_pooled
24,-0.06515902214246633,-0.0712180701897899,-0.26274747706639456,-0.2690740097101871,0.02053828261051431,0.008069108821486013,-0.06929249783550845,-0.034845465410528555
25,-0.15551810836409788,-0.11834023632747732,-0.2751724761809719,-0.35886526279508635,0.01573931618440176,0.01330796385921788,-0.059640174100958634,-0.011415772023084553
26,-0.1599059501928818,-0.1085578088266483,-0.3166291688886716,-0.3735886666291537,0.025607867387309007,0.006153879918900432,-0.1112746272867671,-0.049567783671053106
27,-0.1184304527703206,-0.0674409410586184,-0.31686376858821214,-0.32508251148826767,0.01946953999595187,0.012544333107208734,-0.09344710458899061,-0.04466547885161837
28,-0.12508661102747787,-0.10813409684265617,-0.23148385692145332,-0.31128856055746673,0.018511345385155007,0.016082474412256853,-0.06968283956899525,-0.05213864978593204
29,-0.0563783320463458,-0.04595058336140198,-0.2357841710769771,-0.276296098204172,0.021789931270728893,0.019703221782843505,-0.07827897685615648,-0.03355174543583064
30,-0.1511172525549373,-0.10933603136148964,-0.3217691022645016,-0.20035458878085186,0.013861841873927838,0.016571739544998687,-0.11129311950957463,-0.04983843362209199
31,-0.15152277100986947,-0.1096065152241334,-0.2854141543697671,-0.31989903596546465,0.010319000294937618,0.008808477841492336,-0.05254689310704021,-0.03287050524148497
32,-0.1287913211014427,-0.08866778352298976,-0.28317156519415587,-0.3499080882663157,0.01680153601115469,0.011868922885059047,-0.07409370218962746,-0.03093574217585382
33,-0.11357081766080372,-0.055190609222189234,-0.26708710977890726,-0.1451103534352535,0.024019566137244784,0.015219151615100466,-0.11091873107467055,-0.060070394916499494
34,-0.15249449174976756,-0.09705499018956881,-0.083252154771076,-0.10499907122824904,0.012482047733839582,0.01580337321644991,-0.09865632471192212,-0.040950935532481185
35,-0.1548803605366273,-0.1563454107073169,-0.25679058314095554,-0.28562077616701914,0.02997300841597471,0.010716533580632896,-0.09412622488752286,-0.06330147959713989
36,-0.1898019160693739,-0.1342738107159323,-0.26654953611366855,-0.23754878700240176,0.013371969554080747,0.007809395600771677,-0.07176696879531477,-0.017827680965622164
37,-0.10291658384809763,-0.067337276699762,-0.12190303363644929,-0.15238166164547498,0.01100294130658642,0.010967849781765092,-0.10492412362137696,-0.05084513249392553
38,-0.17747122219202943,-0.139514306324727,-0.32410639789517814,-0.3578275924474995,0.019403370318413483,0.01914069948550542,-0.0671725587296296,-0.04942118036802459
39,-0.16082073881750006,-0.12746646147930643,-0.24710778096067745,-0.24818334225343863,0.015251689122590246,0.010697983798469472,-0.10754183039889013,-0.05273309872200823
40,-0.10781382188274921,-0.054701215989110485,-0.27075077754872606,-0.25737627439629984,0.010819211516820491,0.011076341782830242,-0.12314739850477033,-0.04784723684378402
41,-0.06466043857166309,-0.061377977712688575,-0.20528833137640992,-0.11101504968044555,0.012465308369044484,0.01558379084442665,-0.08775419208594615,-0.04972944693868563
42,-0.16449927621753707,-0.13327977948020764,-0.3421604589907969,-0.3167815615582146,0.013085987244193981,0.003995018689384452,-0.0731673194318655,-0.033706684977091866
43,-0.14930518474044407,-0.08995653304743245,-0.21836357524431937,-0.06440420006419903,0.01679913341683674,0.014367674906350922,-0.08055581269619874,-0.024887747136084066
44,-0.12453993599420038,-0.11737694483177273,-0.24465542235140586,-0.22447543221791907,0.02090565478156775,0.01581869721901276,-0.09892114322499632,-0.030654088405357844
45,-0.1465304245992118,-0.08663730197621362,-0.2975951360693183,-0.26664685438470376,0.02831803658191204,0.006614254691813039,-0.09309665245071502,-0.03608962545544265
46,-0.11729519756688717,-0.0914693224084028,-0.2724950739444885,-0.24877255863151632,0.013095652302613354,0.005562956707828535,-0.06853052697777333,-0.020260829032203217
47,-0.12624139659007763,-0.08659476484775014,-0.3569750393593497,-0.23925530766601966,0.023384443861106184,0.01123620802848364,-0.08643883309327677,-0.05207420704035249
48,-0.09329170851916861,-0.037420362450965104,-0.24413650765210673,-0.21433799014257177,0.019224094463651697,0.014158050988633581,-0.12017395342172513,-0.0514969626891776
49,-0.09140887230987413,-0.0952575861238664,-0.2488695111843963,-0.3362631327308929,0.030348024514187274,0.016206992759398194,-0.07710103853087523,-0.0570006114784013
50,-0.16616763997131048,-0.13520006926035769,-0.2500086607447289,-0.3536568700449899,0.02527205823445024,0.022991907009690705,-0.09156761056739934,-0.026740501989521853
51,-0.1841652125419915,-0.1497669046364578,-0.34356377105110264,-0.28003073831469005,0.029427398191999098,0.020442864250535354,-0.10152076677963155,-0.04552047812437126
52,-0.14580849611931163,-0.13407009338487574,-0.28768401883734906,-0.1818230185644075,0.02103337968928948,0.01643583405550207,-0.10406418959297381,-0.024501337375437755
53,-0.17309866545466104,-0.1373620326424491,-0.24338210088772907,-0.11031769953134252,0.029863355991553837,0.01492354313831424,-0.05441414357692828,-0.04178215708798276
54,-0.14698140438345664,-0.1013618029425471,-0.20352453553804015,-0.11677463114147833,0.017731041344896295,0.014475123084433127,-0.09940408735236542,-0.04765000082814535
55,-0.12980884754364355,-0.11375958963176704,-0.20080139792571522,-0.2763107878871562,0.017743353378309706,0.022826238425525912,-0.10212514396783394,-0.04615993658718831
56,-0.12398782489442592,-0.10690494734643978,-0.16709361554579885,-0.2934850179312643,0.016279030730665348,0.007583283349569636,-0.10821732496772976,-0.03474303964187943
57,-0.1278264845387134,-0.118159903552903,-0.19945298501081052,-0.09488539440661549,0.019553761882350536,0.018146008062371988,-0.10429910044492616,-0.024036387935363737
58,-0.05690549937212325,-0.030207281799254145,-0.1552216697834296,-0.17358222576115717,0.0135142760729941,0.017880793928906444,-0.06311730849404379,-0.02338809053007142
59,-0.13218912425239873,-0.08283665108722454,-0.2738957360055422,-0.2911724809218316,0.015925635905661064,0.012418406084145317,-0.06126665104519443,-0.034000589972165
60,-0.17058022642588472,-0.13575270786361038,-0.3072251782647594,-0.2660828572123716,0.02437106019781379,0.01607680163529983,-0.08473870904202539,-0.04827685023540865
61,-0.19783157602438223,-0.14695319556451672,-0.19412639201633242,-0.076064033706243,0.01859209821218341,0.012865973589121886,-0.06517279605192067,-0.047164767065228694
62,-0.21885038092717238,-0.1558863118456604,-0.2959817840038681,-0.1824566860662276,0.02873703062906902,0.020074289071828077,-0.09636256264479759,-0.04559842152241213
63,-0.08876879579687177,-0.06265926422207294,-0.27902446580148826,-0.2811738921207379,0.018986527365118175,0.017716031117644606,-0.04229509326779388,-0.03595234137307024
64,-0.18314291731862875,-0.1388041215491562,-0.37760362984647944,-0.31010538956625594,0.028656208311282672,0.015522424747200123,-0.05899760936638036,-0.030497138174697923
65,-0.15754835733926073,-0.08136444021011974,-0.11550101278351795,-0.07664934393364806,0.013493101400417597,0.017438131498317536,-0.07911573382979864,-0.0519679999205797
66,-0.10142535678893495,-0.09461855377740078,-0.160841149948715,-0.3158465448754528,0.017398220953220255,0.006302313722411568,-0.07825588561969209,-0.009901242449734927
67,-0.15669557195754644,-0.10571437309456812,-0.1891634675282967,-0.1314119524667902,0.01777042868457296,0.01694254885099758,-0.09801947439391759,-0.057593138339000406
68,-0.11905288130563252,-0.07906994259974115,-0.18830237293765195,-0.2290743477802537,0.017649811973047796,0.012479129764107486,-0.10865709531141711,-0.0535502623087548
69,-0.060782503170846124,-0.05186623398291658,-0.1999608094473853,-0.25858581442253364,0.014901194833161198,0.0025190085811535303,-0.09247812430202207,-0.04723418870028628
70,-0.19133840568263635,-0.1357290351707297,-0.31791197430736395,-0.18889803784209597,0.027456380011016367,0.013791261837204905,-0.08319884354741022,-0.06084007122948888
71,-0.13194254172314385,-0.09056955804295001,-0.32039266552689516,-0.21158991549631542,0.02142930614491073,0.013290774159881467,-0.08397424621355139,-0.05056977418009392
72,-0.19846028054907353,-0.1448796634333924,-0.24512870026894543,-0.3489213993317143,0.011838847833803063,0.012555479702589049,-0.07137940163321208,-0.038631613997479775
73,-0.1853439864240348,-0.16849431108515772,-0.17419329333094405,-0.2884253421940654,0.01720525279044769,0.018973251563888165,-0.11130543030071617,-0.04360039302522912
74,-0.07096866632656507,-0.11897218940020052,-0.10827282415321568,-0.10242520359946243,0.019776318213255602,0.01466112254475433,-0.09588048831592992,-0.0562965956368142
75,-0.1415755177391015,-0.08102044451767745,-0.35009411120104145,-0.2026824754647887,0.011237581814024681,0.011572832400409483,-0.060572658404862714,-0.03854999061816981
76,-0.12907169041705951,-0.10254184779432206,-0.27073810386449854,-0.3118280685685496,0.015688846003963607,0.009961933352851197,-0.059665938766152955,-0.0742136304392029
77,-0.11238729896845448,-0.08537548106427305,-0.28736807851515433,-0.29394008098831836,0.02154327051728472,0.016021705695707388,-0.06855053665727236,-0.035355967174547795
78,-0.05775656934540231,-0.057343111156499114,-0.13696267598327969,-0.25785672557597283,0.017958739077095474,0.01828743339248175,-0.10117595420074324,-0.07329626514900234
79,-0.12495212695743857,-0.07598525134483342,-0.17979619220204263,-0.26556255941407747,0.015636480942055022,0.016796554030385755,-0.08612014135127266,-0.041697174028373245
80,-0.16895957347817667,-0.09782680722074577,-0.3226960523157011,-0.2720567581754369,0.012928092427889398,0.010431400171142224,-0.048759727081241454,-0.026410807118927702
81,-0.13190266300730816,-0.10528253085380303,-0.28780085373840675,-0.29849780965368194,0.02554883902766259,0.0165959540386822,-0.08043143161942973,-0.03407785085036354
82,-0.08301872194529719,-0.08455507371679669,-0.2001084771324535,-0.24007677208843065,0.023642615080214247,0.017973606204915046,-0.057198795862733326,-0.022781714240187705
83,-0.1741805657824388,-0.13751660760291032,-0.24764251701867254,-0.30339586197225155,0.026528160069114775,0.002394845502990466,-0.0762424333923931,-0.04454369401002532
84,-0.10982937782560212,-0.06917425010491066,-0.19044412404740405,-0.15134982413907153,0.015546116587205235,0.016809859500825947,-0.07692340370596641,-0.023038492076779684
85,-0.15669327202901334,-0.11744122073465038,-0.2624978326450247,-0.2706157272301116,0.0185096131430713,0.010785071130230585,-0.09460727970494415,-0.044442792810125045
86,-0.17351215804581407,-0.11521243936490624,-0.27400778968873557,-0.10140892963457353,0.024786722223532127,0.01123692002308014,-0.07683845264789813,-0.036660522833649574
87,-0.09738089882297425,-0.07691834573028829,-0.23604466351839798,-0.2604718000121354,0.014538092774385421,0.01757689754280587,-0.09385992930245798,-0.05207440345804642
88,-0.09170477709582542,-0.09132029501457885,-0.13537249991911326,-0.24322608460625353,0.018013494740856832,0.008726609423572809,-0.1333718953064093,-0.0647588443184981
89,-0.16213313095012272,-0.11608216452915211,-0.17751964731599268,-0.28565106791113953,0.01708663744487998,0.015119766610159555,-0.05993737599487595,-0.04373188031681054
90,-0.1420589185676276,-0.10798891445436706,-0.2184373869248768,-0.3023699144178056,0.02595132436749818,0.009538002373290763,-0.07000976063856564,-0.02596730630467187
91,-0.11118308654201775,-0.08711359988728071,-0.2235247807651339,-0.3515161371593174,0.019659236443312102,0.01165002740019772,-0.10558232938455836,-0.035288801281773835
92,-0.10922974929039049,-0.11453351034542403,-0.26313766587044285,-0.3048514018245668,0.019843080185662335,0.009757981882622616,-0.043131339547742335,-0.023783886499227337
93,-0.14034602144295918,-0.1074595657836958,-0.21240164218876922,-0.23193805899487469,0.01611635634749748,0.009256361304830683,-0.06406703479807863,-0.05737289689261897
94,-0.12311288706307931,-0.09642974583612864,-0.1363162299899079,-0.18632779762376955,0.018313891343394152,0.014333441846998708,-0.07553640539949122,-0.02689230915325034
95,-0.15069883858591582,-0.12784191690079166,-0.2135934453160428,-0.15093615662641546,0.02104054007673875,0.01179811690344198,-0.08882148614684511,-0.029062295249353273
96,-0.14320152127895938,-0.11147839440827206,-0.29326217897549817,-0.3961918287714086,0.025776170298193277,0.011142856983224288,-0.10658512223057746,-0.019118377047095955
97,-0.11881282904234963,-0.09066461375332906,-0.28500242816703925,-0.20310751850799427,0.027371201930013366,0.019993512496547607,-0.07604747642387397,-0.03228878196499958
98,-0.110733468677767,-0.08465941966349684,-0.1659427505209788,-0.16155941975243765,0.020052488555029748,0.022943999180138158,-0.07172344219130009,-0.05682550710540298
99,-0.14801910605806418,-0.15709388401680657,-0.2901050660796184,-0.21610578747650397,0.0207626709350972,0.015858022073942775,-0.12375270134266385,-0.05418560871299737
100,-0.09132461363684291,-0.08385081870542432,-0.36048994490038283,-0.30236408450419705,0.013551496132367342,0.01685546164903649,-0.08288965757477224,-0.03336522091796239
101,-0.14309276962098064,-0.11630652921598944,-0.3387038252305755,-0.312944194493115,0.015336948362930118,0.010455503977586328,-0.06599075718507742,-0.04566097911955605
102,-0.16132508063199374,-0.08987265214875548,-0.17058091590199384,-0.23922628106845342,0.017853545278408208,0.008317967948106254,-0.08129397407222692,-0.05131274933440392
103,-0.10752893354170634,-0.08403768399764927,-0.23001746714178695,-0.29765772233018145,0.011485317497482477,0.00909757350235359,-0.09404917534602224,-0.05271968953448818
104,-0.08293596124000285,-0.07801929297400809,-0.2042925349512124,-0.2632316862219824,0.014409534608272972,0.005644438461134567,-0.07055821444105398,-0.033587543677861556
105,-0.13335138690058798,-0.11985743710957596,-0.266212369463722,-0.2305902307418436,0.008370917222803705,0.012442291188269781,-0.0876378964620891,-0.031183792372677013
106,-0.08238079984669527,-0.08431886419374862,-0.2947615667122978,-0.27798201086768376,0.024525112931897443,0.016118927482074937,-0.08281590220402735,-0.04955434908725834
107,-0.14845667889380756,-0.13974055804383517,-0.285362335086206,-0.19613962838520932,0.022902277220358876,0.0027407462391561476,-0.061507085968114605,-0.044325048553357775
108,-0.13831682931059536,-0.09398691986515424,-0.3368015566608331,-0.34985243410435257,0.025893148396285096,0.007733055083413264,-0.10823310651131839,-0.059046153052695595
109,-0.09036774651250495,-0.04994151706190406,-0.29264948708436406,-0.2739832647710513,0.022481026318978862,0.0023314972960877854,-0.076765819190887,-0.027092179320543346
110,-0.17250098436946482,-0.12430392892975813,-0.2984209234424898,-0.22299994337659096,0.026164125218360347,0.012879087185599804,-0.0865116275122886,-0.045479039417199434
111,-0.11052602759470664,-0.09865545283817194,-0.17009903550622132,-0.33902861863863326,0.015347308813399432,0.016638436186970966,-0.10306598066385006,-0.061704145503536666
112,-0.06635725000056598,-0.03890381918511312,-0.15852827953318901,-0.19113064548144376,0.01993164421763695,0.01800405312450043,-0.0708773826123078,-0.035916193672789205
113,-0.23787456033345378,-0.21435914967580968,-0.19782382966923698,-0.250557546042603,0.017332716744273356,0.0146601348583294,-0.07464722633580081,-0.04040362256172953
114,-0.12350827770558233,-0.13315517070789976,-0.2206207687591593,-0.2568250491225904,0.020168486130877957,0.011098837312160345,-0.07340628260748167,-0.039662516798732284
115,-0.1896671054384576,-0.17127150086704548,-0.2739404135814489,-0.31974277775989424,0.01907812703903773,0.014623330500413948,-0.07775916590672403,-0.03904377689278894
116,-0.18217150385770153,-0.13127569662591737,-0.28779744694674997,-0.3156464010442456,0.015685412271914778,0.010868667286430232,-0.0996553433186638,-0.04808757005786811
117,-0.15449628190204728,-0.12674720682926618,-0.09672987975528888,-0.20256176139868115,0.016766960427122852,0.019731448198121802,-0.08387357628123175,-0.05439023117882815
118,-0.07375184568721103,-0.04677902921828845,-0.26094973329901366,-0.28687092691305005,0.01907902066659218,0.015794002656509112,-0.08340510103732625,-0.04617124283970406
119,-0.15815874512376166,-0.10212033596448132,-0.26445019253640867,-0.258886292183512,0.011289809019001092,0.0057878275579922875,-0.06833210766191027,-0.03257638511952159
120,-0.09371228745563528,-0.10434455772382147,-0.1676057115553027,-0.30665150025831545,0.019021002976838505,0.01696847676506062,-0.07325456710015171,-0.037219954877373645
121,-0.09452656494634482,-0.08077530671528259,-0.16775374851571365,-0.13626346350722787,0.011256529243168865,0.011572399729839913,-0.09521882150689757,-0.05587942629346689
122,-0.10837655384296192,-0.07997522845633616,-0.19740909106268628,-0.33267903709914487,0.013113830275550117,0.0220936429550677,-0.08676060383007042,-0.006250883322851612
123,-0.15571942152256685,-0.08831041445176051,-0.40445730842655464,-0.38268527646874695,0.02228827765845366,0.006178730704504678,-0.1328227266861169,-0.04914181744416141
124,-0.14024568650985975,-0.09511469121982999,-0.3188469690157861,-0.3649686678496193,0.014316074943856259,0.019589987875154424,-0.07280513176212557,-0.02953311517258118
125,-0.1510775782308834,-0.10171931060908634,-0.46049196799807446,-0.4333832813201244,0.02650068815378354,0.011201335943223369,-0.10791639033008496,-0.03667954464919113
126,-0.12287851730387742,-0.08601834662259625,-0.1948742830553861,-0.18932385849597122,0.02932970964607914,0.01736398054157326,-0.08848124472245657,-0.05271318968778064
127,-0.14043496245318693,-0.08882542323024553,-0.3664146072312598,-0.41948228093408246,0.01463489728335066,0.0054514167827918935,-0.09111552230235283,-0.05024627821828713
128,-0.14142729377696736,-0.11660932400557406,-0.3015811963381186,-0.18038197500289557,0.02838721040064972,0.021469130238762887,-0.07765033506216361,-0.03304158557010618
129,-0.09003510947085883,-0.07546443870770836,-0.23867808112250527,-0.26360898330297,0.013582277913897954,4.536776939727988e-4,-0.053281552052497724,-0.01842340767415012
130,-0.11466855153658666,-0.06666047004216283,-0.19345619097725575,-0.04988684724332532,0.013231282313809246,0.012649401818581058,-0.07946912073694606,-0.050942957186451754
131,-0.13244371194109308,-0.08171443591490768,-0.3443229117820312,-0.3821945323519369,0.014925511615366028,0.012921941842458031,-0.0845169470362842,-0.048711856811095786
132,-0.09112628458415235,-0.0669074913757824,-0.2478875045647703,-0.24909459298837883,0.02332927946309402,0.0038638051788970574,-0.0950202439536826,-0.03998532727718361
133,-0.14218211607443906,-0.11504426458180642,-0.11826125761089702,-0.19610283950090665,0.014557680455631144,0.0025798167934190106,-0.08395436971620725,-0.034824136855557526
134,-0.1083441860959579,-0.06710640415432062,-0.3324449448245051,-0.23505847570903146,0.0123581658378537,0.017147231396424233,-0.07990417672504749,-0.027252881577518127
135,-0.1619521736656368,-0.11385153278498947,-0.33884568083606365,-0.35655322860476546,0.0268209651255556,0.012254282469223353,-0.06377934576359964,-0.021238695439977518
136,-0.17028715962641022,-0.12134337527774089,-0.24010760728673078,-0.300275087423607,0.015862938836709948,5.975278538638528e-4,-0.089961690077178455,-0.024353857565191244
137,-0.11325725433842085,-0.09466498403173554,-0.2536209847974212,-0.30098587337173344,0.016486499071274023,0.01150984683373168,-0.09066531429086165,-0.06654133152635754
138,-0.14861293076859672,-0.09963531965828111,-0.24870950009988516,-0.22132000790062012,0.020074972450887584,0.01805596501721255,-0.08964590035696154,-0.03976368957089037
139,-0.1273547615599686,-0.1187458312201936,-0.2580414416102997,-0.16775375088300803,0.02067569631921164,0.01336713929980465,-0.11169361812582455,-0.0531371563855939
140,-0.15253246030463857,-0.11626403184532662,-0.2612290013677665,-0.24260456910476816,0.0237373598865856,0.01654871373615144,-0.08221137617610996,-0.025803911014167204
141,-0.11423527238490187,-0.07239571661389832,-0.11701241948843792,-0.1939670846147998,0.01308147804687895,0.022669891321768623,-0.08759647008988516,-0.024164593815378898
142,-0.12863764271901987,-0.10765143703254051,-0.20942436983703042,-0.17887490192292063,0.012595487648926545,0.00950195755311107,-0.12923436428002927,-0.053753496176481286
143,-0.12762656426757987,-0.103582167140475,-0.24253031793318872,-0.16579497573978486,0.02328990794622811,0.017124931241469563,-0.07556801654822506,-0.06514758341669395
144,-0.14684591542285255,-0.15164308085959202,-0.2357846749682901,-0.31545534564244204,0.01892704286728593,0.013371271090574248,-0.082845723429584045,-0.01842124777874103
145,-0.17504689385744296,-0.17261549940659116,-0.25788905591663097,-0.2481318888334022,0.01262396853820586,0.009781647125249837,-0.06632908116104969,-0.024345162390674045
146,-0.13853331029620508,-0.11579237130665931,-0.25619111637191017,-0.35449871976601305,0.028104020918017385,0.020529706727060944,-0.0850736661274446,-0.02031085319428473
147,-0.14573575206534634,-0.0973334772914149,-0.23962532256540256,-0.27156601006560105,0.01910836505578941,0.0065594063367544996,-0.09313280781108221,-0.04513487751807992
148,-0.13432187435197235,-0.11532093558516968,-0.30234790002795936,-0.25434054563180925,0.02768162110724834,0.019710640947557843,-0.08737379942397185,-0.043253299046193995
149,-0.18222056149874227,-0.1392362339937647,-0.33048339026945434,-0.35182530778075805,0.022459089959331005,0.009575895214744784,-0.0969419642623979,-0.04386133518294401
150,-0.17612665978504352,-0.1500186084393176,-0.21721240425656604,-0.25637569191659,0.010123715579149551,0.008586271025223635,-0.05652536020207824,-0.03657342062667153
151,-0.13240168886274947,-0.1453315698514828,-0.19206090827604733,-0.27275507826079415,0.0165285840015362,0.004950542837899549,-0.11453216569161113,-0.04527064412324993
152,-0.08327939148148798,-0.06608206091856043,-0.17441755259553332,-0.18002165065314374,0.027824405643828185,0.011589276161674943,-0.09477268368797062,-0.03924378953969789
153,-0.16970702900952167,-0.10043087442423797,-0.15463340189087993,-0.20151359716276054,0.026977940095037078,0.02077084604842857,-0.05547027232956991,-0.047683990177245
154,-0.16187258783664968,-0.11299833741297216,-0.2587952297357681,-0.29302165707107863,0.016656891025878376,0.018057393104149565,-0.06419446952691175,-0.040155629219921295
155,-0.10554346333501172,-0.05846281380532257,-0.24664526105055826,-0.12546121595262266,0.015621640256715424,0.01353230880409439,-0.07976484342210663,-0.03328073108405356
156,-0.16175648250148203,-0.1214308471617958,-0.2257520104362921,-0.27446224331067914,0.017979444569663914,0.00722216039065479,-0.0685420178033292,-0.04842152141019017
157,-0.11069195361608639,-0.04902449355866281,-0.22878197359986938,-0.2601371964796361,0.016133972902061734,0.016821510726019936,-0.08530258535935589,-0.027183475395146272
158,-0.16999429178634998,-0.10933789864769759,-0.3227179647343212,-0.25265386910570986,0.017371612074540466,0.010082958073208739,-0.10493800802140227,-0.07119092495771374
159,-0.17263866398410177,-0.16477078076409332,-0.24761398476404048,-0.155354836880492,0.018787759840974284,0.012646024076194468,-0.11409241649350407,-0.06192649068529505
160,-0.15943238312558236,-0.10188702198219922,-0.32231773790627277,-0.12283653469747921,0.013947630247931622,0.008798300895737767,-0.08869579216231614,-0.0511687904323601
161,-0.10868615721234273,-0.0748174759261693,-0.34570087145070716,-0.24709786076182666,0.02686123902834873,0.012886014423701873,-0.042456181867442884,-0.04113881807857938
162,-0.15400550197232513,-0.10309903911232744,-0.33451307576752043,-0.3302440953934855,0.016481476498074413,0.012760630044484139,-0.10997185494018617,-0.02323757061861645
163,-0.06600362204052831,-0.04864810823685882,-0.14705706640401867,-0.18029898405307834,0.01782642780534953,0.013891181181646083,-0.08409128381410601,-0.034321953751837206
164,-0.14162263239516484,-0.15169481258807357,-0.2865755989269626,-0.32006799200120994,0.01638298147264193,0.013213775220960584,-0.09328299009550241,-0.04392489839807644
165,-0.17398346902954775,-0.1014684836232356,-0.34011020399108194,-0.3643779227759482,0.02449817810534766,0.013425613982793622,-0.11682988192887218,-0.04675722770636173
166,-0.13128365460801236,-0.08774163042828029,-0.10764039120049824,-0.10059207978814776,0.011930095851073259,0.009125264325692856,-0.04843494959320589,-0.0252285492569336
167,-0.14571719906545383,-0.09925883069086755,-0.29651102326716844,-0.18602267439752265,0.01382977660947091,0.015085560435454198,-0.07698286215539248,-0.04803530477108406
168,-0.08249974774103207,-0.09832471717827919,-0.14691878359851424,-0.2611173174814181,0.018085351191172792,0.01451214214999055,-0.06853185168346994,-0.030173751799274128
169,-0.10986994268360459,-0.0954186151587506,-0.24797806579662088,-0.21591664770186464,0.01671002696693745,0.015304076810663612,-0.08353785953073117,-0.03452924312153162
170,-0.10764674113010772,-0.0905849252017188,-0.25668154758855904,-0.27715143447509333,0.017287448196548018,0.01350539893320733,-0.10934039808205995,-0.07783612274906124
171,-0.1443564903757071,-0.09966031726566821,-0.19006797953252175,-0.3245480163403032,0.03048272867621099,0.016766540525312127,-0.046361209811889174,-0.01092058420542693
172,-0.13717786898788314,-0.09950247077607582,-0.2905644820333537,-0.16054398000485973,0.026297854996958733,0.010164603523714578,-0.11007129400152267,-0.04818260215464799
