project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_17221080910000,residential,single_pin_single_card,17221080910000,1,1999,1,1353,1100,295,1722108091000012022,NA,NA,assessor_row:1722108091000012022,assessor_row:1722108091000012022,assessor_row:1722108091000012022,assessor_row:1722108091000012022,15.988430894445615,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221080920000,residential,single_pin_single_card,17221080920000,1,1999,1,1353,1025,295,1722108092000012022,NA,NA,assessor_row:1722108092000012022,assessor_row:1722108092000012022,assessor_row:1722108092000012022,assessor_row:1722108092000012022,23.881355586873404,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221080930000,residential,single_pin_single_card,17221080930000,1,1999,1,1353,1025,295,1722108093000012022,NA,NA,assessor_row:1722108093000012022,assessor_row:1722108093000012022,assessor_row:1722108093000012022,assessor_row:1722108093000012022,31.501356758243695,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221080940000,residential,single_pin_single_card,17221080940000,1,1999,1,1353,875,295,1722108094000012022,NA,NA,assessor_row:1722108094000012022,assessor_row:1722108094000012022,assessor_row:1722108094000012022,assessor_row:1722108094000012022,40.078741048263566,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100380000,residential,single_pin_single_card,17221100380000,1,2003,1,2041,1732,295,1722110038000012022,NA,NA,assessor_row:1722110038000012022,assessor_row:1722110038000012022,assessor_row:1722110038000012022,assessor_row:1722110038000012022,501.21139020049617,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100390000,residential,single_pin_single_card,17221100390000,1,2003,1,1970,924,295,1722110039000012022,NA,NA,assessor_row:1722110039000012022,assessor_row:1722110039000012022,assessor_row:1722110039000012022,assessor_row:1722110039000012022,495.4944099427042,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100400000,residential,single_pin_single_card,17221100400000,1,2003,1,1970,1002,295,1722110040000012022,NA,NA,assessor_row:1722110040000012022,assessor_row:1722110040000012022,assessor_row:1722110040000012022,assessor_row:1722110040000012022,491.8095376476144,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100420000,residential,single_pin_single_card,17221100420000,1,2002,1,1970,1002,295,1722110042000012022,NA,NA,assessor_row:1722110042000012022,assessor_row:1722110042000012022,assessor_row:1722110042000012022,assessor_row:1722110042000012022,194.9308097590333,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100430000,residential,single_pin_single_card,17221100430000,1,2003,1,1970,923,295,1722110043000012022,NA,NA,assessor_row:1722110043000012022,assessor_row:1722110043000012022,assessor_row:1722110043000012022,assessor_row:1722110043000012022,482.48746990284826,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100440000,residential,single_pin_single_card,17221100440000,1,2003,1,1970,923,295,1722110044000012022,NA,NA,assessor_row:1722110044000012022,assessor_row:1722110044000012022,assessor_row:1722110044000012022,assessor_row:1722110044000012022,478.8114950793012,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100450000,residential,single_pin_single_card,17221100450000,1,2003,1,1970,929,295,1722110045000012022,NA,NA,assessor_row:1722110045000012022,assessor_row:1722110045000012022,assessor_row:1722110045000012022,assessor_row:1722110045000012022,475.13337707412785,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100460000,residential,single_pin_single_card,17221100460000,1,2003,1,1993,1704,295,1722110046000012022,NA,NA,assessor_row:1722110046000012022,assessor_row:1722110046000012022,assessor_row:1722110046000012022,assessor_row:1722110046000012022,470.86884577257,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100470000,residential,single_pin_single_card,17221100470000,1,2003,1,1993,1958,295,1722110047000012022,NA,NA,assessor_row:1722110047000012022,assessor_row:1722110047000012022,assessor_row:1722110047000012022,assessor_row:1722110047000012022,459.84604488755446,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100480000,residential,single_pin_single_card,17221100480000,1,2003,1,1970,926,295,1722110048000012022,NA,NA,assessor_row:1722110048000012022,assessor_row:1722110048000012022,assessor_row:1722110048000012022,assessor_row:1722110048000012022,453.15414236121234,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100490000,residential,single_pin_single_card,17221100490000,1,2003,1,1970,922,295,1722110049000012022,NA,NA,assessor_row:1722110049000012022,assessor_row:1722110049000012022,assessor_row:1722110049000012022,assessor_row:1722110049000012022,448.99174734390664,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100500000,residential,single_pin_single_card,17221100500000,1,2003,1,1970,922,295,1722110050000012022,NA,NA,assessor_row:1722110050000012022,assessor_row:1722110050000012022,assessor_row:1722110050000012022,assessor_row:1722110050000012022,444.85466095629806,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100510000,residential,single_pin_single_card,17221100510000,1,2003,1,1970,922,295,1722110051000012022,NA,NA,assessor_row:1722110051000012022,assessor_row:1722110051000012022,assessor_row:1722110051000012022,assessor_row:1722110051000012022,440.6228475767735,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100520000,residential,single_pin_single_card,17221100520000,1,2003,1,1970,922,295,1722110052000012022,NA,NA,assessor_row:1722110052000012022,assessor_row:1722110052000012022,assessor_row:1722110052000012022,assessor_row:1722110052000012022,436.5597393024816,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100530000,residential,single_pin_single_card,17221100530000,1,2003,1,1970,922,295,1722110053000012022,NA,NA,assessor_row:1722110053000012022,assessor_row:1722110053000012022,assessor_row:1722110053000012022,assessor_row:1722110053000012022,432.413832382571,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100540000,residential,single_pin_single_card,17221100540000,1,2003,1,1970,1001,295,1722110054000012022,NA,NA,assessor_row:1722110054000012022,assessor_row:1722110054000012022,assessor_row:1722110054000012022,assessor_row:1722110054000012022,427.9770281098241,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100560000,residential,single_pin_single_card,17221100560000,1,2003,1,1970,1001,295,1722110056000012022,NA,NA,assessor_row:1722110056000012022,assessor_row:1722110056000012022,assessor_row:1722110056000012022,assessor_row:1722110056000012022,422.5844587854498,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100570000,residential,single_pin_single_card,17221100570000,1,2003,1,1970,922,295,1722110057000012022,NA,NA,assessor_row:1722110057000012022,assessor_row:1722110057000012022,assessor_row:1722110057000012022,assessor_row:1722110057000012022,418.66610438259534,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100580000,residential,single_pin_single_card,17221100580000,1,2002,1,1970,922,295,1722110058000012022,NA,NA,assessor_row:1722110058000012022,assessor_row:1722110058000012022,assessor_row:1722110058000012022,assessor_row:1722110058000012022,160.52902457233415,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100590000,residential,single_pin_single_card,17221100590000,1,2003,1,1970,922,295,1722110059000012022,NA,NA,assessor_row:1722110059000012022,assessor_row:1722110059000012022,assessor_row:1722110059000012022,assessor_row:1722110059000012022,411.0234541897862,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100600000,residential,single_pin_single_card,17221100600000,1,2003,1,1970,922,295,1722110060000012022,NA,NA,assessor_row:1722110060000012022,assessor_row:1722110060000012022,assessor_row:1722110060000012022,assessor_row:1722110060000012022,407.25984360790096,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100610000,residential,single_pin_single_card,17221100610000,1,2003,1,1970,922,295,1722110061000012022,NA,NA,assessor_row:1722110061000012022,assessor_row:1722110061000012022,assessor_row:1722110061000012022,assessor_row:1722110061000012022,403.5682499111237,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100620000,residential,single_pin_single_card,17221100620000,1,2003,1,1970,926,295,1722110062000012022,NA,NA,assessor_row:1722110062000012022,assessor_row:1722110062000012022,assessor_row:1722110062000012022,assessor_row:1722110062000012022,399.9431373503989,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100630000,residential,single_pin_single_card,17221100630000,1,2002,1,1993,1956,295,1722110063000012022,NA,NA,assessor_row:1722110063000012022,assessor_row:1722110063000012022,assessor_row:1722110063000012022,assessor_row:1722110063000012022,157.51148397186395,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100640000,residential,single_pin_single_card,17221100640000,1,2003,1,1993,1681,295,1722110064000012022,NA,NA,assessor_row:1722110064000012022,assessor_row:1722110064000012022,assessor_row:1722110064000012022,assessor_row:1722110064000012022,394.1196182750161,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100650000,residential,single_pin_single_card,17221100650000,1,2003,1,1970,921,295,1722110065000012022,NA,NA,assessor_row:1722110065000012022,assessor_row:1722110065000012022,assessor_row:1722110065000012022,assessor_row:1722110065000012022,403.66612725078295,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100660000,residential,single_pin_single_card,17221100660000,1,2003,1,1970,915,295,1722110066000012022,NA,NA,assessor_row:1722110066000012022,assessor_row:1722110066000012022,assessor_row:1722110066000012022,assessor_row:1722110066000012022,407.8772335074184,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100670000,residential,single_pin_single_card,17221100670000,1,2003,1,1970,915,295,1722110067000012022,NA,NA,assessor_row:1722110067000012022,assessor_row:1722110067000012022,assessor_row:1722110067000012022,assessor_row:1722110067000012022,412.1552514170093,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100680000,residential,single_pin_single_card,17221100680000,1,2003,1,1970,915,295,1722110068000012022,NA,NA,assessor_row:1722110068000012022,assessor_row:1722110068000012022,assessor_row:1722110068000012022,assessor_row:1722110068000012022,416.50129100657495,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100690000,residential,single_pin_single_card,17221100690000,1,2003,1,1970,992,295,1722110069000012022,NA,NA,assessor_row:1722110069000012022,assessor_row:1722110069000012022,assessor_row:1722110069000012022,assessor_row:1722110069000012022,420.8533143243276,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100710000,residential,single_pin_single_card,17221100710000,1,2003,1,1970,992,295,1722110071000012022,NA,NA,assessor_row:1722110071000012022,assessor_row:1722110071000012022,assessor_row:1722110071000012022,assessor_row:1722110071000012022,426.937377340102,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100720000,residential,single_pin_single_card,17221100720000,1,2003,1,1970,915,295,1722110072000012022,NA,NA,assessor_row:1722110072000012022,assessor_row:1722110072000012022,assessor_row:1722110072000012022,assessor_row:1722110072000012022,431.8172381063478,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100730000,residential,single_pin_single_card,17221100730000,1,2003,1,1970,915,295,1722110073000012022,NA,NA,assessor_row:1722110073000012022,assessor_row:1722110073000012022,assessor_row:1722110073000012022,assessor_row:1722110073000012022,436.2756614922877,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100740000,residential,single_pin_single_card,17221100740000,1,2003,1,1970,915,295,1722110074000012022,NA,NA,assessor_row:1722110074000012022,assessor_row:1722110074000012022,assessor_row:1722110074000012022,assessor_row:1722110074000012022,440.7573026139793,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100750000,residential,single_pin_single_card,17221100750000,1,2003,1,1970,915,295,1722110075000012022,NA,NA,assessor_row:1722110075000012022,assessor_row:1722110075000012022,assessor_row:1722110075000012022,assessor_row:1722110075000012022,445.2614105686752,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100760000,residential,single_pin_single_card,17221100760000,1,2003,1,2041,1245,295,1722110076000012022,NA,NA,assessor_row:1722110076000012022,assessor_row:1722110076000012022,assessor_row:1722110076000012022,assessor_row:1722110076000012022,450.5896973135888,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_17221100770000,residential,single_pin_single_card,17221100770000,1,2005,1,3958,2552,295,1722110077000012022,NA,NA,assessor_row:1722110077000012022,assessor_row:1722110077000012022,assessor_row:1722110077000012022,assessor_row:1722110077000012022,460.36463030237945,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
