project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_13364210070000,residential,single_pin_single_card,13364210070000,1,1999,1,2265,3125,278,1336421007000012022,NA,NA,assessor_row:1336421007000012022,assessor_row:1336421007000012022,assessor_row:1336421007000012022,assessor_row:1336421007000012022,312.1062793498811,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210080000,residential,single_pin_single_card,13364210080000,1,2000,1,2284,3125,278,1336421008000012022,NA,NA,assessor_row:1336421008000012022,assessor_row:1336421008000012022,assessor_row:1336421008000012022,assessor_row:1336421008000012022,304.5249612152937,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210090000,residential,single_pin_single_card,13364210090000,1,2002,1,2278,3125,278,1336421009000012022,NA,NA,assessor_row:1336421009000012022,assessor_row:1336421009000012022,assessor_row:1336421009000012022,assessor_row:1336421009000012022,296.94083454581545,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210100000,residential,single_pin_single_card,13364210100000,1,2013,1,2304,3125,278,1336421010000012022,permit_chain_100505010,100505010,issued_permit_chain:permit_chain_100505010,assessor_row:1336421010000012022,assessor_row:1336421010000012022,assessor_row:1336421010000012022,292.71418733721003,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364210110000,residential,single_pin_single_card,13364210110000,1,2011,1,2304,3125,278,1336421011000012022,permit_chain_100504993,100504993,assessor_row:1336421011000012022,assessor_row:1336421011000012022,assessor_row:1336421011000012022,assessor_row:1336421011000012022,285.09453288177065,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364210120000,residential,single_pin_single_card,13364210120000,1,2013,1,2304,3125,278,1336421012000012022,permit_chain_100504984,100504984,issued_permit_chain:permit_chain_100504984,assessor_row:1336421012000012022,assessor_row:1336421012000012022,assessor_row:1336421012000012022,277.4744995309764,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364210140000,residential,single_pin_single_card,13364210140000,1,2002,1,2710,3125,278,1336421014000012022,NA,NA,assessor_row:1336421014000012022,assessor_row:1336421014000012022,assessor_row:1336421014000012022,assessor_row:1336421014000012022,259.03417089906355,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210200000,residential,single_pin_single_card,13364210200000,1,2005,1,2375,3125,278,1336421020000012022,NA,NA,assessor_row:1336421020000012022,assessor_row:1336421020000012022,assessor_row:1336421020000012022,assessor_row:1336421020000012022,216.51609802839357,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210230000,residential,single_pin_single_card,13364210230000,1,2002,1,2307,3125,278,1336421023000012022,NA,NA,assessor_row:1336421023000012022,assessor_row:1336421023000012022,assessor_row:1336421023000012022,assessor_row:1336421023000012022,293.1564465122673,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210240000,residential,single_pin_single_card,13364210240000,1,2003,1,2358,3125,278,1336421024000012022,NA,NA,assessor_row:1336421024000012022,assessor_row:1336421024000012022,assessor_row:1336421024000012022,assessor_row:1336421024000012022,292.5378289304666,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210250000,residential,single_pin_single_card,13364210250000,1,2002,1,2327,3125,278,1336421025000012022,NA,NA,assessor_row:1336421025000012022,assessor_row:1336421025000012022,assessor_row:1336421025000012022,assessor_row:1336421025000012022,277.9203707468683,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210260000,residential,single_pin_single_card,13364210260000,1,2004,1,2349,3125,278,1336421026000012022,NA,NA,assessor_row:1336421026000012022,assessor_row:1336421026000012022,assessor_row:1336421026000012022,assessor_row:1336421026000012022,277.2984841665443,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210300000,residential,single_pin_single_card,13364210300000,1,2006,1,2660,3125,278,1336421030000012022,NA,NA,assessor_row:1336421030000012022,assessor_row:1336421030000012022,assessor_row:1336421030000012022,assessor_row:1336421030000012022,246.8195469657127,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364210310000,residential,single_pin_single_card,13364210310000,1,2005,1,2660,3125,278,1336421031000012022,NA,NA,assessor_row:1336421031000012022,assessor_row:1336421031000012022,assessor_row:1336421031000012022,assessor_row:1336421031000012022,239.199694173036,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364210340000,residential,single_pin_single_card,13364210340000,1,2003,1,2092,2250,278,1336421034000012022,NA,NA,assessor_row:1336421034000012022,assessor_row:1336421034000012022,assessor_row:1336421034000012022,assessor_row:1336421034000012022,223.93669280570532,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220050000,residential,single_pin_single_card,13364220050000,1,2019,1,2356,3125,278,1336422005000012022,permit_chain_100681894,100681894,assessor_row:1336422005000012022,assessor_row:1336422005000012022,assessor_row:1336422005000012022,assessor_row:1336422005000012022,274.7460699413119,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220100000,residential,single_pin_single_card,13364220100000,1,1999,1,2104,3125,278,1336422010000012022,NA,NA,assessor_row:1336422010000012022,assessor_row:1336422010000012022,assessor_row:1336422010000012022,assessor_row:1336422010000012022,304.18761500863883,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220110000,residential,single_pin_single_card,13364220110000,1,2005,1,2593,3125,278,1336422011000012022,NA,NA,assessor_row:1336422011000012022,assessor_row:1336422011000012022,assessor_row:1336422011000012022,assessor_row:1336422011000012022,299.72038846773114,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220160000,residential,single_pin_single_card,13364220160000,1,2004,1,2284,3125,278,1336422016000012022,NA,NA,assessor_row:1336422016000012022,assessor_row:1336422016000012022,assessor_row:1336422016000012022,assessor_row:1336422016000012022,261.6217401193951,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220200000,residential,single_pin_single_card,13364220200000,1,2015,1,2631,3125,278,1336422020000012022,permit_chain_100611609,100611609,issued_permit_chain:permit_chain_100611609,assessor_row:1336422020000012022,assessor_row:1336422020000012022,assessor_row:1336422020000012022,231.14274211079297,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364220250000,residential,single_pin_single_card,13364220250000,1,2014,1,2814,3125,278,1336422025000012022,permit_chain_100558327,100558327,assessor_row:1336422025000012022,assessor_row:1336422025000012022,assessor_row:1336422025000012022,assessor_row:1336422025000012022,352.68393360644984,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220280000,residential,single_pin_single_card,13364220280000,1,2005,1,2459,3125,278,1336422028000012022,NA,NA,assessor_row:1336422028000012022,assessor_row:1336422028000012022,assessor_row:1336422028000012022,assessor_row:1336422028000012022,329.97777749904395,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220290000,residential,single_pin_single_card,13364220290000,1,2011,1,2308,3125,278,1336422029000012022,permit_chain_100477741,100477741,assessor_row:1336422029000012022,assessor_row:1336422029000012022,assessor_row:1336422029000012022,assessor_row:1336422029000012022,322.3582361169931,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220310000,residential,single_pin_single_card,13364220310000,1,2019,1,2600,3125,278,1336422031000012022,permit_chain_100712467,100712467,assessor_row:1336422031000012022,assessor_row:1336422031000012022,assessor_row:1336422031000012022,assessor_row:1336422031000012022,231.7626435761196,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220390000,residential,single_pin_single_card,13364220390000,1,2008,1,2613,3125,278,1336422039000012022,permit_chain_100327634,100327634,assessor_row:1336422039000012022,assessor_row:1336422039000012022,assessor_row:1336422039000012022,assessor_row:1336422039000012022,246.1595529711348,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220430000,residential,single_pin_single_card,13364220430000,1,1999,1,2052,3125,278,1336422043000012022,NA,NA,assessor_row:1336422043000012022,assessor_row:1336422043000012022,assessor_row:1336422043000012022,assessor_row:1336422043000012022,217.9175965058301,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364220480000,residential,single_pin_single_card,13364220480000,1,2015,1,2602,3128,278,1336422048000012022,NA,NA,assessor_row:1336422048000012022,assessor_row:1336422048000012022,assessor_row:1336422048000012022,assessor_row:1336422048000012022,274.80430975954266,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220500000,residential,single_pin_single_card,13364220500000,1,2007,1,2870,1894,295,1336422050000012022,NA,NA,reviewed_construction_year:residential_13364220500000,assessor_row:1336422050000012022,assessor_row:1336422050000012022,assessor_row:1336422050000012022,364.0063693535133,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220510000,residential,single_pin_single_card,13364220510000,1,2007,1,2870,1299,295,1336422051000012022,NA,NA,reviewed_construction_year:residential_13364220510000,assessor_row:1336422051000012022,assessor_row:1336422051000012022,assessor_row:1336422051000012022,364.00145673627986,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220520000,residential,single_pin_single_card,13364220520000,1,2007,1,2870,1307,295,1336422052000012022,NA,NA,reviewed_construction_year:residential_13364220520000,assessor_row:1336422052000012022,assessor_row:1336422052000012022,assessor_row:1336422052000012022,363.996775810453,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220530000,residential,single_pin_single_card,13364220530000,1,2007,1,2870,1783,295,1336422053000012022,NA,NA,reviewed_construction_year:residential_13364220530000,assessor_row:1336422053000012022,assessor_row:1336422053000012022,assessor_row:1336422053000012022,363.9912759572796,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220540000,residential,single_pin_single_card,13364220540000,1,2007,1,2870,1929,295,1336422054000012022,NA,NA,reviewed_construction_year:residential_13364220540000,assessor_row:1336422054000012022,assessor_row:1336422054000012022,assessor_row:1336422054000012022,384.99479388017136,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220550000,residential,single_pin_single_card,13364220550000,1,2007,1,2870,1325,295,1336422055000012022,NA,NA,reviewed_construction_year:residential_13364220550000,assessor_row:1336422055000012022,assessor_row:1336422055000012022,assessor_row:1336422055000012022,384.9843527254689,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220560000,residential,single_pin_single_card,13364220560000,1,2007,1,2870,1342,295,1336422056000012022,NA,NA,reviewed_construction_year:residential_13364220560000,assessor_row:1336422056000012022,assessor_row:1336422056000012022,assessor_row:1336422056000012022,384.9743071684523,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364220570000,residential,single_pin_single_card,13364220570000,1,2007,1,2870,1836,295,1336422057000012022,NA,NA,reviewed_construction_year:residential_13364220570000,assessor_row:1336422057000012022,assessor_row:1336422057000012022,assessor_row:1336422057000012022,384.9648064471212,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230050000,residential,single_pin_single_card,13364230050000,1,1999,1,2001,2976,278,1336423005000012022,NA,NA,assessor_row:1336423005000012022,assessor_row:1336423005000012022,assessor_row:1336423005000012022,assessor_row:1336423005000012022,367.43298277883264,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364230070000,residential,single_pin_single_card,13364230070000,1,1999,1,2052,2976,278,1336423007000012022,NA,NA,assessor_row:1336423007000012022,assessor_row:1336423007000012022,assessor_row:1336423007000012022,assessor_row:1336423007000012022,352.90010982651893,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364230100000,residential,single_pin_single_card,13364230100000,1,2006,1,2584,2976,278,1336423010000012022,NA,NA,assessor_row:1336423010000012022,assessor_row:1336423010000012022,assessor_row:1336423010000012022,assessor_row:1336423010000012022,317.1639834230987,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230120000,residential,single_pin_single_card,13364230120000,1,1999,1,2225,2976,278,1336423012000012022,NA,NA,assessor_row:1336423012000012022,assessor_row:1336423012000012022,assessor_row:1336423012000012022,assessor_row:1336423012000012022,309.30515246043956,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364230150000,residential,single_pin_single_card,13364230150000,1,2018,1,2197,2976,278,1336423015000012022,NA,NA,assessor_row:1336423015000012022,assessor_row:1336423015000012022,assessor_row:1336423015000012022,assessor_row:1336423015000012022,173.48219176732826,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230160000,residential,single_pin_single_card,13364230160000,1,2014,1,2113,2976,278,1336423016000012022,NA,NA,assessor_row:1336423016000012022,assessor_row:1336423016000012022,assessor_row:1336423016000012022,assessor_row:1336423016000012022,273.49704901377555,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230210000,residential,single_pin_single_card,13364230210000,1,2014,1,2485,2976,278,1336423021000012022,permit_chain_100648194,100648194,assessor_row:1336423021000012022,assessor_row:1336423021000012022,assessor_row:1336423021000012022,assessor_row:1336423021000012022,229.9120961034246,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230240000,residential,single_pin_single_card,13364230240000,1,2014,1,2489,2976,278,1336423024000012022,permit_chain_100548320,100548320,assessor_row:1336423024000012022,assessor_row:1336423024000012022,assessor_row:1336423024000012022,assessor_row:1336423024000012022,362.38267290447936,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230250000,residential,single_pin_single_card,13364230250000,1,2014,1,2489,2976,278,1336423025000012022,permit_chain_100548348,100548348,assessor_row:1336423025000012022,assessor_row:1336423025000012022,assessor_row:1336423025000012022,assessor_row:1336423025000012022,365.49929988503953,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230260000,residential,single_pin_single_card,13364230260000,1,2014,1,2651,2976,278,1336423026000012022,permit_chain_100641395,100641395,assessor_row:1336423026000012022,assessor_row:1336423026000012022,assessor_row:1336423026000012022,assessor_row:1336423026000012022,368.7360296779707,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230290000,residential,single_pin_single_card,13364230290000,1,2014,1,2280,2976,278,1336423029000012022,NA,NA,assessor_row:1336423029000012022,assessor_row:1336423029000012022,assessor_row:1336423029000012022,assessor_row:1336423029000012022,359.4582190367358,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230300000,residential,single_pin_single_card,13364230300000,1,2011,1,2380,2976,278,1336423030000012022,permit_chain_100489007,100489007,assessor_row:1336423030000012022,assessor_row:1336423030000012022,assessor_row:1336423030000012022,assessor_row:1336423030000012022,352.2980860705079,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230310000,residential,single_pin_single_card,13364230310000,1,1999,1,2111,2976,278,1336423031000012022,NA,NA,assessor_row:1336423031000012022,assessor_row:1336423031000012022,assessor_row:1336423031000012022,assessor_row:1336423031000012022,352.6095349475475,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364230320000,residential,single_pin_single_card,13364230320000,1,2008,1,2264,2976,278,1336423032000012022,NA,NA,assessor_row:1336423032000012022,assessor_row:1336423032000012022,assessor_row:1336423032000012022,assessor_row:1336423032000012022,337.9976500123505,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230330000,residential,single_pin_single_card,13364230330000,1,2008,1,2322,2976,278,1336423033000012022,NA,NA,assessor_row:1336423033000012022,assessor_row:1336423033000012022,assessor_row:1336423033000012022,assessor_row:1336423033000012022,330.85826275286735,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230340000,residential,single_pin_single_card,13364230340000,1,2016,1,2682,2976,278,1336423034000012022,NA,NA,assessor_row:1336423034000012022,assessor_row:1336423034000012022,assessor_row:1336423034000012022,assessor_row:1336423034000012022,130.262846198354,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364230410000,residential,single_pin_single_card,13364230410000,1,2023,1,2477,2976,278,1336423041000022025,permit_chain_100963830,100963830,assessor_row:1336423041000022025,assessor_row:1336423041000022025,assessor_row:1336423041000022025,assessor_row:1336423041000022025,130.35271031486832,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364240080000,residential,single_pin_single_card,13364240080000,1,2006,1,2204,2976,278,1336424008000012022,NA,NA,assessor_row:1336424008000012022,assessor_row:1336424008000012022,assessor_row:1336424008000012022,assessor_row:1336424008000012022,338.769417050999,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364240090000,residential,single_pin_single_card,13364240090000,1,2008,1,2477,2976,278,1336424009000012022,permit_chain_100355905,100355905,assessor_row:1336424009000012022,assessor_row:1336424009000012022,assessor_row:1336424009000012022,assessor_row:1336424009000012022,343.20686895488365,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364240100000,residential,single_pin_single_card,13364240100000,1,2000,1,2234,2976,278,1336424010000012022,NA,NA,assessor_row:1336424010000012022,assessor_row:1336424010000012022,assessor_row:1336424010000012022,assessor_row:1336424010000012022,349.1797403958683,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364240130000,residential,single_pin_single_card,13364240130000,1,2021,2,5150,2976,211,1336424013000012022,permit_chain_100762580,100762580,assessor_row:1336424013000012022,assessor_row:1336424013000012022,assessor_row:1336424013000012022,assessor_row:1336424013000012022,72.17783648168061,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364240240000,residential,single_pin_single_card,13364240240000,1,2000,1,1612,2666,207,1336424024000012022,NA,NA,assessor_row:1336424024000012022,assessor_row:1336424024000012022,assessor_row:1336424024000012022,assessor_row:1336424024000012022,265.3840696695164,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364240250000,residential,single_pin_single_card,13364240250000,1,2008,1,2304,2666,278,1336424025000012022,NA,NA,assessor_row:1336424025000012022,assessor_row:1336424025000012022,assessor_row:1336424025000012022,assessor_row:1336424025000012022,250.7819835226201,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364250160000,residential,single_pin_single_card,13364250160000,1,1999,1,2052,3150,278,1336425016000012022,NA,NA,assessor_row:1336425016000012022,assessor_row:1336425016000012022,assessor_row:1336425016000012022,assessor_row:1336425016000012022,187.79629649048067,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364250170000,residential,single_pin_single_card,13364250170000,1,2000,1,2052,3150,278,1336425017000012022,NA,NA,assessor_row:1336425017000012022,assessor_row:1336425017000012022,assessor_row:1336425017000012022,assessor_row:1336425017000012022,180.17380722847403,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364260180000,residential,single_pin_single_card,13364260180000,1,2011,1,2248,3150,278,1336426018000012022,permit_chain_100497571,100497571,assessor_row:1336426018000012022,assessor_row:1336426018000012022,assessor_row:1336426018000012022,assessor_row:1336426018000012022,189.25147204610852,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364260230000,residential,single_pin_single_card,13364260230000,1,2013,1,2033,3099,278,1336426023000012022,permit_chain_100493742,100493742,assessor_row:1336426023000012022,assessor_row:1336426023000012022,assessor_row:1336426023000012022,assessor_row:1336426023000012022,151.2099581560513,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364270210000,residential,single_pin_single_card,13364270210000,1,2013,1,1846,3125,207,1336427021000012022,permit_chain_100442874,100442874,assessor_row:1336427021000012022,assessor_row:1336427021000012022,assessor_row:1336427021000012022,assessor_row:1336427021000012022,149.1320686644737,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364270280000,residential,single_pin_single_card,13364270280000,1,2012,1,1990,3125,207,1336427028000012022,permit_chain_100444880,100444880,issued_permit_chain:permit_chain_100444880,assessor_row:1336427028000012022,assessor_row:1336427028000012022,assessor_row:1336427028000012022,94.42410564625504,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364270290000,residential,single_pin_single_card,13364270290000,1,1999,1,2052,3125,278,1336427029000012022,NA,NA,assessor_row:1336427029000012022,assessor_row:1336427029000012022,assessor_row:1336427029000012022,assessor_row:1336427029000012022,88.04997135191078,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364270420000,residential,single_pin_single_card,13364270420000,1,2012,2,3071,3622,211,1336427042000012022,NA,NA,assessor_row:1336427042000012022,assessor_row:1336427042000012022,assessor_row:1336427042000012022,assessor_row:1336427042000012022,70.98140620372995,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364270430000,residential,single_pin_single_card,13364270430000,1,2012,2,3078,3531,211,1336427043000012022,NA,NA,assessor_row:1336427043000012022,assessor_row:1336427043000012022,assessor_row:1336427043000012022,assessor_row:1336427043000012022,78.70831485391312,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364270440000,residential,single_pin_single_card,13364270440000,1,2012,2,3071,3525,211,1336427044000012022,NA,NA,assessor_row:1336427044000012022,assessor_row:1336427044000012022,assessor_row:1336427044000012022,assessor_row:1336427044000012022,70.11135525240036,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364280010000,residential,single_pin_single_card,13364280010000,1,1999,2,2322,5500,211,1336428001000012022,NA,NA,assessor_row:1336428001000012022,assessor_row:1336428001000012022,assessor_row:1336428001000012022,assessor_row:1336428001000012022,187.95396630596017,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364280050000,residential,single_pin_single_card,13364280050000,1,2005,1,2520,3000,278,1336428005000012022,NA,NA,assessor_row:1336428005000012022,assessor_row:1336428005000012022,assessor_row:1336428005000012022,assessor_row:1336428005000012022,151.67138276534322,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364280060000,residential,single_pin_single_card,13364280060000,1,2006,1,2550,3000,278,1336428006000012022,NA,NA,assessor_row:1336428006000012022,assessor_row:1336428006000012022,assessor_row:1336428006000012022,assessor_row:1336428006000012022,144.30624780816862,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364280080000,residential,single_pin_single_card,13364280080000,1,2005,1,2638,3000,278,1336428008000012022,NA,NA,assessor_row:1336428008000012022,assessor_row:1336428008000012022,assessor_row:1336428008000012022,assessor_row:1336428008000012022,129.58032762726893,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364280090000,residential,single_pin_single_card,13364280090000,1,2005,1,2638,3000,278,1336428009000012022,NA,NA,assessor_row:1336428009000012022,assessor_row:1336428009000012022,assessor_row:1336428009000012022,assessor_row:1336428009000012022,122.21992991813272,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364280100000,residential,single_pin_single_card,13364280100000,1,2005,1,2124,3000,278,1336428010000012022,NA,NA,assessor_row:1336428010000012022,assessor_row:1336428010000012022,assessor_row:1336428010000012022,assessor_row:1336428010000012022,114.85931994648452,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364280120000,residential,single_pin_single_card,13364280120000,1,2004,1,2124,3025,278,1336428012000012022,NA,NA,assessor_row:1336428012000012022,assessor_row:1336428012000012022,assessor_row:1336428012000012022,assessor_row:1336428012000012022,100.0984955002928,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364290130000,residential,single_pin_single_card,13364290130000,1,2012,1,1804,3000,207,1336429013000012022,permit_chain_100447162,100447162,issued_permit_chain:permit_chain_100447162,assessor_row:1336429013000012022,assessor_row:1336429013000012022,assessor_row:1336429013000012022,82.6804296778144,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364300020000,residential,single_pin_single_card,13364300020000,1,2012,1,1782,3125,207,1336430002000012022,permit_chain_100428500,100428500,issued_permit_chain:permit_chain_100428500,assessor_row:1336430002000012022,assessor_row:1336430002000012022,assessor_row:1336430002000012022,179.98743163179324,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364300030000,residential,single_pin_single_card,13364300030000,1,2012,1,1782,3125,207,1336430003000012022,permit_chain_100428494,100428494,issued_permit_chain:permit_chain_100428494,assessor_row:1336430003000012022,assessor_row:1336430003000012022,assessor_row:1336430003000012022,172.36754358338362,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364300050000,residential,single_pin_single_card,13364300050000,1,2001,1,2242,3125,278,1336430005000012022,NA,NA,assessor_row:1336430005000012022,assessor_row:1336430005000012022,assessor_row:1336430005000012022,assessor_row:1336430005000012022,154.96568609483634,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364300120000,residential,single_pin_single_card,13364300120000,1,2012,1,1682,3000,207,1336430012000012022,permit_chain_100438639,100438639,issued_permit_chain:permit_chain_100438639,assessor_row:1336430012000012022,assessor_row:1336430012000012022,assessor_row:1336430012000012022,104.2433099171962,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364300130000,residential,single_pin_single_card,13364300130000,1,2015,1,1950,3000,207,1336430013000012022,permit_chain_100609477,100609477,issued_permit_chain:permit_chain_100609477,assessor_row:1336430013000012022,assessor_row:1336430013000012022,assessor_row:1336430013000012022,96.92847041290528,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364300180000,residential,single_pin_single_card,13364300180000,1,2003,1,1410,3320,207,1336430018000012022,NA,NA,assessor_row:1336430018000012022,assessor_row:1336430018000012022,assessor_row:1336430018000012022,assessor_row:1336430018000012022,187.71782449911717,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364300190000,residential,single_pin_single_card,13364300190000,1,2006,1,2886,3125,278,1336430019000012022,NA,NA,assessor_row:1336430019000012022,assessor_row:1336430019000012022,assessor_row:1336430019000012022,assessor_row:1336430019000012022,179.8694124256091,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364300200000,residential,single_pin_single_card,13364300200000,1,2006,1,2730,3125,278,1336430020000012022,NA,NA,assessor_row:1336430020000012022,assessor_row:1336430020000012022,assessor_row:1336430020000012022,assessor_row:1336430020000012022,172.2496226107528,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364300220000,residential,single_pin_single_card,13364300220000,1,1999,1,2274,3125,278,1336430022000012022,NA,NA,assessor_row:1336430022000012022,assessor_row:1336430022000012022,assessor_row:1336430022000012022,assessor_row:1336430022000012022,159.63709480497306,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364300230000,residential,single_pin_single_card,13364300230000,1,2006,1,2886,3125,278,1336430023000012022,NA,NA,assessor_row:1336430023000012022,assessor_row:1336430023000012022,assessor_row:1336430023000012022,assessor_row:1336430023000012022,149.39170054937503,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364300290000,residential,single_pin_single_card,13364300290000,1,2000,1,2170,3000,278,1336430029000012022,NA,NA,assessor_row:1336430029000012022,assessor_row:1336430029000012022,assessor_row:1336430029000012022,assessor_row:1336430029000012022,107.10931043807932,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364300440000,residential,single_pin_single_card,13364300440000,1,2003,1,2359,3781,278,1336430044000012022,NA,NA,assessor_row:1336430044000012022,assessor_row:1336430044000012022,assessor_row:1336430044000012022,assessor_row:1336430044000012022,61.35379948283563,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
