pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change,candidate_pins_under_pin10,new_construction_permits_under_pin10,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,unique_pin10_permit_match,build_minus_permit_year,permit_supports_new_year,permit_postdates_previous_reported_year,candidate_type
14293160140000,1429316014,1,1,2005,1898,2002,pre_1999_to_post_1999,1701,2190,1.2874779541446209,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293180210000,1429318021,1,1,2016,1893,2014,pre_1999_to_post_1999,2172,3503,1.6127992633517496,2625,2625,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2598088,2014-10-24,2014,2014-10-24,1,COMPLETE,2422 N GREENVIEW AVE,"ERECT WOOD FRAME 3-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, DETACHED 2-CAR PRIVATE GARAGE PER PLANS",TRUE,0,TRUE,TRUE,old_building_to_new_building
14293190020000,1429319002,1,1,2014,1888,2011,pre_1999_to_post_1999,1415,2764,1.953356890459364,3042,3042,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2494400,2013-09-10,2013,2013-10-01,1,COMPLETE,2455 N GREENVIEW AVE,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK, DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION)  AS PER PLAN.  (SUBJECT TO AUDIT & FIELD INSPECTION)",TRUE,-2,FALSE,FALSE,old_building_to_new_building
14293190050000,1429319005,1,1,2018,1886,2017,pre_1999_to_post_1999,1688,2586,1.5319905213270142,2925,2925,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2783708,2017-01-11,2017,2017-01-11,1,COMPLETE,2447 N GREENVIEW AVE,SELF CERTIFICATION REVIEW: ERECT SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR GARAGE WITH ROOF TOP DECK (3B CONSTRUCTION) AS PER PLAN.,TRUE,0,TRUE,TRUE,old_building_to_new_building
14293190100000,1429319010,1,1,2014,1888,2011,pre_1999_to_post_1999,2262,2986,1.3200707338638373,NA,2925,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2424463,2013-01-16,2013,2013-01-16,1,COMPLETE,2433 N GREENVIEW AVE,"SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH ROOF TOP DECK,  DETACHED 2 CAR FRAME GARAGE (4A CONSTRUCTION) WITH ROOF TOP DECK AS PER PLAN.",TRUE,-2,FALSE,FALSE,old_building_to_new_building
14293190140000,1429319014,1,1,2001,1884,1999,pre_1999_to_post_1999,1905,2564,1.3459317585301838,NA,NA,NA,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293190150000,1429319015,1,1,2022,1881,2022,pre_1999_to_post_1999,2142,2525,1.1788048552754435,2925,2925,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,1,3201920,2021-08-19,2021,2021-09-29,1,COMPLETE,2419 N GREENVIEW AVE,SPR 2019 CBC. NEW 2 STORY FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT. NEW FRAME 2 CAR GARAGE WITH ROOFTOP DECK. NEW 250 LF OF 6 FT HIGH WOOD FENCE. ALL WORK AS PER PLANS.,TRUE,1,TRUE,TRUE,old_building_to_new_building
14293190170000,1429319017,1,1,2007,1873,2005,pre_1999_to_post_1999,1504,2863,1.903590425531915,NA,2905,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293190270000,1429319027,1,1,2001,1885,1999,pre_1999_to_post_1999,740,2723,3.6797297297297296,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293190280000,1429319028,1,1,2017,1885,2014,pre_1999_to_post_1999,3300,2458,0.7448484848484849,2925,2925,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2731099,2016-03-08,2016,2016-05-10,1,COMPLETE,2432 N JANSSEN AVE,"ERECT A 2 STORY  , IVA FRAME  SINGLE FAMILY RESIDENCE  WITH BASEMENT  AND  2 CAR DETACHED GARAGE PER PLANS",TRUE,-2,FALSE,FALSE,old_building_to_new_building
14293190290000,1429319029,1,1,2017,1886,2014,pre_1999_to_post_1999,4122,2458,0.5963124696749151,2925,2925,4,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2731091,2016-03-30,2016,2016-05-10,1,COMPLETE,2430 N JANSSEN AVE,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED GARAGE PER PLANS",TRUE,-2,FALSE,FALSE,old_building_to_new_building
14293190300000,1429319030,1,1,2017,1886,2014,pre_1999_to_post_1999,4150,2478,0.5971084337349397,2925,2925,5,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293190310000,1429319031,1,1,2016,1888,2014,pre_1999_to_post_1999,2132,3516,1.6491557223264541,2925,2925,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2652555,2015-05-14,2015,2015-07-24,1,COMPLETE,2424 N JANSSEN AVE,"NEW CONSTRUCTION  SFR - THREE STORY MASONRY WITH BASEMENT, ROOF DECK, REAR OPEN DECK AND MASONRY DETACHED 2-CAR PRIVATE GARAGE WITH ROOF DECK AND ENCLOSED STAIRS PER PLANS",TRUE,-1,FALSE,FALSE,old_building_to_new_building
14293200020000,1429320002,1,1,2001,1891,1999,pre_1999_to_post_1999,2560,3782,1.47734375,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293200030000,1429320003,1,1,2001,1888,1999,pre_1999_to_post_1999,1702,3782,2.2220916568742655,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293200050000,1429320005,1,1,2007,1892,2006,pre_1999_to_post_1999,3360,4473,1.33125,3250,3250,5,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293200120000,1429320012,1,1,2015,1888,2014,pre_1999_to_post_1999,2730,2908,1.0652014652014652,3250,3250,5,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2586780,2014-09-12,2014,2014-09-18,1,COMPLETE,2431 N JANSSEN AVE,"ERECT A 2 STORY ,IVA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR GARAGE PER PLANS",TRUE,0,TRUE,TRUE,old_building_to_new_building
14293200150000,1429320015,1,1,2011,1888,2008,pre_1999_to_post_1999,2730,3736,1.3684981684981685,3250,3250,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293200160000,1429320016,1,1,2003,1888,2002,pre_1999_to_post_1999,1006,5105,5.07455268389662,NA,NA,0,0,Single-Family,Single-Family,1 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293200240000,1429320024,1,1,2003,1888,2002,pre_1999_to_post_1999,2948,4675,1.585820895522388,NA,NA,4,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210100000,1429321010,1,1,2012,1883,2011,pre_1999_to_post_1999,1786,3993,2.2357222844344906,4200,4200,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2230219,2011-02-01,2011,2011-03-18,1,COMPLETE,2450 N SURREY CT,ERECT ONE (1) SINGLE FAMILY RESIDENCE WITH DETACHED GARAGE AS PER PLANS******** THIS PERMIT WILL BE VOIDED IF THE WRECKING PERMIT IS NOT OBTAINED WITHIN THIRTY DAYS FROM THE ISSUING DATE OF THE THIS PERMIT*******,TRUE,0,TRUE,TRUE,old_building_to_new_building
14293210110000,1429321011,1,1,2000,1885,1999,pre_1999_to_post_1999,2352,3900,1.6581632653061225,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210130000,1429321013,1,1,2003,1881,2002,pre_1999_to_post_1999,2268,5080,2.239858906525573,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210140000,1429321014,1,1,2015,1881,2014,pre_1999_to_post_1999,2208,3328,1.5072463768115942,4200,4200,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2574750,2014-07-23,2014,2014-11-19,1,COMPLETE,2438 N SURREY CT,ERECT NEW 2 STORY + BASEMENT SINGLE FAMILY RESIDENCE TYPE 4A CONSTRUCTION WITH DETACHED  GARAGE PER PLANS.   **SELF-CERTIFICATION PROJECT  -  CONDITIONAL PERMIT: SUBJECT TO AUDIT & FIELD INSPECTIONS**,TRUE,0,TRUE,TRUE,old_building_to_new_building
14293210160000,1429321016,1,1,2002,1881,1999,pre_1999_to_post_1999,3014,3438,1.1406768414067685,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210170000,1429321017,1,1,2004,1878,2003,pre_1999_to_post_1999,2744,3828,1.3950437317784257,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210180000,1429321018,1,1,2009,1881,2008,pre_1999_to_post_1999,1804,3686,2.043237250554324,4200,4200,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293210230000,1429321023,1,1,2000,1879,1999,pre_1999_to_post_1999,1440,3928,2.727777777777778,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293230020000,1429323002,1,1,2017,1908,2014,pre_1999_to_post_1999,1796,3183,1.772271714922049,3600,3600,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14293230030000,1429323003,1,1,2007,1908,2005,pre_1999_to_post_1999,1872,3460,1.8482905982905984,NA,3600,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294000090000,1429400009,1,1,2003,1877,2002,pre_1999_to_post_1999,1760,7265,4.127840909090909,NA,NA,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294000310000,1429400031,1,1,2002,1880,1999,pre_1999_to_post_1999,1449,2634,1.8178053830227743,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294000320000,1429400032,1,1,2002,1883,1999,pre_1999_to_post_1999,2075,2620,1.2626506024096384,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294020100000,1429402010,1,1,2004,1888,2002,pre_1999_to_post_1999,1216,3054,2.5115131578947367,NA,NA,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294030170000,1429403017,1,1,2008,1887,2006,pre_1999_to_post_1999,1480,4610,3.114864864864865,3500,3500,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294030230000,1429403023,1,1,2007,1881,2006,pre_1999_to_post_1999,1936,4935,2.5490702479338845,NA,3500,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294050200000,1429405020,1,1,2005,1916,2004,pre_1999_to_post_1999,3588,5588,1.5574136008918618,NA,NA,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294050210000,1429405021,1,1,2005,1916,2004,pre_1999_to_post_1999,3615,5588,1.5457814661134164,NA,NA,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294050220000,1429405022,1,1,2008,1916,2006,pre_1999_to_post_1999,2640,4915,1.8617424242424243,4059,4059,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294050280000,1429405028,1,1,2007,1898,2006,pre_1999_to_post_1999,2690,4774,1.7747211895910782,3690,3690,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294060160000,1429406016,1,1,2003,1898,2002,pre_1999_to_post_1999,2080,3417,1.6427884615384616,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294060250000,1429406025,1,1,2015,1893,2014,pre_1999_to_post_1999,1900,3495,1.8394736842105264,2976,2976,2,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294060260000,1429406026,1,1,2005,1888,2004,pre_1999_to_post_1999,1575,3588,2.278095238095238,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294060310000,1429406031,1,1,2000,1890,1999,pre_1999_to_post_1999,3120,3645,1.1682692307692308,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070080000,1429407008,1,1,2006,1888,2005,pre_1999_to_post_1999,1890,4209,2.226984126984127,NA,3100,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070160000,1429407016,1,1,2005,1888,2004,pre_1999_to_post_1999,2688,3734,1.3891369047619047,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070280000,1429407028,1,1,2001,1888,2000,pre_1999_to_post_1999,1720,3854,2.2406976744186045,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070320000,1429407032,1,1,2014,1893,2011,pre_1999_to_post_1999,2892,6314,2.1832641770401104,3100,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070360000,1429407036,1,1,2016,1918,2014,pre_1999_to_post_1999,2194,3672,1.6736554238833181,3100,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2539608,2014-05-16,2014,2014-05-16,1,COMPLETE,2633 N DAYTON ST,ERECT NEW SFR BRICK VENEER 3 STY PLUS BASEMENT RESIDENTIAL BUILDING WITH DETACHED MASONRY GARAGE.,TRUE,0,TRUE,TRUE,old_building_to_new_building
14294070410000,1429407041,1,1,2016,1888,2014,pre_1999_to_post_1999,2717,3889,1.431358115568642,3100,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2653024,2015-05-19,2015,2015-05-19,1,COMPLETE,2621 N DAYTON ST,THREE STORY FULLY SPRINKLERED IIIB MASONRY SINGLE  FAMILY RESIDENCE WITH BASEMENT AND TWO CAR DETACHED MASONRY PRIVATE GARAGE PERPLANS,TRUE,-1,FALSE,FALSE,old_building_to_new_building
14294070690000,1429407069,1,1,2004,1888,2003,pre_1999_to_post_1999,3549,6750,1.9019442096365173,NA,NA,2,4,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294070960000,1429407096,1,1,2009,1917,2006,pre_1999_to_post_1999,2205,7900,3.582766439909297,1650,1650,2,4,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294080060000,1429408006,1,1,2003,1893,2002,pre_1999_to_post_1999,2040,3230,1.5833333333333333,NA,NA,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294080070000,1429408007,1,1,2016,1898,2014,pre_1999_to_post_1999,2953,4028,1.364036572976634,3144,3144,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2677129,2015-09-14,2015,2015-09-14,1,COMPLETE,2641 N RACINE AVE,SELF CERTIFICATION REVIEW: ERECT MASONRY SINGLE FAMILY RESIDENCE (3B CONSTRUCTION) WITH DETACHED 2 CAR MASONRY GARAGE (3B CONSTRUCTION) AS PER PLAN.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
14294080090000,1429408009,1,1,2006,1888,2005,pre_1999_to_post_1999,1932,4285,2.2179089026915113,NA,3231,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294080110000,1429408011,1,1,2014,1888,2011,pre_1999_to_post_1999,1782,3593,2.016273849607183,3105,3105,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE,1,1,2498339,2013-09-09,2013,2013-09-30,1,COMPLETE,1143 W SCHUBERT AVE,SELF CERTIFICATION REVIEW: ERECT FRAME SINGLE FAMILY RESIDENCE (4A CONSTRUCTION) WITH DETACHED 2 CAR FRAME GARAGE WITH ROOF TOP DECK (4A CONSTRUCTION) AS PER PLAN.,TRUE,-2,FALSE,FALSE,old_building_to_new_building
14294080250000,1429408025,1,1,2016,1888,2014,pre_1999_to_post_1999,1980,3650,1.8434343434343434,3125,3125,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2669937,2015-07-18,2015,2015-09-16,1,COMPLETE,1130 W DRUMMOND PL,"PROPOSED A NEW MASONRY 3 STORY SINGLE FAMILY RESIDENCE W/ BASEMENT, DETACHED MASONRY 2 CAR GARAGE AND 6' PRIVACY FENCE ON THE WEST AND EAST SIDE OF PROPERTY PER PLANS.  DEMOLISH EXISTING 2-STORY FRAME BUILDING.  WRECKING PERMIT#.    **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",TRUE,-1,FALSE,FALSE,old_building_to_new_building
14294080260000,1429408026,1,1,2003,1939,2002,pre_1999_to_post_1999,1056,3000,2.840909090909091,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294080270000,1429408027,1,1,2005,1888,2004,pre_1999_to_post_1999,2024,3798,1.8764822134387351,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294080280000,1429408028,1,1,2005,1888,2003,pre_1999_to_post_1999,2100,3756,1.7885714285714285,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090020000,1429409002,1,1,2007,1888,2006,pre_1999_to_post_1999,2716,4305,1.5850515463917525,5250,5250,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090150000,1429409015,1,1,2002,1888,1999,pre_1999_to_post_1999,2100,3780,1.8,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090330000,1429409033,1,1,2001,1915,1999,pre_1999_to_post_1999,2699,5302,1.9644312708410523,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090370000,1429409037,1,1,2002,1888,1999,pre_1999_to_post_1999,1848,4732,2.5606060606060606,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090390000,1429409039,1,1,2021,1888,2021,pre_1999_to_post_1999,2990,5409,1.8090301003344482,4000,4000,5,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2945657,2019-06-03,2019,2020-01-29,1,COMPLETE,1106 W WRIGHTWOOD AVE,"CONSTRUCTION OF NEW 4 STORY 3B CONSTRUCTION SINGLE FAMILY RESIDENCE AND ATTACHED 3B  1 STORY 3B MASORY CONSTRUCTION GARAGE INCLUDING NEW ELECTRICAL, MECHANICAL, AND PLUMBING PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",TRUE,2,TRUE,TRUE,old_building_to_new_building
14294090400000,1429409040,1,1,2024,1886,2021,pre_1999_to_post_1999,2700,5523,2.0455555555555556,1550,1550,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294090430000,1429409043,1,1,2012,1893,2011,pre_1999_to_post_1999,2995,5100,1.7028380634390652,4080,4080,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2231750,2011-03-01,2011,2011-05-03,1,COMPLETE,1157 W DRUMMOND PL,NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY RESIDENCE WITH A BASEMENT AND ATTACHED THREE (3) CAR GARAGE AS PER PLANS.,TRUE,0,TRUE,TRUE,old_building_to_new_building
14294090440000,1429409044,1,1,2012,1888,2011,pre_1999_to_post_1999,1606,5100,3.175591531755915,1920,1920,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294100210000,1429410021,1,1,2009,1878,2008,pre_1999_to_post_1999,1456,2400,1.6483516483516483,NA,2700,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294100270000,1429410027,1,2,2005,1878,2004,pre_1999_to_post_1999,2975,3676,1.2356302521008404,NA,NA,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294120120000,1429412012,1,1,2021,1883,2021,pre_1999_to_post_1999,2378,3806,1.6005046257359126,3125,3125,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,1,2987358,2019-01-11,2019,2019-01-11,1,COMPLETE,2625 N WILTON AVE,SELF-CERT: NEW 3 STORY 3 UNIT MASONRY MULTI-FAMILY RESIDENCE WITH BASEMENT REAR PORCH   - NEW MASONRY GARAGE ALL PER PLANS. ***NO ROOF DECK ALLOWED - REMOVED FROM SCOPE***,TRUE,2,TRUE,TRUE,old_building_to_new_building
14294130020000,1429413002,1,1,2007,1888,2006,pre_1999_to_post_1999,1920,3822,1.990625,3062,3062,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
14294130120000,1429413012,1,1,2019,1888,2018,pre_1999_to_post_1999,2285,3622,1.585120350109409,3100,3100,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE,1,1,2847054,2017-06-13,2017,2017-06-13,1,COMPLETE,2631 N MILDRED AVE,"ERECT A 3 STORY , IIIB MASONRY SINGLE FAMILY RESIDENCE WITH BASEMENT AND 2 CAR DETACHED  GARAGE WITH ROOF DECK PER PLANS",TRUE,1,TRUE,TRUE,old_building_to_new_building
14294130160000,1429413016,1,1,2016,1888,2014,pre_1999_to_post_1999,4190,3816,0.9107398568019093,3224,3224,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE,1,1,2646637,2015-07-13,2015,2015-07-13,1,COMPLETE,2621 N MILDRED AVE,NEW CONSTRUCTION OF 3881 SF SINGLE FAMILY RESIDENCE WITH SPRINKLERS AND 440 SF DETACHED 2 CAR GARAGE.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
