pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change
13362150140000,1336215014,1,1,2021,2014,2015,post_1999_revision,2142,2142,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362150180000,1336215018,1,1,2017,1892,2014,pre_1999_to_post_1999,1470,2456,1.6707482993197278,3250,3250,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362150180000,1336215018,1,1,2020,2014,2017,post_1999_revision,2456,2456,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362150180000,1336215018,1,1,2021,2017,2015,post_1999_revision,2456,2456,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160040000,1336216004,1,1,2016,1881,2015,pre_1999_to_post_1999,1556,2194,1.4100257069408741,2805,2805,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13362160100000,1336216010,1,1,2020,1886,2019,pre_1999_to_post_1999,2064,2417,1.1710271317829457,3108,3108,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE
13362160150000,1336216015,1,1,2006,1881,2005,pre_1999_to_post_1999,1254,2582,2.059011164274322,NA,3108,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362160150000,1336216015,1,1,2022,2005,2007,post_1999_revision,2582,2582,1,3108,3108,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160160000,1336216016,1,1,2019,1886,2018,pre_1999_to_post_1999,1932,2516,1.3022774327122153,3108,3108,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362160220000,1336216022,1,1,2015,1890,2014,pre_1999_to_post_1999,820,2991,3.647560975609756,3108,3108,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362160220000,1336216022,1,1,2021,2014,2015,post_1999_revision,2991,2991,1,3108,3108,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160310000,1336216031,1,3,2018,1890,2017,pre_1999_to_post_1999,2946,2600,0.8825526137135098,8745,8745,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362160340000,1336216034,1,1,2021,2014,2015,post_1999_revision,2194,2194,1,3268,3268,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160340000,1336216034,1,1,2022,2015,2016,post_1999_revision,2194,2194,1,3268,3268,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160350000,1336216035,1,1,2021,2014,2015,post_1999_revision,2194,2194,1,3261,3261,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362160370000,1336216037,1,1,2022,2018,2020,post_1999_revision,2859,2859,1,2943,2943,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362180110000,1336218011,1,1,2014,1878,2011,pre_1999_to_post_1999,972,2673,2.75,2250,2250,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362190280000,1336219028,1,1,2007,1878,2006,pre_1999_to_post_1999,1722,2552,1.4819976771196284,3250,3250,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362190290000,1336219029,1,1,2019,2006,2007,post_1999_revision,2558,2558,1,3250,3250,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362190320000,1336219032,1,1,2005,1882,2002,pre_1999_to_post_1999,1440,5412,3.7583333333333333,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362190440000,1336219044,1,1,2021,2011,2012,post_1999_revision,3950,3950,1,3006,3006,3,3,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362200130000,1336220013,1,1,2014,1878,2011,pre_1999_to_post_1999,1273,2119,1.664571877454831,3575,3575,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362200130000,1336220013,1,1,2021,2011,2012,post_1999_revision,2119,2119,1,3575,3575,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362200130000,1336220013,1,1,2022,2012,2013,post_1999_revision,2119,2119,1,3575,3575,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362200210000,1336220021,1,1,2007,1882,2005,pre_1999_to_post_1999,1688,1863,1.1036729857819905,NA,2553,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362210390000,1336221039,1,1,2014,1890,2011,pre_1999_to_post_1999,1360,2419,1.7786764705882352,2678,2678,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362210580000,1336221058,1,1,2001,1894,1999,pre_1999_to_post_1999,1972,2256,1.1440162271805274,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362210580000,1336221058,1,1,2004,1999,1894,post_1999_to_pre_1999,2256,2256,1,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362210580000,1336221058,1,1,2021,1894,1895,other,2256,2256,1,2575,2575,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362210580000,1336221058,1,1,2022,1895,1896,other,2256,2256,1,2575,2575,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362210780000,1336221078,1,1,2020,2017,2020,post_1999_revision,2352,2352,1,2700,2700,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362210780000,1336221078,1,1,2021,2020,2017,post_1999_revision,2352,2352,1,2700,2700,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362210780000,1336221078,1,1,2022,2017,2019,post_1999_revision,2352,2352,1,2700,2700,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362230180000,1336223018,1,1,2020,1890,2019,pre_1999_to_post_1999,1712,3115,1.8195093457943925,2775,2775,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362230220000,1336223022,1,1,2018,1890,2017,pre_1999_to_post_1999,1696,2200,1.2971698113207548,3330,3330,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362230220000,1336223022,1,1,2021,2017,2018,post_1999_revision,2200,2200,1,3330,3330,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362230280000,1336223028,1,1,2007,1890,2005,pre_1999_to_post_1999,1120,2975,2.65625,NA,3330,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362240190000,1336224019,1,1,2022,2006,2008,post_1999_revision,2419,2419,1,2997,2997,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362240310000,1336224031,1,1,2006,1890,2005,pre_1999_to_post_1999,680,2318,3.4088235294117646,NA,3125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362240320000,1336224032,1,1,2008,1890,2007,pre_1999_to_post_1999,900,2418,2.6866666666666665,3125,3125,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362240320000,1336224032,1,1,2022,2007,2009,post_1999_revision,2418,2418,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362240390000,1336224039,1,1,2016,1878,2014,pre_1999_to_post_1999,1578,2510,1.590621039290241,3285,3285,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362240390000,1336224039,1,1,2021,2014,2015,post_1999_revision,2510,2510,1,3285,3285,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362260050000,1336226005,1,1,2021,1998,1999,pre_1999_to_post_1999,1728,1728,1,2750,2750,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270080000,1336227008,1,1,2004,1998,1999,pre_1999_to_post_1999,2460,2460,1,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362270080000,1336227008,1,1,2006,1999,1998,post_1999_to_pre_1999,2460,2460,1,NA,2954,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
13362270280000,1336227028,1,1,2022,1906,2022,pre_1999_to_post_1999,2728,2338,0.8570381231671554,2775,2775,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362270340000,1336227034,1,1,2017,1883,2014,pre_1999_to_post_1999,1586,2602,1.6406052963430013,2675,2675,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362270590000,1336227059,1,1,2021,1890,2021,pre_1999_to_post_1999,1360,2640,1.9411764705882353,2600,2600,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13362270590000,1336227059,1,1,2022,2021,2022,post_1999_revision,2640,2640,1,2600,2600,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270670000,1336227067,1,1,2004,1898,2003,pre_1999_to_post_1999,1216,2560,2.1052631578947367,NA,NA,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362270680000,1336227068,1,1,2014,1890,2011,pre_1999_to_post_1999,1020,1943,1.9049019607843136,NA,2675,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362270680000,1336227068,1,1,2021,2011,2012,post_1999_revision,1943,1943,1,2675,2675,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270740000,1336227074,1,1,2017,1890,2014,pre_1999_to_post_1999,1980,2712,1.3696969696969696,2750,2750,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362270750000,1336227075,1,1,2001,1892,1999,pre_1999_to_post_1999,2438,2280,0.9351927809680065,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362270810000,1336227081,1,1,2017,1965,2014,pre_1999_to_post_1999,1040,2356,2.2653846153846153,2775,2775,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362270820000,1336227082,1,1,2016,1890,2014,pre_1999_to_post_1999,1386,2052,1.4805194805194806,2775,2775,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362270830000,1336227083,1,1,2018,1890,2017,pre_1999_to_post_1999,1320,2177,1.6492424242424242,2664,2664,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13362270830000,1336227083,1,1,2020,2017,2020,post_1999_revision,2177,2177,1,2664,2664,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270830000,1336227083,1,1,2021,2020,2018,post_1999_revision,2177,2177,1,2664,2664,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270900000,1336227090,1,1,2004,1898,2003,pre_1999_to_post_1999,819,2280,2.7838827838827838,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362270940000,1336227094,1,1,2021,1999,2000,post_1999_revision,2292,2292,1,2950,2950,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362270940000,1336227094,1,1,2022,2000,2001,post_1999_revision,2292,2292,1,2950,2950,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362280120000,1336228012,1,1,2016,1888,2014,pre_1999_to_post_1999,804,2237,2.7823383084577116,2675,2675,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362280120000,1336228012,1,1,2020,2014,2017,post_1999_revision,2237,2237,1,2675,2675,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362280120000,1336228012,1,1,2021,2017,2014,post_1999_revision,2237,2237,1,2675,2675,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362280180000,1336228018,1,1,2015,1883,2014,pre_1999_to_post_1999,1512,2088,1.380952380952381,3050,3050,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362280210000,1336228021,1,1,2012,1886,2011,pre_1999_to_post_1999,1300,1741,1.3392307692307692,NA,2800,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362280210000,1336228021,1,1,2020,2011,2014,post_1999_revision,1741,1741,1,2800,2800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362280210000,1336228021,1,1,2021,2014,2012,post_1999_revision,1741,1741,1,2800,2800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362280330000,1336228033,1,2,2009,1908,2006,pre_1999_to_post_1999,1804,NA,NA,NA,3000,2,NA,Multi-Family,NA,2 Story,NA,FALSE
13362280330000,1336228033,1,2,2022,2006,2008,post_1999_revision,7688,7688,1,3000,3000,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
13362290130000,1336229013,1,9,2008,1890,2007,pre_1999_to_post_1999,2249,1928,0.8572698977323254,5000,5000,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362290130000,1336229013,2,9,2008,1901,2007,pre_1999_to_post_1999,1200,1928,1.6066666666666667,5000,5000,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362290150000,1336229015,1,9,2008,1898,2007,pre_1999_to_post_1999,1706,1928,1.1301289566236812,5000,5000,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362290170000,1336229017,1,9,2008,1895,2007,pre_1999_to_post_1999,3344,1928,0.5765550239234449,8800,8800,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362290170000,1336229017,2,9,2008,1895,2007,pre_1999_to_post_1999,2376,1928,0.8114478114478114,8800,8800,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362290340000,1336229034,1,1,2003,2000,2002,post_1999_revision,NA,6912,NA,NA,NA,NA,3,NA,Multi-Family,NA,3 Story +,FALSE
13362290350000,1336229035,1,1,2003,2000,2002,post_1999_revision,NA,6912,NA,NA,NA,NA,3,NA,Multi-Family,NA,3 Story +,FALSE
13362290580000,1336229058,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1559,1559,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290590000,1336229059,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,836,836,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290640000,1336229064,1,1,2020,2007,2010,post_1999_revision,1928,1928,1,867,867,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290640000,1336229064,1,1,2021,2010,2007,post_1999_revision,1928,1928,1,867,867,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290650000,1336229065,1,1,2020,2007,2010,post_1999_revision,1928,1928,1,476,476,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290650000,1336229065,1,1,2021,2010,2007,post_1999_revision,1928,1928,1,476,476,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290760000,1336229076,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,2279,2279,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290770000,1336229077,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1339,1339,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290780000,1336229078,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1346,1346,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290790000,1336229079,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1349,1349,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290800000,1336229080,1,1,2021,2007,2008,post_1999_revision,2152,2152,1,1341,1341,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290810000,1336229081,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1338,1338,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290820000,1336229082,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1349,1349,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290830000,1336229083,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1347,1347,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362290840000,1336229084,1,1,2021,2007,2008,post_1999_revision,1928,1928,1,1589,1589,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362300460000,1336230046,1,1,2021,2014,2015,post_1999_revision,1693,1693,1,1925,1925,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362300810000,1336230081,1,1,2000,1897,1999,pre_1999_to_post_1999,861,2506,2.910569105691057,NA,NA,NA,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
13362310090000,1336231009,1,1,2024,1895,2020,pre_1999_to_post_1999,1564,4584,2.9309462915601023,3367,3367,2,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
13362330090000,1336233009,1,1,2021,2011,2012,post_1999_revision,1702,1702,1,2496,2496,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362330140000,1336233014,1,1,2018,1878,2017,pre_1999_to_post_1999,1197,2052,1.7142857142857142,2472,2472,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362330140000,1336233014,1,1,2021,2017,2018,post_1999_revision,2052,2052,1,2472,2472,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362330170000,1336233017,1,1,2013,1878,2011,pre_1999_to_post_1999,1380,1702,1.2333333333333334,2472,2472,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13362330170000,1336233017,1,1,2021,2011,2012,post_1999_revision,1702,1702,1,2472,2472,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362330230000,1336233023,1,1,2019,1878,2018,pre_1999_to_post_1999,1723,1958,1.1363900174114916,2448,2448,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
13362330230000,1336233023,1,1,2021,2018,2019,post_1999_revision,1958,1958,1,2448,2448,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362330240000,1336233024,1,1,2020,1878,2019,pre_1999_to_post_1999,1720,2234,1.2988372093023255,2448,2448,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
13362330240000,1336233024,1,1,2021,2019,2020,post_1999_revision,2234,2234,1,2448,2448,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362330240000,1336233024,1,1,2022,2020,2021,post_1999_revision,2234,2234,1,2448,2448,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
13362330350000,1336233035,1,1,2022,2018,2020,post_1999_revision,2149,2149,1,2501,2501,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13362330360000,1336233036,1,1,2021,2018,2019,post_1999_revision,2149,2149,1,2505,2505,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000180000,1336300018,1,1,2007,2004,2005,post_1999_revision,2320,2320,1,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000180000,1336300018,1,1,2012,2005,2004,post_1999_revision,2320,2320,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000190000,1336300019,1,1,2021,2018,2019,post_1999_revision,2264,2264,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000190000,1336300019,1,1,2022,2019,2020,post_1999_revision,2264,2264,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000200000,1336300020,1,1,2019,1890,2018,pre_1999_to_post_1999,1840,2264,1.2304347826086957,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13363000200000,1336300020,1,1,2020,2018,2020,post_1999_revision,2264,2264,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000200000,1336300020,1,1,2021,2020,2019,post_1999_revision,2264,2264,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000200000,1336300020,1,1,2022,2019,2020,post_1999_revision,2264,2264,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363000240000,1336300024,1,1,2015,1890,2014,pre_1999_to_post_1999,1574,2212,1.4053367217280812,3150,3150,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13363010120000,1336301012,1,1,2015,1890,2014,pre_1999_to_post_1999,1312,1680,1.2804878048780488,3250,3250,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13363010220000,1336301022,1,1,2017,1890,2014,pre_1999_to_post_1999,1232,2006,1.6282467532467533,3150,3150,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13363010240000,1336301024,1,1,2017,1888,2014,pre_1999_to_post_1999,1155,2006,1.7367965367965368,3150,3150,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13363010240000,1336301024,1,1,2021,2014,2015,post_1999_revision,2006,2006,1,3150,3150,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363010240000,1336301024,1,1,2022,2015,2016,post_1999_revision,2006,2006,1,3150,3150,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363010290000,1336301029,1,1,2002,1999,2001,post_1999_revision,1562,1783,1.1414852752880922,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363010290000,1336301029,1,1,2003,2001,1999,post_1999_revision,1783,1783,1,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363010290000,1336301029,1,1,2021,1999,2000,post_1999_revision,1783,1783,1,3150,3150,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363020070000,1336302007,1,1,2009,1900,2008,pre_1999_to_post_1999,1384,2420,1.7485549132947977,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13363020110000,1336302011,1,1,2020,2003,2006,post_1999_revision,2413,2413,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363020110000,1336302011,1,1,2021,2006,2004,post_1999_revision,2413,2413,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363020180000,1336302018,1,1,2004,1900,2003,pre_1999_to_post_1999,1738,2413,1.3883774453394706,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
13363020180000,1336302018,1,1,2021,2003,2004,post_1999_revision,2413,2413,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363020190000,1336302019,1,1,2021,2011,2012,post_1999_revision,1850,1850,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363030050000,1336303005,1,1,2014,1901,2011,pre_1999_to_post_1999,1052,2831,2.69106463878327,3800,3800,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
13363030060000,1336303006,1,1,2013,1901,2011,pre_1999_to_post_1999,2236,2236,1,3800,3800,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13363030060000,1336303006,1,1,2020,2011,2014,post_1999_revision,2236,2236,1,3800,3800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363030060000,1336303006,1,1,2021,2014,2012,post_1999_revision,2236,2236,1,3800,3800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363030060000,1336303006,1,1,2022,2012,2013,post_1999_revision,2236,2236,1,3800,3800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
13363030110000,1336303011,1,1,2019,1901,2018,pre_1999_to_post_1999,2068,2918,1.4110251450676983,3800,3800,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
13363030110000,1336303011,1,1,2020,2018,2019,post_1999_revision,2918,2918,1,3800,3800,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
