pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
16362020470000,2014,2014-06-15,False,641.9882180640948,11_12,-87.6860534192,41.8333952752,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,15399,2006-04-26,,2006-04-26,Multi-Family Residential,0,0,,True,True,Industrial,Multi-Family Residential,council_journal_parser,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16362030080000,2022,2022-06-15,False,94.3606986169074,12_25,-87.6863896408,41.83180997809999,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16362040280000,2018,2018-06-15,False,566.3271604493697,12_25,-87.6858124365,41.8305285784,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363060270000,2006,2006-06-15,False,1158.9826420449638,12_14,-87.7010388243,41.8274923546,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363070180000,2011,2011-06-15,False,1236.906361262158,12_14,-87.6983320088,41.82793255410001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363070190000,2012,2012-06-15,False,1236.8522519002515,12_14,-87.69824105290002,41.82793435240001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363080120000,2006,2006-06-15,False,1254.502304008604,12_14,-87.6964329985,41.8279689641,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363080530000,2009,2009-06-15,False,1276.016815225495,12_14,-87.6960607105,41.8279767436,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363080540000,2008,2008-06-15,False,1282.2231638160952,12_14,-87.6959724841,41.827978537099995,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
16363080550000,2007,2007-06-15,False,1410.936810240852,12_14,-87.6949242804,41.8280751129,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363080560000,2007,2007-06-15,False,1401.305533205693,12_14,-87.6950049106,41.8280735486,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363080570000,2007,2007-06-15,False,1392.891693991893,12_14,-87.6950773491,41.8280721427,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363080580000,2007,2007-06-15,False,1384.7084768281045,12_14,-87.69514978740001,41.8280707368,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363080590000,2007,2007-06-15,False,1376.7600288846063,12_14,-87.6952222258,41.8280693311,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363080600000,2007,2007-06-15,False,1368.6625512021794,12_14,-87.6952983744,41.828067855,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,14368,2004-09-29,,2004-09-29,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363130350000,2021,2021-06-15,False,1110.9655808316463,12_14,-87.7023735305,41.82521789660001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363150280000,2011,2011-06-15,True,108.19523112381798,12_14,-87.696919237,41.8248259997,2006-01-01,Industrial,reviewed_history_seed,Multi-Family Residential,1,1,journal_15222,RT-4,Multi-Family Residential,15222,2006-01-11,,2006-01-11,Multi-Family Residential,1,1,journal_15222,True,True,Industrial,Multi-Family Residential,council_journal_parser,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
16363160260000,2020,2020-06-15,False,494.6719834793845,12_14,-87.7035597901,41.823777185,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363160270000,2020,2020-06-15,False,507.8551779593656,12_14,-87.7034679595,41.8237790369,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363170030000,2019,2019-06-15,False,939.084355608208,12_14,-87.7016396416,41.8240914809,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363170040000,2019,2019-06-15,False,925.1255808952887,12_14,-87.7016377068,41.8240226293,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363170050000,2019,2019-06-15,False,911.6569129417202,12_14,-87.7016356814,41.82395373840001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363170170000,2022,2022-06-15,False,1188.3607108903288,12_14,-87.7006670686,41.82422452029999,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363170180000,2022,2022-06-15,False,1210.3899600946197,12_14,-87.7005753795,41.82422640829999,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16363190230000,2012,2012-06-15,False,569.1674777014704,12_14,-87.6949278678,41.8243420474,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,1,0,,B2-2,Neighborhood Mixed-Use,16077,2007-04-11,,2007-04-11,Neighborhood Mixed-Use,1,0,,True,True,Neighborhood Mixed-Use,Neighborhood Mixed-Use,council_journal_parser,True,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
16363190240000,2014,2014-06-15,False,569.0930540799733,12_14,-87.694827964,41.8243441078,2012-10-31,Neighborhood Mixed-Use,official_october_2012_snapshot,Neighborhood Mixed-Use,0,0,,B2-2,Neighborhood Mixed-Use,16077,2007-04-11,,2007-04-11,Neighborhood Mixed-Use,0,0,,True,True,Neighborhood Mixed-Use,Neighborhood Mixed-Use,council_journal_parser,True,Neighborhood Mixed-Use,supported_current_polygon_last_event_preconstruction,True
16363200100000,2019,2019-06-15,False,381.41416579435986,12_14,-87.7033612296,41.82325688880001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16364040140000,2019,2019-06-15,False,1198.126476439879,12_25,-87.6895541031,41.82918066130001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16364040310000,2020,2020-06-15,False,997.3347795504732,12_25,-87.6890439938,41.8296013278,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
16364050200000,2014,2014-06-15,False,1105.1318955037248,11_12,-87.6885092147,41.8300640799,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050210000,2014,2014-06-15,False,1081.1774510314376,11_12,-87.68842134780002,41.8300656922,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050220000,2014,2014-06-15,False,1057.5127307784142,11_12,-87.6883345428,41.830067252,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050230000,2014,2014-06-15,False,1033.848201743558,11_12,-87.6882477385,41.8300688118,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050240000,2014,2014-06-15,False,1010.1835669345984,11_12,-87.6881609338,41.830070371199994,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050250000,2014,2014-06-15,False,986.5232496909656,11_12,-87.6880741449,41.8300719289,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050260000,2014,2014-06-15,False,962.8626834299528,11_12,-87.6879873548,41.8300734753,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050270000,2014,2014-06-15,False,939.1980444089772,11_12,-87.6879005498,41.8300750236,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050280000,2014,2014-06-15,False,914.6459186100624,11_12,-87.6878104926,41.83007675790001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050290000,2014,2014-06-15,False,1105.0163537737246,11_12,-87.6885040021,41.82987388770001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050300000,2014,2014-06-15,False,1081.066872607008,11_12,-87.6884161552,41.8298755606,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050310000,2014,2014-06-15,False,1057.4024215408842,11_12,-87.688329354,41.829877221900006,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050320000,2014,2014-06-15,False,1033.7429877067975,11_12,-87.6882425712,41.8298788828,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050330000,2014,2014-06-15,False,1010.0935360311428,11_12,-87.688155825,41.82988054250001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050340000,2014,2014-06-15,False,986.4440542316424,11_12,-87.6880690787,41.82988220269999,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050350000,2014,2014-06-15,False,962.7895849130884,11_12,-87.6879823141,41.8298838631,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050360000,2014,2014-06-15,False,939.0990310161802,11_12,-87.6878954173,41.8298855324,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050370000,2014,2014-06-15,False,914.7159444454428,11_12,-87.6878059818,41.8298873104,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050400000,2014,2014-06-15,False,1104.882347739754,11_12,-87.6885002358,41.8297457837,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050410000,2014,2014-06-15,False,1080.9674179583997,11_12,-87.6884125179,41.8297474634,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050420000,2014,2014-06-15,False,1057.3023349297905,11_12,-87.6883257164,41.8297491253,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050430000,2014,2014-06-15,False,1033.6424108592885,11_12,-87.6882389338,41.8297507864,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050440000,2014,2014-06-15,False,1009.9824603447836,11_12,-87.6881521511,41.829752447699995,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050450000,2014,2014-06-15,False,986.3126166962586,11_12,-87.6880653321,41.8297541096,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050460000,2014,2014-06-15,False,962.6377053817854,11_12,-87.6879784945,41.82975577180001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050470000,2014,2014-06-15,False,938.9676487834498,11_12,-87.6878916747,41.8297574338,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050480000,2014,2014-06-15,False,915.05263696102,11_12,-87.6878039564,41.8297591126,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050490000,2014,2014-06-15,False,1104.7474284113202,11_12,-87.6884930195,41.8295546825,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050500000,2014,2014-06-15,False,1080.8045160426204,11_12,-87.68840519980002,41.8295563769,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050510000,2014,2014-06-15,False,1057.1351483701565,11_12,-87.6883183827,41.8295580313,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050520000,2014,2014-06-15,False,1033.46518755784,11_12,-87.6882315637,41.8295596936,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050530000,2014,2014-06-15,False,1009.7953165305802,11_12,-87.688144745,41.8295613551,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050540000,2014,2014-06-15,False,986.1253552240104,11_12,-87.68805792540002,41.82956300050001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050550000,2014,2014-06-15,False,962.4603892001228,11_12,-87.687971125,41.8295646705,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050560000,2014,2014-06-15,False,938.790491070813,11_12,-87.6878843062,41.8295663321,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050570000,2014,2014-06-15,False,914.9519826049436,11_12,-87.6877968748,41.82956817150001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,,,,,Single-Family Residential,1,1,O2015-1809,False,False,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050600000,2014,2014-06-15,False,1105.448866790173,11_12,-87.6884911642,41.8294289842,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050610000,2014,2014-06-15,False,1081.5488518584648,11_12,-87.6884035013,41.829430655299994,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050620000,2014,2014-06-15,False,1057.888807381809,11_12,-87.6883167186,41.829432310000016,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050630000,2014,2014-06-15,False,1034.2286805723943,11_12,-87.6882299356,41.82943396480001,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050640000,2014,2014-06-15,False,1010.559065831926,11_12,-87.688143118,41.829435626,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050650000,2014,2014-06-15,False,986.8788300159651,11_12,-87.6880562615,41.8294372896,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050660000,2014,2014-06-15,False,963.3191218657812,11_12,-87.6879698469,41.8294389396,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050670000,2014,2014-06-15,False,939.6342123499468,11_12,-87.68788297300001,41.8294405963,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050680000,2014,2014-06-15,False,915.6843739014552,11_12,-87.6877951279,41.8294422867,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050690000,2014,2014-06-15,False,1105.9000500532716,11_12,-87.6884861946,41.8292409796,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050700000,2014,2014-06-15,False,1081.9400728027356,11_12,-87.6883983123,41.8292426628,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050710000,2014,2014-06-15,False,1058.2605673110045,11_12,-87.6883114587,41.8292443253,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050720000,2014,2014-06-15,False,1034.5702643987186,11_12,-87.6882245655,41.8292459887,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
16364050730000,2014,2014-06-15,False,1010.8804960731168,11_12,-87.688137674,41.8292476447,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,18961T1,2016-11-16,,2016-11-16,Single-Family Residential,2,1,O2015-1809,False,False,Multi-Family Residential;Industrial,Multi-Family Residential,modern_matter_parser,True,Multi-Family Residential,supported_validated_snapshot_replay,True
