pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
13022080420000,2008,2008-06-15,False,697.2717861269223,39_50,-87.7173472564,41.9921951101,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13022090360000,2016,2016-06-15,False,738.8849034546997,39_50,-87.7156171076,41.992332646,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13022090450000,2019,2019-06-15,False,744.0401572785968,39_50,-87.716133449,41.9923399634,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13022090460000,2019,2019-06-15,False,696.4408300501713,39_50,-87.7161295292,41.99220937700001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13022090490000,2016,2016-06-15,False,691.307039215142,39_50,-87.7156132809,41.9922021124,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13022130210000,2022,2022-06-15,False,390.7356383013951,39_50,-87.7180235124,41.9913456379,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13022170120000,2021,2021-06-15,False,241.10632882507764,39_50,-87.7136068292,41.99098952959999,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13024100020000,2007,2007-06-15,False,786.1252324640668,39_50,-87.7172262638,41.98812541190001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024160190000,2006,2006-06-15,False,173.01421894376043,39_40,-87.7096734305,41.987123766500005,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024160200000,2006,2006-06-15,False,153.54855564303045,39_40,-87.7096533299,41.9870568248,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024160320000,2017,2017-06-15,False,399.63785510258134,39_40,-87.7097440425,41.9873580457,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13024210200000,2008,2008-06-15,False,427.2578159176887,39_40,-87.71297809,41.9860322297,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,A5176,2003-09-04,,2003-09-04,Single-Family Residential,0,0,,True,True,,,,False,Single-Family Residential,supported_current_polygon_last_event_preconstruction,True
13024260130000,2006,2006-06-15,False,1258.8392439960546,39_40,-87.7183151126,41.983546092500006,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024260140000,2007,2007-06-15,False,1253.859988485622,39_40,-87.7183126721,41.983463753600006,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024280080000,2007,2007-06-15,False,683.0005881061635,39_40,-87.7158804903,41.983991154600005,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13024330230000,2008,2008-06-15,True,231.94247425396185,39_40,-87.7097863513,41.9833202163,2006-01-01,Neighborhood Mixed-Use,reviewed_history_seed,Neighborhood Mixed-Use,0,0,,B3-2,Neighborhood Mixed-Use,22233,2023-07-19,,2023-07-19,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_reviewed_2006_history,True
13031000820000,2007,2007-06-15,False,852.7500683229829,39_41,-87.7474532264,41.9951765886,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13031000830000,2008,2008-06-15,False,847.4179353528318,39_41,-87.7474535034,41.9952554868,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13031310050000,2014,2014-06-15,False,912.4720464038526,39_45,-87.7474600192,41.993895757699995,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13033160010000,2008,2008-06-15,False,112.63225663643632,39_45,-87.7478874396,41.9852925838,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-1,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13033161680000,2008,2008-06-15,False,455.1282459623218,39_45,-87.7465807233,41.9835222973,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-1,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13042080370000,2008,2008-06-15,False,277.35028600630756,41_45,-87.75450140401341,41.995009596943845,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13042080410000,2019,2019-06-15,False,820.9319520611316,39_41,-87.754467535,41.9950504032,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13042080420000,2019,2019-06-15,False,850.7920700749382,39_41,-87.754535263,41.99496880270001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-2,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
13042090560000,2016,2016-06-15,False,154.5143013698844,39_41,-87.7537163042,41.9968783596,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-1,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
13042170150000,2011,2011-06-15,False,1036.418686357653,39_45,-87.7548788293,41.99115097590001,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-1,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13042170260000,2006,2006-06-15,False,1176.9368744496585,39_45,-87.7553909836,41.991226811500006,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-1,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
13043080080000,2009,2009-06-15,False,749.4604953632917,41_45,-87.7606869661,41.9857097285,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043080090000,2007,2007-06-15,False,802.6655522236036,41_45,-87.7607054772,41.985558994,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043080100000,2007,2007-06-15,False,847.414592392541,41_45,-87.7606859543,41.9854369302,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043080110000,2007,2007-06-15,False,892.0005097085093,41_45,-87.7606882565,41.985312734,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043080120000,2011,2011-06-15,False,867.7358461686404,41_45,-87.7601863532,41.9854699879,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043080130000,2008,2008-06-15,False,931.7116316627674,41_45,-87.7600512256,41.98531807559999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120290000,2008,2008-06-15,False,944.4537063788878,41_45,-87.7614807827,41.98508947610001,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120300000,2007,2007-06-15,False,993.5646818556766,41_45,-87.7614799984,41.9849544279,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120310000,2012,2012-06-15,False,1038.4788746185952,41_45,-87.7614792808,41.9848309437,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120320000,2011,2011-06-15,False,1083.4002442424585,41_45,-87.7614785625,41.9847074593,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120330000,2014,2014-06-15,False,1134.817915783353,41_45,-87.76147774160002,41.9845661381,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120340000,2007,2007-06-15,False,1242.6673837268968,41_45,-87.76147601690002,41.9842697752,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120350000,2007,2007-06-15,False,1294.104289160663,41_45,-87.7614751954,41.984128454300006,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120360000,2012,2012-06-15,False,1339.0531464800115,41_45,-87.7614744777,41.9840049699,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120370000,2014,2014-06-15,False,1384.005252368923,41_45,-87.7614737588,41.98388148570001,2012-10-31,Planned Development,official_october_2012_snapshot,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120380000,2015,2015-06-15,False,710.4879462043294,39_45,-87.7614729835,41.9837483963,2014-07-30,Planned Development,official_july_2014_snapshot,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120390000,2011,2011-06-15,False,1419.7701315818863,41_45,-87.7611036827,41.9838060233,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120420000,2011,2011-06-15,False,1439.180338646017,41_45,-87.7605979614,41.9838060233,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120430000,2011,2011-06-15,False,1445.3094554722284,41_45,-87.7604324539,41.983806024100005,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120460000,2011,2011-06-15,False,1470.7439036601288,41_45,-87.759935929,41.9838060216,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120470000,2011,2011-06-15,False,1481.8604208439515,41_45,-87.7597704203,41.9838060204,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120520000,2008,2008-06-15,False,1404.727760723262,41_45,-87.7592805918,41.9841457584,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120530000,2008,2008-06-15,False,1382.7704355571248,41_45,-87.7594950275,41.98415177639999,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120540000,2008,2008-06-15,False,1368.9027136258017,41_45,-87.7596605364,41.9841517774,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
13043120550000,2011,2011-06-15,False,1356.3729141372112,41_45,-87.7598260457,41.9841517791,2006-01-01,Planned Development,reviewed_history_seed,Planned Development,0,0,,PD 995,Planned Development,15132,2005-11-01,,2005-11-01,Planned Development,0,0,,True,True,,,,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
