project_id,construction_year,selected_source_addresses,component_pins,component_count,selected_vintage,source_row_ids,assessor_land_sqft,project_land_area_sqft,assessor_to_parcel_land_ratio,land_area_agrees_within_10pct,land_area_agrees_within_25pct,exact_construction_year_components,geography_status,requested_components,resolved_components,collapsed_components,within_1500ft,within_500ft,candidate_status,decision_reason,land_review_required,land_review_reason
commercial_13142200250000,2009,4518 N KEDZIE CHICAGO,13142200250000,1,2024,26190,12500,12491.015400301663,1.0007192849748725,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13144070270000,2009,4302 N KEDZIE CHICAGO,13144070270000,1,2024,26258,6250,6338.185200089589,0.9860866798135935,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13153120240000,2016,4117 N KILPATRICK CHICAGO,13153120240000,1,2024,21285,49256,2249.8159374018433,21.89334655388847,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13161060200000,2019,4758 N LARAMIE CHICAGO,13161060200000/13161060210000/13161060390000/13161060410000/13161060420000,5,2024,26356,31206,31128.804877551724,1.002479861425838,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13162030010000,2008,5021 W LAWRENCE CHICAGO,13162030010000/13162030020000,2,2024,26368,6250,6231.594200166757,1.0029536261897076,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13173090120000,2018,4119 N NARRAGANSETT CHICAGO,13173090120000/13173090130000/13173090140000,3,2024,26421,36029,36108.31631509587,0.9978033781912254,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13173110010000,2017,4025 N NARRAGANSETT CHICAGO,13173110010000/13173110020000/13173110030000/13173110040000/13173110050000,5,2024,26422,16663,16738.919116133824,0.9954645150259046,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_13184090850000,2007,4239 N OAK PARK CHICAGO,13184090850000,1,2024,26430,163748,367942.1882191524,0.445037305432529,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13184090870000,2010,4255 N OAK PARK CHICAGO,13184090870000,1,2024,26431,25272,25272.079371681437,0.9999968593133841,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13213010120000,2006,3556 N LONG CHICAGO,13213010120000,1,2024,26504,8812,8825.89860020316,0.9984252481438162,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13273040010000,2008,2727 N CICERO CHICAGO,13273040010000/13273040020000/13273040030000/13273040040000/13273040050000/13273040060000/13273040070000/13273040080000/13273040090000/13273040100000,10,2024,26854,35661,35752.18839967251,0.9974494316640672,TRUE,TRUE,TRUE,complete_construction_year_geometry,10,10,0,FALSE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_13282230290000,2015,4800 W GEORGE CHICAGO,13282230290000/13282230300000/13282230310000/13282230320000/13282230330000,5,2024,21300,16641,16644.825399767607,0.9997701748335756,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_13301180350000,2014,2931 N HARLEM CHICAGO,13301180350000,1,2024,27029,37142,37109.56839960441,1.0008739417297006,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13302270030000,2011,2833 N NATOMA CHICAGO,13302270030000,1,2024,27037,26603,26602.69456053665,1.0000114815235221,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13302270060000,2011,6604 W DIVERSEY CHICAGO,13302270060000/13302270070000/13302270080000,3,2024,27039,31308,31255.13980074599,1.0016912482104063,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13302270090000,2011,2859 N NATOMA CHICAGO,13302270090000,1,2024,27040,25448,25353.108710662927,1.0037427871437778,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13302270100000,2011,2845 N NATOMA CHICAGO,13302270100000,1,2024,27041,31983,31868.80148975877,1.0035833951985276,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13303030300000,2014,2740 N SAYRE CHICAGO,13303030300000/13303030310000,2,2024,27042,19958,19922.305599942803,1.0017916801786888,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13311040100000,2008,6863 W FULLERTON CHICAGO,13311040100000/13311040110000/13311040120000,3,2024,21301,24463,24530.477599660026,0.9972492341665227,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_13364010010000,2019,1957 N FAIRFIELD CHICAGO,13364010010000,1,2024,59450,32933,32908.66952965036,1.0007393331513363,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_14052080070000,2020,6145 N BROADWAY CHICAGO,14052080070000/14052080330000,2,2024,40046,31245,32021.90824587597,0.9757382277186424,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172110140000,2022,4654 N SHERIDAN CHICAGO,14172110140000,1,2024,39734,7287,7323.639685271075,0.9949970660975085,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172170380000,2009,4420 N BROADWAY CHICAGO,14172170380000,1,2024,39738,175425,175425.294789847,0.9999983195704625,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172170390000,2008,931 W LELAND CHICAGO,14172170390000,1,2024,39741,175424,175425.294789847,0.9999926191382574,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172200010000,2018,4557 N SHERIDAN CHICAGO,14172200010000,1,2024,40162,15444,15868.651565256385,0.9732395935779359,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172250210000,2019,4430 N SHERIDAN CHICAGO,14172250210000/14172250390000/14172250400000,3,2024,40160,10496,10406.187027849255,1.0086307282302716,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14172290030000,2020,839 W AGATITE CHICAGO,14172290030000,1,2024,40131,12414,12414.013447096804,0.9999989167808734,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_14172290080000,2018,841 W AGATITE CHICAGO,14172290080000/14172290140000/14172290150000/14172290160000/14172290170000/14172290180000/14172290190000,7,2024,40089,87195,79823.30575827649,1.092350149767622,TRUE,TRUE,TRUE,complete_construction_year_geometry,7,7,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_14174180040000,2015,4027 N BROADWAY CHICAGO,14174180040000,1,2024,40062,7750,7979.8983999677,0.9711903098955958,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14182090060000,2014,1760 W WILSON CHICAGO,14182090060000,1,2024,40201,15000,15152.231599990278,0.9899531894700991,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14182140170000,2018,4542 N RAVENSWOOD CHICAGO,14182140170000/14182140180000,2,2024,39860,5650,5624.298452205956,1.0045697339877053,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_14182150020000,2019,4555 N RAVENSWOOD CHICAGO,14182150020000,1,2024,39894,8150,8217.042747240514,0.9918410127216354,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14183230070000,2006,2324 W IRVING PARK CHICAGO,14183230070000,1,2024,39748,72104,75402.42691077059,0.9562556930074164,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14183230080000,2006,4030 N OAKLEY CHICAGO,14183230080000,1,2024,40265,66770,66769.9398965314,1.0000009001575962,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14184020630000,2019,1819 W MONTROSE CHICAGO,14184020630000,1,2024,40004,11418,11418.937416791916,0.9999179068281312,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14184240310000,2014,1822 W IRVING PARK CHICAGO,14184240310000,1,2024,40608,8340,8340.499709624302,0.9999400863687189,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14184240350000,2011,1832 W IRVING PARK CHICAGO,14184240350000,1,2024,40057,10309,10309.490600124002,0.9999524127677079,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14191000130000,2010,3901 N WESTERN CHICAGO,14191000130000,1,2024,39857,8595,8958.326799515635,0.9594425602406825,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14191000290000,2007,3929 N WESTERN CHICAGO,14191000290000/14191000300000,2,2024,39785,6420,6599.483599953353,0.9728033872294762,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14191000370000,2009,3911 N WESTERN CHICAGO,14191000370000,1,2024,39778,6598,9899.22540068254,0.6665167963086359,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14192010040000,2021,1839 W IRVING PARK CHICAGO,14192010040000,1,2024,39951,4537,4466.877414941788,1.0156983455206652,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14204090300000,2014,1045 W CORNELIA CHICAGO,14204090300000,1,2024,40339,7750,9405.083599871608,0.8240224467654703,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14204180240000,2011,3301 N SHEFFIELD CHICAGO,14204180240000,1,2024,39812,4995,4537.823700387031,1.1007479201040746,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14204180360000,2021,3300 N CLARK CHICAGO,14204180360000,1,2024,39920,23267,23267.94573586434,0.9999593545612029,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_14204260160000,2006,922 W BELMONT CHICAGO,14204260160000/14204260170000,2,2024,39863,10891,10881.582999574894,1.0008654072137735,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14204260340000,2017,3226 N CLARK CHICAGO,14204260340000,1,2024,39972,7500,7429.74120304361,1.009456425874916,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14204260580000,2017,3200 N CLARK CHICAGO,14204260580000,1,2024,39907,25685,9869.779975377956,2.6023883069405924,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14213120380000,2017,434 W MELROSE CHICAGO,14213120380000,1,2024,39810,10956,10758.280275162891,1.0183783764486574,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,review_required,missing_or_nonpositive_building_area,FALSE,use_exact_construction_year_parcel_union
commercial_14213140330000,2019,454 W BELMONT CHICAGO,14213140330000/14213140340000,2,2024,39858,14691,14690.183025316685,1.0000556136490544,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14281040840000,2019,3120 N BROADWAY CHICAGO,14281040840000,1,2024,39720,6508,6502.991400337778,1.000770199336564,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14283110160000,2019,2515 N HALSTED CHICAGO,14283110160000/14283110170000,2,2024,39767,6300,6238.9349673669785,1.0097877334757335,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14283120910000,2018,700 W FULLERTON,14283120910000,1,2021,66540,28269,28269.612116664648,0.9999783471855884,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_14283160520000,2022,518 W ARLINGTON CHICAGO,14283160520000/14283160530000,2,2024,39764,4334,4841.827674930915,0.8951165326349287,FALSE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,review_required,missing_or_nonpositive_building_area,FALSE,use_exact_construction_year_parcel_union
commercial_14292040040000,2019,937 W BELMONT CHICAGO,14292040040000/14292040470000,2,2024,39871,7703,7544.743450155773,1.0209757364037289,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14292180300000,2014,2944 N HALSTED CHICAGO,14292180300000/14292180310000/14292180320000,3,2024,40236,15000,15094.853600285947,0.9937161629521103,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14294190020000,2015,2566 N LINCOLN CHICAGO,14294190010000/14294190020000,2,2024,40446,13886,13920.334000073371,0.9975335361871928,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_14294190080000,2015,950 W ALTGELD CHICAGO,14294190080000/14294190090000,2,2024,39840,7770,7828.944999970787,0.9924708884822915,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14294200480000,2021,802 W ALTGELD CHICAGO,14294200480000/14294200490000,2,2024,39811,5524,5607.323107535834,0.9851403056435514,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14294230650000,2017,904  MONTANA CHICAGO,14294230650000,1,2024,40107,1919,3106.2860013619065,0.6177795602718623,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14294270840000,2018,2448  LINCOLN CHICAGO,14294270840000,1,2024,39945,9000,9010.751054741442,0.99880686363699,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14304000030000,2008,2502 N CLYBOURN CHICAGO,14304000030000/14304000040000/14304000050000/14304000060000,4,2024,40691,15025,15326.758399812505,0.9803116620004791,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14304032720000,2019,2611 N HERMITAGE CHICAGO,14304032720000,1,2024,39919,42778,42778.50267875474,0.9999882492671959,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14304050430000,2006,2730 N ASHLAND CHICAGO,14304050430000/14304050440000,2,2024,40145,11469,11339.844389989972,1.0113895398885753,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,stable_membership_2021_field_fallback,FALSE,use_exact_construction_year_parcel_union
commercial_14331010190000,2018,2335 N LINCOLN CHICAGO,14331010190000/14331010200000/14331010210000,3,2024,42949,126482,125632.66254201904,1.0067604828298284,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_14332080230000,2019,2050 N CLARK CHICAGO,14332080230000/14332080240000,2,2024,43004,15923,15923.973947368562,0.99993883766880165,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_16143210100000,2014,927 S INDEPENDENCE CHICAGO,16143210100000,1,2024,60217,46172,37226.79820019007,1.2402893139427784,FALSE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_16143220170000,2015,3621 W ARTHINGTON CHICAGO,16143220170000,1,2024,60221,21581,21575.80659966916,1.000240704805489,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_16143220180000,2015,915 W ARTHINGTON CHICAGO,16143220180000,1,2024,60222,15260,15302.383199090662,0.9972302876918426,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_16222060390000,2009,4043 W ROOSEVELT,16222060390000,1,2021,83637,34276,6783.468399766542,5.052872362636736,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_16231250090000,2008,3800 W 16TH CHICAGO,16231250090000/16231250100000/16231250110000/16231250240000/16231250250000,5,2024,60445,66440,66443.12899920344,0.9999529071064146,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17082200190000,2020,669 N MILWAUKEE CHICAGO,17082200190000/17082200200000,2,2024,60894,4490,4438.4254000056535,1.0116200218199636,TRUE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,retain_mechanical,coherent_2024_primary_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17084220290000,2010,1002 W LAKE,17084220290000,1,2021,83200,2516,2516.242217988649,0.9999037382065536,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17084220340000,2010,1016 W LAKE,17084220340000,1,2021,83201,2517,7566.172227837786,0.3326649095746652,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2021_only_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17092440230000,2015,220 W ILLINOIS CHICAGO,17092440230000,1,2024,43236,15878,12424.362199900495,1.2779730455803329,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092580290000,2018,221 W HUBBARD CHICAGO,17092580290000,1,2024,43239,13593,13593.741267432226,0.9999454699469673,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17092610280000,2012,71 W HUBBARD CHICAGO,17092610280000/17092610290000,2,2024,43240,39324,35162.62552116404,1.1183465232518337,FALSE,TRUE,TRUE,complete_construction_year_geometry,2,2,0,FALSE,FALSE,review_required,component_membership_changed_across_vintages,FALSE,use_exact_construction_year_parcel_union
commercial_17094000350000,2019,341 W KINZIE CHICAGO,17094000350000,1,2024,43242,178133,178133.7336950653,0.999995881212109,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17094000370000,2014,343 W WOLF POINT  PLAZA CHICAGO,17094000370000,1,2024,43243,178133,178133.73703929782,0.9999958624384686,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17094040010000,2010,359 N WELLS CHICAGO,17094040010000/17094040020000/17094040030000/17094040110000/17094040160000,5,2024,43244,20055,20165.83159986687,0.9945039906081731,TRUE,TRUE,TRUE,complete_construction_year_geometry,5,5,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17094160040000,2010,210 N WELLS CHICAGO,17094160040000/17094160050000/17094160060000,3,2024,45734,24060,24339.390200003458,0.9885210682064082,TRUE,TRUE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17094190020000,2013,111 W WACKER CHICAGO,17094190020000/17094190030000/17094190040000/17094190050000/17094190060000/17094190070000/17094190080000,7,2024,45736,24016,23884.287000128243,1.0055146297593498,TRUE,TRUE,TRUE,complete_construction_year_geometry,7,7,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17094300060000,2016,219 W LAKE CHICAGO,17094300060000/17094300070000/17094300080000/17094300090000,4,2024,45737,21600,21893.93885305524,0.9865744188367357,TRUE,TRUE,TRUE,complete_construction_year_geometry,4,4,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
commercial_17094510360000,2016,108 N STATE CHICAGO,17094510360000/17094510370000/17094510380000,3,2024,45740,374295,47349.303543581045,7.904973716360854,FALSE,FALSE,TRUE,complete_construction_year_geometry,3,3,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17101230160000,2009,505 N STATE CHICAGO,17101230160000,1,2024,43249,21689,21689.20545363195,0.9999905273785898,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17102100210000,2007,345 E OHIO CHICAGO,17102100210000,1,2024,43254,47588,47603.463360315654,0.999675163124191,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17102100220000,2009,355 E ERIE CHICAGO,17102100220000,1,2024,43255,38860,38844.826458490454,1.000390619366668,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,coherent_2024_revision_same_entity,FALSE,use_exact_construction_year_parcel_union
commercial_17102110300000,2014,545 N MCCLURG CHICAGO,17102110300000,1,2024,43256,51925,5424.064799942076,9.573078846800376,FALSE,FALSE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17102120360000,2012,200 E ILLINOIS CHICAGO,17102120360000,1,2024,43258,100946,100945.51765320078,1.0000047782884316,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,retain_mechanical,2024_primary_year_recode,FALSE,use_exact_construction_year_parcel_union
commercial_17102120370000,2015,240 E ILLINOIS CHICAGO,17102120370000,1,2024,43259,100946,100945.5122366965,1.0000048319463908,TRUE,TRUE,TRUE,complete_construction_year_geometry,1,1,0,FALSE,FALSE,review_required,permit_unit_counts_do_not_include_assessor_count,FALSE,use_exact_construction_year_parcel_union
