project_id,permit_chain_id,permit_records,directly_matched_permits,permit_numbers,permit_addresses,address_keys,earliest_application_date,earliest_issue_date,latest_issue_date,permit_statuses,work_descriptions,distinct_unit_counts,unit_counts,unit_contexts,resolved_chain_units,chain_resolution
commercial_17201270040000,permit_chain_100772247,6,2,100772247/100801376/100804109/100810466/100810469/B100819150,1407 W 15TH ST,1407 W 15TH,2018-09-24,2018-10-05,2019-05-10,COMPLETE,"100772247: *** DIRECT DEVELOPER SERVICES *** NEW FOUR (4) STORY RESIDENTIAL BUILDING WITH 59 DWELLING UNITS AND 59 PARKING SPACES AS PER PLANS. || 100804109: REVISION TO PERMIT NO. 100772247; CHANGE OF PLUMBING CONTRACTOR TO AHC MECHANICAL INC || 100810466: REVISION TO PERMIT #100772247 ALT. CODE APPROVAL DRAINAGE AND VENT PIPING /FITTINGS FOR ALL FLOORS , UNDER AND ABOVE GROUND TO BE PVC SCH40. ALL WATER LINES TO BE IN COPPER TYPE ""M"" || 100810469: REVISION TO PERMIT #100772247 ALT. CODE APPROVAL CPVC WATER DISTRIBUTION PIPING AND FITTINGS ON THIS PROJECT. || 100801376: ***DIRECT DEVELOPER SERVICES*** REVISION TO PERMIT NUMBER 100772247; REVISION TO INCLUDE (BUT NOT LIMITED TO): ELEVATOR OVERRUN TO EXTEND 6FT ABOVE THE MAXIMUM BUILDING HEIGHT OF 60FT; HVAC TO USE RTU'S INSTEAD OF MAKE-UP AIR UNITS FOR COMMON AREAS; TOILET EXHAUST TO HAVE INDIVIDUAL EXHAUST FANS AND WALL SWITCHES, ELIMINATING THE CENTRAL EXHAUST FAN; GAS PIPING TO ELIMINATE WELDED PIPE THROUGHOUT BUILDING AND REGULATORS OUTSIDE EVERY UNIT; ALL AS PER PLANS || B100819150: CHANGE OF ELECTRICAL CONTRACTOR FOR BUILDING PERMIT #100801376",1,59,100772247: 59 [*** DIRECT DEVELOPER SERVICES *** NEW FOUR (4) STORY RESIDENTIAL BUILDING WITH 59 DWELLING UNITS AND 59 PARKING SPACES AS PER PLANS.],59,single_unit_count
commercial_17221040060000,permit_chain_100578279,1,1,100578279,1333 S WABASH AVE,1333 S WABASH,2015-01-21,2015-02-04,2015-02-04,COMPLETE,100578279: ERECT NEW 28 STORY 307 RESIDENTIAL UNIT BUILDING WITH 213 PARKING STALLS,1,307,100578279: 307 [ERECT NEW 28 STORY 307 RESIDENTIAL UNIT BUILDING WITH 213 PARKING STALLS],307,single_unit_count
commercial_17274000070000,permit_chain_100904853,1,1,100904853,2937 S DR MARTIN L KING JR DR,2937 S MARTIN L KING JR,2021-02-03,2021-05-17,2021-05-17,COMPLETE,"100904853: (SPR / 2019 CBC) NEW CONSTRUCTION OF A TWO (2) STORY FITNESS / AMENITY BUILDING, WITH LEASING OFFICES, THAT SERVES 5 RESIDENTIAL TOWERS FOR THE PRAIRIE SHORES DEVELOPMENT, AND ASSOCIATED SITE WORK, AS PER PLANS. (CONSTRUCTION TYPE: II-B / OCCUPANCY USE: A3/B)  **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS **",0,,NA,NA,no_unit_count
commercial_17282130210000,permit_chain_100776387,3,1,100776387/100863606/100864677,219 W 23RD ST,219 W 23RD,2019-05-30,2019-05-30,2020-04-13,COMPLETE,"100776387: ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS *STRUCTURAL PEER REVIEW* || 100864677: REVISION TO PERMIT#100776387 CHANGE HVAC CONTRACTOR TO NAVARRO'S HEATING AND COOLING. || 100863606: SELF-CERT REVISION TO PERMIT #100776387 TO ADD ROOF DECK AND REVISE GROUND FL LAYOUT AND STORE FRONT AS PER PLANS",1,6,"100776387: 6 [ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS *STRUCTURAL PEER REVIEW*]",6,single_unit_count
commercial_17282130210000,permit_chain_100776386,3,1,100776386/100863602/100864679,217 W 23RD ST,217 W 23RD,2019-05-31,2019-05-31,2020-04-16,COMPLETE,"100776386: ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS. *STRUCTURAL PEER REVIEW* || 100864679: REVISION TO PERMIT#100776386 CHANGE HVAC CONTRACTOR TO NAVARRO'S HEATING AND COOLING. || 100863602: SELF-CERT REVISION TO PERMIT #100776386 TO ADD ROOF DECK AND REVISE GROUND FL LAYOUT AND STORE FRONT AS PER PLANS",1,6,"100776386: 6 [ERECT NEW 4 STORY, III-B, 6DU APARTMENT BUILDING W/ RETAIL ON GROUND FLOOR AS PER PLANS. *STRUCTURAL PEER REVIEW*]",6,single_unit_count
commercial_17294190380000,permit_chain_100687609,2,1,100687609/100748442,2612 S HALSTED ST,2612 S HALSTED,2017-02-08,2017-12-14,2018-02-22,EXPIRED,"100687609: ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED USE RESIDENTIAL OVER COMMERCIAL **CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT ** || 100748442: REVISION TO PERMIT #100687609 CHANGE PLUMBING CONTRACTOR TO M.DIFFOGIO PLUMBING & SEWER CONTRACTORS INC.",1,3,"100687609: 3 [ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED U]",3,single_unit_count
commercial_17294190380000,permit_chain_100687607,2,1,100687607/100748432,2606 S HALSTED ST,2606 S HALSTED,2017-02-16,2017-11-16,2018-02-22,EXPIRED,"100687607: ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED USE RESIDENTIAL OVER COMMERCIAL.             **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS ** || 100748432: REVISION TO PERMIT 100687607 CHANGE OF PLUMBING CONTRACTOR M. DIFOGGIO PLUMBING SEWER CONTRACTORS, INC.",1,3,"100687607: 3 [ERECT NEW 4 STORY, III-B, 3DU APARTMENT BUILDING OVER COMMERCIAL SPACE AS PER PLANS CURRENT USE:VACANT LAND/PROPOSED USE: MIXED U]",3,single_unit_count
commercial_17312140380000,permit_chain_100837358,2,1,100837358/100882734,3220 S ASHLAND AVE,3220 S ASHLAND,2019-09-24,2020-02-19,2020-07-17,COMPLETE,"100837358: ERECT A 4 STORY/6 DWELLING UNIT MASONRY BUILDING WITH 2  RETAIL SPACES ON THE GROUND FLOOR,  REAR METAL BALCONIES, METAL STAIR W/PLATFORM, 176 L.F. OF WOOD FENCE, 40 L.F. OF WROUGHT IRON FENCE, 6 FOOT HIGH MASONRY TRASH ENCLOSURE AND 7 REAR OPEN PARKING SPACES W/BIKE PARKING, AS PER PLANS. **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS ** || 100882734: REVISION TO PERMIT NO. 100837358 TO CHANGE HVAC CONTRACTOR TO VIP HEATING & COOLING",1,6,"100837358: 6 [ERECT A 4 STORY/6 DWELLING UNIT MASONRY BUILDING WITH 2 RETAIL SPACES ON THE GROUND FLOOR, REAR METAL BALCONIES, METAL STAIR W/PL]",6,single_unit_count
commercial_17334070618002,permit_chain_100900432,9,2,100900432/100907000/100910793/100913996/100965813/100998959/100998961/101021937/101022393,41 W 36TH ST / 42 W 37TH ST,41 W 36TH/42 W 37TH,2021-03-02,2021-07-07,2023-07-17,COMPLETE/PHASED PERMITTING,"100910793: CAISSON ONLY SUBMITTAL: FURNISH AND INSTALLATION OF 42 CAISSONS THAT ARE 3' IN DIAMETER AND APPROXIMATELY 47' IN DEPTH WITH REINFORCEMENT CAGES AS PER PLANS. || 100913996: 2019 CBC: CAISSONS (VERTICAL PENETRATION) ONLY PERMIT FOR 5-STORY RESIDENTIAL, 40 DWELLING UNIT BUILDING AS PER PLANS. || 100907000: 2019 CBC: NEW CONSTRUCTION: 5-STORY CONCRETE POURED IN PLACE RESIDENTIAL BUILDING. THERE IS NO BASEMENT. 40 DWELLING UNITS, 23 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES AND THE BUILDING IS SPRINKLERED AND HAS TWO ELEVATORS AS PER PLANS. CAISSONS ARE NOT PART OF THIS PERMIT AND MAY BE SHOWN HEREIN FOR REFERENCE ONLY. A SEPARATE CAISSONS APPLICATION/PERMIT IS UNDER #100913996.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTONS) || 100900432: 2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL, SPRINKLED BLDG. WITH 40 DWELLING UNITS, 24 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES  IN AN INTERIOR GARAGE, AND 2 ELEVATORS ON CONCRETE POURED IN PLACE AS PER PLANS. CAISSONS ARE NOT PART OF THIS PERMIT AND MAY BE SHOWN HEREIN FOR REFERENCE ONLY. A SEPARATE CAISSONS APPLICATION/PERMIT IS UNDER #100910793.ALL FIRESTOPPING REQUIRES 3RD PARTY INSPECTION REPORT & SUBJECT TO FIELD INSPECTION BY DOB.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS) **REQUIRES CLASS I ELECTRICIANS** || 100965813: REVISION TO PERMIT NO.'S:  100900432, 100907000, 100910793, 100913996 TO ADD ADDITIONAL GENERAL CONTRACTOR: GRIGGS MITCHELL & ALMA OF IL (GMA) || 100998959: CHANGE OF PLUMBING CONTRACTOR PERMIT #100907000 TO DRIVE CONSTRUCTION,INC. || 100998961: CHANGE OF PLUMBING CONTRACTORS PERMIT #100900432 TO DRIVE CONSTRUCTION,INC. || 101022393: 2019 CBC: REVISION TO PERMIT 100910793 LANDSCAPE ONLY TO MATCH LANDSCAPE AND PARKING LAYOUTS TO ORIGINALLY APPROVED ARCHITECTURAL DRAWINGS UNDER PERMIT #100910793 AS PER PLANS. || 101021937: 2019 CBC: REVISION TO PERMIT 100907000: LANDSCAPE ONLY TO MATCH LANDSCAPE AND PARKING LAYOUTS TO ORIGINALLY APPROVED ARCHITECTURAL DRAWINGS UNDER PERMIT 100907000 AS PER PLANS.",1,40,"100900432: 40 [2019 CBC: NEW CONSTRUCTION OF A 5-STORY RESIDENTIAL, SPRINKLED BLDG. WITH 40 DWELLING UNITS, 24 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES IN AN INTERIOR GARAGE, AND 2 ELEVATORS ON] || 100907000: 40 [CBC: NEW CONSTRUCTION: 5-STORY CONCRETE POURED IN PLACE RESIDENTIAL BUILDING. THERE IS NO BASEMENT. 40 DWELLING UNITS, 23 EXTERIOR PARKING SPACES, 11 INTERIOR PARKING SPACES AND THE BUILDING IS SPRINKLERED AND HAS TWO] || 100913996: 40 [2019 CBC: CAISSONS (VERTICAL PENETRATION) ONLY PERMIT FOR 5-STORY RESIDENTIAL, 40 DWELLING UNIT BUILDING AS PER PLANS.]",40,single_unit_count
commercial_17334070618002,permit_chain_101047733,1,1,101047733,43 W 36TH ST,43 W 36TH,2024-04-01,2024-04-02,2024-04-02,COMPLETE,"101047733: PERMIT EXPIRES ON 06/02/2024 ERECTION STARTS: 4/19/2024, ERECTION ENDS: 4/19/2024.  AMERICAN MARKETING SERVICESTENT- 1DAY EVENT (4/19/2024) ERECT ONE (1) 20X40 FRAME TENT . ERECT 4/19/2024- REMOVE 4/19/2024 ASSEMBLY",0,,NA,NA,no_unit_count
commercial_17341040180000,permit_chain_100564103,1,1,100564103,3102 S GILES AVE,3102 S GILES,2016-07-05,2016-10-31,2016-10-31,COMPLETE,"100564103: ERECT 4 STORY- 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AND ATTACHED 4 CAR GARAGE, MASONRY TRASH ENCLOSURE PER PLANS",1,8,"100564103: 8 [ERECT 4 STORY- 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AND ATTACHED 4 CAR GARAGE, MASONRY TRASH ENCLOSURE PER PLANS]",8,single_unit_count
commercial_17341040180000,permit_chain_100564105,2,1,100564105/100730754,3108 S GILES AVE,3108 S GILES,2016-07-12,2017-05-22,2017-10-12,EXPIRED,100564105: ERECT 4 STORY 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AS PER PLANS. || 100730754: CHANGE MASONRY CONTRACTOR TO CHESTNUT MASONRY INC. ON EXISTING PERMIT #100564105,1,8,100564105: 8 [ERECT 4 STORY 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AS PER PLANS.],8,single_unit_count
commercial_17341040180000,permit_chain_100747910,1,1,100747910,3108 S GILES AVE,3108 S GILES,2018-04-09,2018-08-09,2018-08-09,COMPLETE,100747910: PROPOSED 4 CAR GARAGE FOR EXISTING 8 UNIT MASONRY BUILDING,1,8,100747910: 8 [PROPOSED 4 CAR GARAGE FOR EXISTING 8 UNIT MASONRY BUILDING],8,single_unit_count
commercial_17344170280000,permit_chain_100213607,1,1,100213607,3803 S VINCENNES AVE,3803 S VINCENNES,2007-11-27,2007-11-30,2007-11-30,COMPLETE,"100213607: CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",1,7,"100213607: 7 [CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",7,single_unit_count
commercial_17344170280000,permit_chain_100213620,2,1,100213620/100279927,3838 S VINCENNES AVE / 632 E 38TH PL,3838 S VINCENNES/632 E 38TH,2007-11-27,2007-11-30,2009-03-06,COMPLETE,"100213620: CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100279927: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING TYPE B)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213620.",1,11,"100213620: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344170280000,permit_chain_100213621,1,1,100213621,3835 S VINCENNES AVE,3835 S VINCENNES,2007-11-27,2007-11-30,2007-11-30,COMPLETE,"100213621: CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",1,11,"100213621: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344170280000,permit_chain_100213903,2,1,100213903/100280505,518 E 38TH PL / 627 E 38TH ST,518 E 38TH/627 E 38TH,2007-11-28,2007-11-30,2009-03-06,COMPLETE,"100213903: CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100280505: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING E)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213903.",1,14,"100213903: 14 [CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",14,single_unit_count
commercial_17344170280000,permit_chain_100213931,1,1,100213931,632 E 37TH PL,632 E 37TH,2007-11-29,2007-11-30,2007-11-30,COMPLETE,"100213931: CONSTRUCT NEW 3-STORY, 6 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",1,6,"100213931: 6 [CONSTRUCT NEW 3-STORY, 6 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",6,single_unit_count
commercial_17344170280000,permit_chain_100213947,2,1,100213947/100225717,3711 S VINCENNES AVE,3711 S VINCENNES,2007-11-29,2007-11-30,2008-02-28,COMPLETE,"100213947: CONSTRUCT NEW 6-STORY, 64 UNIT MULTIFAMILY DWELLING PER PLANS.CONDTIONAL PERMIT SUBJECT TO FIELD INSPECTION (CERTIFIED CORRECTIONS).CONDITIONAL PERMIT - NO VIBROCOMPACTION SHALL BE PERFORMED WITHOUT OFFICE OF UNDERGROUND COORDINATION APPROVAL. || 100225717: REVISION TO PERMIT 100213947 FOR CHANGE IN FOUNDATION SYSTEM PER PLANS.",1,64,"100213947: 64 [CONSTRUCT NEW 6-STORY, 64 UNIT MULTIFAMILY DWELLING PER PLANS.CONDTIONAL PERMIT SUBJECT TO FIELD INSPECTION (CERTIFIED CORRECTIONS]",64,single_unit_count
commercial_17344170280000,permit_chain_100213939,2,1,100213939/100280569,3751 S LANGLEY AVE / 517 E 38TH ST,3751 S LANGLEY/517 E 38TH,2007-11-30,2007-11-30,2009-03-06,COMPLETE,"100213939: CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100280569: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING TYPE J)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213939.",1,12,"100213939: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344170280000,permit_chain_100213940,1,1,100213940,3738 S LANGLEY AVE,3738 S LANGLEY,2007-11-30,2007-11-30,2007-11-30,COMPLETE,"100213940: CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.",1,12,"100213940: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344170280000,permit_chain_100463394,1,1,100463394,615 E 38TH PL,615 E 38TH,2012-10-19,2012-10-19,2012-10-19,COMPLETE,"100463394: BUILDING TYPE E1-2D (615-627 E 38TH PL) ERECT 14 DU 3 STORY MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF, EXCEPTIONAL WATER MANAGEMENT). CERTIFIED CORRECTIONS PROJECT SUBJECT TO FIELD INSPECTION",1,14,"100463394: 14 [BUILDING TYPE E1-2D (615-627 E 38TH PL) ERECT 14 DU 3 STORY MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF,]",14,single_unit_count
commercial_17344170280000,permit_chain_100463422,1,1,100463422,720 E 38TH ST,720 E 38TH,2012-10-19,2012-10-19,2012-10-19,COMPLETE,"100463422: BUILDING TYPE G-2D (720-726 E 38TH ST) ERECT 3 STORY 12 DU MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF, EXCEPTIONAL WATER MANAGEMENT)",1,12,"100463422: 12 [BUILDING TYPE G-2D (720-726 E 38TH ST) ERECT 3 STORY 12 DU MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF, EXCEPTIO]",12,single_unit_count
commercial_17344190130000,permit_chain_100109849,1,1,100109849,717 E 38TH ST,717 E 38TH,2006-06-07,2006-11-15,2006-11-15,COMPLETE,"100109849: ERECT A 2-STORY, 5-UNIT TOWNHOUSE BUILDING PER PLANS. ADDRESSES TO INCLUDE 717,719,721,723,725 E. 38TH STREET",0,,NA,NA,no_unit_count
commercial_17344190130000,permit_chain_100116415,1,1,100116415,712 E PERSHING RD,712 E PERSHING,2006-09-29,2006-11-15,2006-11-15,COMPLETE,"100116415: ERECT A 8 UNIT TOWNHOUSE BUILDING PER PLANSADDRESSES TO INCLUDE 712, 714, 716,718 720, 722, 724, AND 726 EAST PERSHING RD.",1,8,"100116415: 8 [ERECT A 8 UNIT TOWNHOUSE BUILDING PER PLANSADDRESSES TO INCLUDE 712, 714, 716,718 720, 722, 724, AND 726 EAST PERS]",8,single_unit_count
commercial_17344190130000,permit_chain_100142535,1,1,100142535,3811 S LANGLEY AVE,3811 S LANGLEY,2006-10-12,2006-11-20,2006-11-20,COMPLETE,"100142535: ERECT A 3 STORY, 6-UNIT BUILDING AND TRASH ENCLOSURE PER PLANS - CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION",0,,NA,NA,no_unit_count
commercial_17344190130000,permit_chain_100137687,1,1,100137687,3842 S LANGLEY AVE,3842 S LANGLEY,2007-09-12,2007-09-12,2007-09-12,EXPIRED,100137687: ERECT A 3-STORY SIX DWELLING UNIT BUILDING PER PLANS. PROTOTYPE; 3817 S ELLIS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,0,,NA,NA,no_unit_count
commercial_17344190130000,permit_chain_100137691,1,1,100137691,3808 S LANGLEY AVE,3808 S LANGLEY,2007-09-12,2007-09-12,2007-09-12,EXPIRED,100137691: ERECT A 3-STORY 6 UNIT BUILDING PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.,1,6,100137691: 6 [ERECT A 3-STORY 6 UNIT BUILDING PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.],6,single_unit_count
commercial_17344270230000,permit_chain_100213605,3,2,100213605/100279889/100279890,3754 S VINCENNES AVE / 3820 S VINCENNES AVE / 715 E 37TH PL,3754 S VINCENNES/3820 S VINCENNES/715 E 37TH,2007-11-27,2007-11-30,2009-03-06,COMPLETE,"100213605: CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100279889: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A)  ERECT (3) STORY, 7 DWELLING UNIT BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213605. || 100279890: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A)  ERECT (3) STORY, 7 DWELLING UNIT BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213605.",1,7,"100213605: 7 [CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.] || 100279889: 7 [OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A) ERECT (3) STORY, 7 DWELLING UNIT BUILDING. GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT. CERTIFICATE OF OCCUPANCY REQUIRED.] || 100279890: 7 [OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A) ERECT (3) STORY, 7 DWELLING UNIT BUILDING. GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT. CERTIFICATE OF OCCUPANCY REQUIRED.]",7,single_unit_count
commercial_17344270230000,permit_chain_100213620,2,1,100213620/100279927,3838 S VINCENNES AVE / 632 E 38TH PL,3838 S VINCENNES/632 E 38TH,2007-11-27,2007-11-30,2009-03-06,COMPLETE,"100213620: CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100279927: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING TYPE B)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213620.",1,11,"100213620: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344270230000,permit_chain_100213903,2,1,100213903/100280505,518 E 38TH PL / 627 E 38TH ST,518 E 38TH/627 E 38TH,2007-11-28,2007-11-30,2009-03-06,COMPLETE,"100213903: CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100280505: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING E)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213903.",1,14,"100213903: 14 [CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",14,single_unit_count
commercial_17344270230000,permit_chain_100213935,3,2,100213935/100280555/100280563,516 E 38TH ST / 529 E 38TH ST / 622 E 38TH PL,516 E 38TH/529 E 38TH/622 E 38TH,2007-11-29,2007-11-30,2009-03-06,COMPLETE,"100213935: CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION. || 100280555: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING TYPE G)  ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213935. || 100280563: OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING TYPE G) ERECT (3) STORY, MULTI-FAMILY BUILDING.  GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT.  CERTIFICATE OF OCCUPANCY REQUIRED.  PROTOTYPE BASED ON OAKWOOD SHORES PHASE 2A PERMIT #100213935.",1,12,"100213935: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
