project_id,address_key,permit_chains,permits_with_unit_mentions,distinct_unit_counts,unit_counts,unit_contexts,resolved_address_units,address_resolution
commercial_17341040180000,3102 S GILES,1,1,1,8,"100564103: 8 [ERECT 4 STORY- 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AND ATTACHED 4 CAR GARAGE, MASONRY TRASH ENCLOSURE PER PLANS]",8,single_unit_count
commercial_17341040180000,3108 S GILES,2,2,1,8,100564105: 8 [ERECT 4 STORY 8 UNIT RESIDENTIAL BUILDING WITH BASEMENT AS PER PLANS.] || 100747910: 8 [PROPOSED 4 CAR GARAGE FOR EXISTING 8 UNIT MASONRY BUILDING],8,single_unit_count
commercial_17344170280000,3711 S VINCENNES,1,1,1,64,"100213947: 64 [CONSTRUCT NEW 6-STORY, 64 UNIT MULTIFAMILY DWELLING PER PLANS.CONDTIONAL PERMIT SUBJECT TO FIELD INSPECTION (CERTIFIED CORRECTIONS]",64,single_unit_count
commercial_17344170280000,3738 S LANGLEY,1,1,1,12,"100213940: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344170280000,3751 S LANGLEY,1,1,1,12,"100213939: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344170280000,3803 S VINCENNES,1,1,1,7,"100213607: 7 [CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",7,single_unit_count
commercial_17344170280000,3835 S VINCENNES,1,1,1,11,"100213621: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344170280000,3838 S VINCENNES,1,0,0,,:  [],NA,no_unit_count
commercial_17344170280000,517 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344170280000,518 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344170280000,615 E 38TH,1,1,1,14,"100463394: 14 [BUILDING TYPE E1-2D (615-627 E 38TH PL) ERECT 14 DU 3 STORY MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF,]",14,single_unit_count
commercial_17344170280000,627 E 38TH,1,1,1,14,"100213903: 14 [CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",14,single_unit_count
commercial_17344170280000,632 E 37TH,1,1,1,6,"100213931: 6 [CONSTRUCT NEW 3-STORY, 6 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",6,single_unit_count
commercial_17344170280000,632 E 38TH,1,1,1,11,"100213620: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344170280000,720 E 38TH,1,1,1,12,"100463422: 12 [BUILDING TYPE G-2D (720-726 E 38TH ST) ERECT 3 STORY 12 DU MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF, EXCEPTIO]",12,single_unit_count
commercial_17344190130000,3808 S LANGLEY,1,1,1,6,100137691: 6 [ERECT A 3-STORY 6 UNIT BUILDING PER PLANS. CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.],6,single_unit_count
commercial_17344190130000,3811 S LANGLEY,1,0,0,,:  [],NA,no_unit_count
commercial_17344190130000,3842 S LANGLEY,1,0,0,,:  [],NA,no_unit_count
commercial_17344190130000,712 E PERSHING,1,1,1,8,"100116415: 8 [ERECT A 8 UNIT TOWNHOUSE BUILDING PER PLANSADDRESSES TO INCLUDE 712, 714, 716,718 720, 722, 724, AND 726 EAST PERS]",8,single_unit_count
commercial_17344190130000,717 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,3751 S LANGLEY,1,1,1,12,"100213939: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344270230000,3754 S VINCENNES,1,1,1,7,"100279889: 7 [OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A) ERECT (3) STORY, 7 DWELLING UNIT BUILDING. GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT. CERTIFICATE OF OCCUPANCY REQUIRED.]",7,single_unit_count
commercial_17344270230000,3820 S VINCENNES,1,1,1,7,"100279890: 7 [OAKWOOD SHORES DEVELOPMENT PHASE IIB (BUILDING A) ERECT (3) STORY, 7 DWELLING UNIT BUILDING. GREEN PERMIT PROGRAM, CHICAGO GREEN HOMES PROJECT. CERTIFICATE OF OCCUPANCY REQUIRED.]",7,single_unit_count
commercial_17344270230000,3838 S VINCENNES,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,516 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,517 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,518 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,529 E 38TH,1,0,0,,:  [],NA,no_unit_count
commercial_17344270230000,554 E PERSHING,1,1,1,10,"100213944: 10 [CONSTRUCT NEW 3-STORY, 10 UNIT MULTIFAMILLY DWELLING WITH MANAGEMENT OFFICE PER PLANS.CONDTIONAL PERMIT SUBJECT TO FIELD INSPECTIO]",10,single_unit_count
commercial_17344270230000,622 E 38TH,1,1,1,12,"100213935: 12 [CONSTRUCT NEW 3-STORY, 12 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",12,single_unit_count
commercial_17344270230000,627 E 38TH,1,1,1,14,"100213903: 14 [CONSTRUCTED NEW 3-STORY, 14 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",14,single_unit_count
commercial_17344270230000,632 E 38TH,1,1,1,11,"100213620: 11 [CONSTRUCT NEW 3-STORY, 11 UNIT MUTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",11,single_unit_count
commercial_17344270230000,715 E 37TH,1,1,1,7,"100213605: 7 [CONSTRUCT NEW 3-STORY, 7 UNIT MULTIFAMILY DWELLING PER PLANS.CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTION.]",7,single_unit_count
commercial_17344330060000,720 E 38TH,1,1,1,12,"100463422: 12 [BUILDING TYPE G-2D (720-726 E 38TH ST) ERECT 3 STORY 12 DU MULTI-FAMILY BUILDING. GREEN PERMIT PROGRAM BENEFIT TIER II - BENEFIT TIER II (GREEN ROOF, EXCEPTIO]",12,single_unit_count
commercial_17344330110000,3750 S COTTAGE GROVE,1,1,1,76,100361640: 76 [ERECT A 6 STORY TYPE 1A 76 DU NON-ASSISTED SENIOR HOUSING BUILDING (GOVERNMENT FUNDED APARTMENTS) WITH 10 SOLAR PANEL ASSEMBLIES.],76,single_unit_count
commercial_19024290170000,3246 W 47TH,1,1,1,30,"100627244: 30 [FULL BUILDING PERMIT FOR CONSTRUCTION OF NEW 6-STORY RESIDENTIAL / COMMERCIAL BUILDING WITH 30 RESIDENTIAL UNITS ON THE 2ND TO 6TH FLOORS, APPRX. 2,000 SF OF COMMERCIAL SPACE ON THE 1ST FLOOR, 21 PARKING SPACES A]",30,single_unit_count
commercial_19111240120000,3621 W 49TH,1,1,1,6,100621522: 6 [NEW CONSTRUCTION OF A 3 STORY 6 UNIT BUILDING WITH 6 PARKING SPACES; 3621 WEST 49TH PLACE],6,single_unit_count
commercial_19111240120000,3622 W 49TH,1,1,1,3,100621282: 3 [NEW CONSTRUCTION OF A 3 STORY 3 UNIT RESIDENTIAL BUILDING WITH 3 PARKING SPACES- 3622 WEST 49TH PLACE],3,single_unit_count
commercial_19111240120000,3625 W 49TH,1,1,1,6,100621521: 6 [NEW CONSTRUCTION OF A 3 STORY 6 UNIT BUILDING WITH 6 PARKING SPACES; 3625 WEST 49TH PLACE],6,single_unit_count
commercial_19111240120000,3626 W 49TH,1,1,1,3,100621281: 3 [NEW CONSTRUCTION OF A 3 STORY 3 UNIT RESIDENTIAL BUILDING WITH 3 PARKING SPACES- 3626 WEST 49TH PLACE],3,single_unit_count
commercial_19111240120000,3629 W 49TH,1,1,1,6,100621519: 6 [NEW CONSTRUCTION OF A 3 STORY 6 UNIT BUILDING WITH 6 PARKING SPACES- 3629 WEST 49TH PLACE],6,single_unit_count
commercial_19111240120000,3630 W 49TH,1,1,1,3,100621279: 3 [NEW CONSTRUCTION OF A 3 STORY 3 UNIT RESIDENTIAL BUILDING WITH 3 PARKING SPACES- 3630 WEST 49TH PLACE],3,single_unit_count
commercial_19111240120000,3650 W 50TH,1,1,1,9,100621503: 9 [NEW CONSTRUCTION OF A 3 STORY 9 UNIT RESIDENTIAL BUILDING WITH 9 PARKING SPACES; 3650 WEST 50TH STREET/4957 SOUTH LAWNDALE AVENUE],9,single_unit_count
commercial_19111240120000,4951 S LAWNDALE,1,1,1,3,100621280: 3 [NEW CONSTRUCTION OF A 3 STORY 3 UNIT RESIDENTIAL BUILDING WITH 3 PARKING SPACES- 4951 SOUTH LAWNDALE AVENUE],3,single_unit_count
commercial_19191150430000,6834 W 65TH,1,1,1,6,"100757336: 6 [SELF-CERT: ERECT NEW 2 STORY, III-B, 6DU TOWNHOME BUILDING AS PER PLANS CURRENT USE: VACANT LAND/PROPOSED USE: RESIDENTIAL TOWNHOMES]",6,single_unit_count
commercial_19191150430000,6844 W 65TH,1,1,1,6,"100757340: 6 [SELF-CERT: ERECT NEW 2 STORY, III-B, 6DU TOWNHOME BUILDING AS PER PLANS CURRENT USE: VACANT LAND/PROPOSED USE: RESIDENTIAL TOWNHOMES]",6,single_unit_count
commercial_19232000170000,3513 W 63RD,1,2,2,3/17,"100526011: 3 [G TO CONVERT THE USE TO A MIX USE BUILDING CONTAINING A GROUP DOMESTIC VIOLENCE RESIDENCE INCLUDING 3 DWELLING UNITS AND 14 SLEEPING ROOMS ON THE SECOND FLOOR WITH GROUND FLOOR OFFICES AND RETAIL SPACES PER PLANS.] || 100564788: 17 [VIOUS PERMIT 100529639)TO CONSTRUCT NEW 2 STORY ADDITION TO AN EXISTING 2 STORY BUILDING CONTAINING 17 UNITS(3 DU'S &14 SLEEPING ROOMS), FIRST FLOOR OFFICES AND RETAIL SPACES.] || 100564788: 3 [MIT 100529639)TO CONSTRUCT NEW 2 STORY ADDITION TO AN EXISTING 2 STORY BUILDING CONTAINING 17 UNITS(3 DU'S &14 SLEEPING ROOMS), FIRST FLOOR OFFICES AND RETAIL SPACES.]",NA,conflicting_unit_counts
commercial_20021110010000,4149 S COTTAGE GROVE,1,1,1,48,"100881060: 48 [ERECT NEW 4 STORY TYPE 3B CONSTRUCTION 48 DWELLING UNITS, 2 RETAIL SPACES, 27 SPACES INTERIOR PARKING, 23 EXTERIOR PARKING SPACES & TRASH ENCLOSURE AS PER]",48,single_unit_count
commercial_20021200190000,920 E 43RD,1,1,1,33,"100879078: 33 [ERECT NEW 4 STORY TYPE 3B CONSTRUCTION 33 DWELLING UNITS, 2 COMMERCIAL SPACES, 33 PARKING SPACES, & TRASH ENCLOSURE AS PER PLAN.BUILDING TO BE FULLY SPRINKL]",33,single_unit_count
commercial_20023050190000,4430 S DREXEL,1,1,1,12,"100959028: 12 [4430, 4432, 4434, 4436, 4438, 4446, 4448 S DREXEL BLVD AT (4) EXISTING TOWNHOMES BUILDING COMPLEX (12 TOWNHOMES TOTAL). REFER TO THE SITE PLAN FOR THE ADDRESS CHANGES. THESE ADDRESS CHANGES WERE REQUESTED BY CDO]",12,single_unit_count
commercial_20023050190000,4444 S DREXEL,1,1,1,12,"100761460: 12 [ERECT 3 STORY 12 TOWN HOMES (4A CONSTRUCTION), 2 CAR GARAGE AT 1ST FLOOR FOR EACH TOWN HOME, ROOFTOP DECK AS PER PLAN. [SEE REV]",12,single_unit_count
commercial_20112130420000,5055 S DORCHESTER,1,1,1,34,"100776013: 34 [ERECT 4 STORY, 34 D.U. (3B CONSTRUCTION),11 CAR & 12 CAR GARAGES AT 1ST FLOOR, 11 EXTERIOR PARKING SPACES ON CONCRETE PAD]",34,single_unit_count
commercial_20114050130000,5104 S LAKE PARK,1,0,0,,:  [],NA,no_unit_count
commercial_20114050130000,5105 S HARPER,4,1,2,36/180,100560443: 180 [FULL BUILDING PERMIT FOR A 15 STORY NEW CONSTRUCTION MIXED USE BUILDING WITH 180 DWELLING UNITS (36 UNITS ARE AFFORDABLE HOUSING UNITS) TO INCLUDE TWO (2) BELOW GRADE LEVELS OF PARKING AS ASSOCIA] || 100560443: 36 [FULL BUILDING PERMIT FOR A 15 STORY NEW CONSTRUCTION MIXED USE BUILDING WITH 180 DWELLING UNITS (36 UNITS ARE AFFORDABLE HOUSING UNITS) TO INCLUDE TWO (2) BELOW GRADE LEVELS OF PARKING AS ASSOCIATED SITE W],NA,conflicting_unit_counts
commercial_20114050130000,5118 S LAKE PARK,1,0,0,,:  [],NA,no_unit_count
commercial_20143060140000,1156 E 61ST,6,0,0,,:  [],NA,no_unit_count
commercial_20151060280000,333 E 55TH,1,1,1,27,100157103: 27 [CONSTRUCT NEW 4-STORY 27 UNIT APARTMENT BUILDING PER PLANS.],27,single_unit_count
commercial_20151060280000,338 E 56TH,1,1,1,27,100157104: 27 [CONSTRUCT NEW 4-STORY 27 UNIT APARTMENT BUILDING PER PLANS.],27,single_unit_count
commercial_20153010080000,46 E 60TH,1,1,1,9,100163994: 9 [NEW 3-STORY RESIDENCE WITH 9 DWELLING UNITS AND PARKING ON GRADE],9,single_unit_count
commercial_20153020050000,108 E 60TH,1,1,1,16,100185626: 16 [NEW 3-STORY RESIDENTIAL WITH 16 DU BUILDING AS PER PLANS],16,single_unit_count
commercial_20153020050000,120 E 60TH,1,1,1,19,100185763: 19 [NEW 3-STORY RESIDENTIAL BUILDING WITH 19 DWELLING UNITS],19,single_unit_count
commercial_20153100130000,310 E 61ST,1,1,1,12,"100578560: 12 [12 DU, 3 STORY METAL STUD WALL BEARING WITH BRICK VENEER NEW CONSTRUCTION.]",12,single_unit_count
commercial_20153150080000,6153 S INDIANA,1,1,1,14,"100578678: 14 [14 DU, 3 STORY METAL STUD WALL BEARING WITH MASONRY VENEER NEW CONSTRUCTION.]",14,single_unit_count
commercial_20153150350000,6118 S PRAIRIE,1,1,1,27,"100578842: 27 [27DU, 3 STORY METAL STUD WALL BEARING WITH BRICK VENEER NEW CONSTRUCTION.]",27,single_unit_count
commercial_20163250190000,6352 S NORMAL,1,0,0,,:  [],NA,no_unit_count
commercial_20232000180000,1208 E 64TH,1,2,1,18,"100707581: 18 [ERECT 4 STORY 18 DU BUILDING WITH BASEMENT (3B CONSTRUCTION), ROOF TOP DECK, 18 CAR INTERIOR GARAGE AT 1ST FLOOR, ONE E] || 100867276: 18 [OMMON CORRIDORS AND STAIRWELLS (TYP.), ELECTRICAL POWER RISER DIAGRAM REVISIONS AT EXISTING 4 STORY 18 D.U. BUILDING (3B CONSTRUCTION) AS PER PLAN.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & A]",18,single_unit_count
commercial_20262050130000,7156 S DORCHESTER,1,1,1,140,100623052: 140 [NEW 140 UNIT RESIDENTIAL SUPPORTIVE LIVING FACILITY WITH PARKING FOR 43 CARS ON-SITE 7156 SOUTH DORCHESTER AVENU],140,single_unit_count
commercial_24131000010000,3151 W 103RD,1,2,1,3,100805756: 3 [CONSTRUCT NEW 2 STORY W/ GROUND FLOOR RETAIL AND 2ND FLOOR 3 DWELLING UNITS] || 100871290: 3 [CTION TYPE TO 1C AND REVISE DWELLING UNIT FLOOR PLANS AND ELIMINATE ONE STAIR FROM SECOND FLOOR FOR 3 DU 2 STORY BUILDING WITH COMMERCIAL FIRST FLOOR],3,single_unit_count
commercial_25222100020000,11135 S LANGLEY,1,1,1,26,"100716482: 26 [NEW CONSTRUCTION OF A 26 UNIT MULTI-FAMILY RESIDENTIAL BUILDING, 3 STORIES, WITH NEW PARKING AND ASSOCIATED SITE IMPROVEMENTS. T]",26,single_unit_count
