selected_address,address_query,response_json
2439 W 36TH ST,"2439 W 36TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2439 W 36TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981431""},""coordinates"":{""x"":-87.686394530854,""y"":41.82837086236},""addressComponents"":{""zip"":""60632"",""streetName"":""36TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2427"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""2499"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2439 W 36TH ST, CHICAGO, IL, 60632""}]}}"
2442 W BROSS AVE,"2442 W BROSS AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2442 W BROSS AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605510504""},""coordinates"":{""x"":-87.685710517586,""y"":41.833498704979},""addressComponents"":{""zip"":""60608"",""streetName"":""BROSS"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2400"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2448"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2442 W BROSS AVE, CHICAGO, IL, 60608""}]}}"
2443 W 36TH ST,"2443 W 36TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2443 W 36TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""604981431""},""coordinates"":{""x"":-87.68641949764,""y"":41.828370862362},""addressComponents"":{""zip"":""60632"",""streetName"":""36TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2427"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""2499"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2443 W 36TH ST, CHICAGO, IL, 60632""}]}}"
2501 W GRENSHAW ST,"2501 W GRENSHAW ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2501 W GRENSHAW ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""632159260""},""coordinates"":{""x"":-87.688571305501,""y"":41.867437797215},""addressComponents"":{""zip"":""60612"",""streetName"":""GRENSHAW"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2599"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""2501"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2501 W GRENSHAW ST, CHICAGO, IL, 60612""}]}}"
2502 S CALUMET AVE,"2502 S CALUMET AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2502 S CALUMET AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""642123570""},""coordinates"":{""x"":-87.618962592398,""y"":41.846622381475},""addressComponents"":{""zip"":""60616"",""streetName"":""CALUMET"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""2500"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2502 S CALUMET AVE, CHICAGO, IL, 60616""}]}}"
2512 W SUPERIOR ST,"2512 W SUPERIOR ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2512 W SUPERIOR ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111763699""},""coordinates"":{""x"":-87.689642126225,""y"":41.894853879714},""addressComponents"":{""zip"":""60612"",""streetName"":""SUPERIOR"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""2598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2512 W SUPERIOR ST, CHICAGO, IL, 60612""}]}}"
2523 N CAMPBELL AVE,"2523 N CAMPBELL AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2523 N CAMPBELL AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605228236""},""coordinates"":{""x"":-87.690100325906,""y"":41.927365963435},""addressComponents"":{""zip"":""60647"",""streetName"":""CAMPBELL"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""2501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2533"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2523 N CAMPBELL AVE, CHICAGO, IL, 60647""}]}}"
2525 N CAMPBELL AVE,"2525 N CAMPBELL AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2525 N CAMPBELL AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605228236""},""coordinates"":{""x"":-87.690102300359,""y"":41.927421248279},""addressComponents"":{""zip"":""60647"",""streetName"":""CAMPBELL"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""2501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2533"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2525 N CAMPBELL AVE, CHICAGO, IL, 60647""}]}}"
2614 W CHICAGO AVE,"2614 W CHICAGO AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2614 W CHICAGO AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111763488""},""coordinates"":{""x"":-87.692184455593,""y"":41.895742466489},""addressComponents"":{""zip"":""60622"",""streetName"":""CHICAGO"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2600"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2698"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2614 W CHICAGO AVE, CHICAGO, IL, 60622""}]}}"
2744 N MAGNOLIA AVE,"2744 N MAGNOLIA AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2744 N MAGNOLIA AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111764433""},""coordinates"":{""x"":-87.659963099769,""y"":41.931542988026},""addressComponents"":{""zip"":""60614"",""streetName"":""MAGNOLIA"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""2700"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2798"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2744 N MAGNOLIA AVE, CHICAGO, IL, 60614""}]}}"
2849 W CHASE AVE,"2849 W CHASE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2849 W CHASE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605265353""},""coordinates"":{""x"":-87.701019047912,""y"":42.013800537197},""addressComponents"":{""zip"":""60645"",""streetName"":""CHASE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""2815"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2899"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2849 W CHASE AVE, CHICAGO, IL, 60645""}]}}"
2860 N MILWAUKEE AVE,"2860 N MILWAUKEE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""2860 N MILWAUKEE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111757290""},""coordinates"":{""x"":-87.714356484966,""y"":41.933231126933},""addressComponents"":{""zip"":""60618"",""streetName"":""MILWAUKEE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""2858"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""2862"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""2860 N MILWAUKEE AVE, CHICAGO, IL, 60618""}]}}"
3022 W WASHINGTON BLVD,"3022 W WASHINGTON BLVD, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3022 W WASHINGTON BLVD, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111763554""},""coordinates"":{""x"":-87.701849880607,""y"":41.882898176704},""addressComponents"":{""zip"":""60612"",""streetName"":""WASHINGTON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3000"",""state"":""IL"",""suffixType"":""BLVD"",""toAddress"":""3098"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3022 W WASHINGTON BLVD, CHICAGO, IL, 60612""}]}}"
3030 W WASHINGTON  BLVD,"3030 W WASHINGTON  BLVD, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3030 W WASHINGTON  BLVD, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111763554""},""coordinates"":{""x"":-87.702037890598,""y"":41.882895883909},""addressComponents"":{""zip"":""60612"",""streetName"":""WASHINGTON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3000"",""state"":""IL"",""suffixType"":""BLVD"",""toAddress"":""3098"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3030 W WASHINGTON BLVD, CHICAGO, IL, 60612""}]}}"
3041 S THROOP ST,"3041 S THROOP ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3041 S THROOP ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111828169""},""coordinates"":{""x"":-87.650129211286,""y"":41.838946647998},""addressComponents"":{""zip"":""60608"",""streetName"":""THROOP"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""2941"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3099"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3041 S THROOP ST, CHICAGO, IL, 60608""}]}}"
3043 S THROOP ST,"3043 S THROOP ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3043 S THROOP ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111828169""},""coordinates"":{""x"":-87.650103648713,""y"":41.838916860198},""addressComponents"":{""zip"":""60608"",""streetName"":""THROOP"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""2941"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3099"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3043 S THROOP ST, CHICAGO, IL, 60608""}]}}"
3134 W WALTON ST,"3134 W WALTON ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3134 W WALTON ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""641780834""},""coordinates"":{""x"":-87.70531392877,""y"":41.898373918863},""addressComponents"":{""zip"":""60622"",""streetName"":""WALTON"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3000"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3198"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3134 W WALTON ST, CHICAGO, IL, 60622""}]}}"
343 E 25TH ST,"343 E 25TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""343 E 25TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""112383639""},""coordinates"":{""x"":-87.619425219387,""y"":41.847450702856},""addressComponents"":{""zip"":""60616"",""streetName"":""25TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""E"",""suffixDirection"":"""",""fromAddress"":""201"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""399"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""343 E 25TH ST, CHICAGO, IL, 60616""}]}}"
348 E FINSBURY CT,"348 E FINSBURY CT, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""348 E FINSBURY CT, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[]}}"
348 E HUNTINGTON CT,"348 E HUNTINGTON CT, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""348 E HUNTINGTON CT, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[]}}"
3525 S MAPLEWOOD AVE,"3525 S MAPLEWOOD AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3525 S MAPLEWOOD AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111804065""},""coordinates"":{""x"":-87.688628747501,""y"":41.829734725657},""addressComponents"":{""zip"":""60632"",""streetName"":""MAPLEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3525 S MAPLEWOOD AVE, CHICAGO, IL, 60632""}]}}"
3535 S MAPLEWOOD AVE 1,"3535 S MAPLEWOOD AVE 1, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3535 S MAPLEWOOD AVE 1, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111804065""},""coordinates"":{""x"":-87.688623693252,""y"":41.829559992453},""addressComponents"":{""zip"":""60632"",""streetName"":""MAPLEWOOD"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3535 S MAPLEWOOD AVE, CHICAGO, IL, 60632""}]}}"
3565 W WABANSIA AVE,"3565 W WABANSIA AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3565 W WABANSIA AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605042930""},""coordinates"":{""x"":-87.716299579669,""y"":41.911755849739},""addressComponents"":{""zip"":""60647"",""streetName"":""WABANSIA"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3565 W WABANSIA AVE, CHICAGO, IL, 60647""}]}}"
3567 W WABANSIA AVE,"3567 W WABANSIA AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3567 W WABANSIA AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605042930""},""coordinates"":{""x"":-87.716312970801,""y"":41.91175584974},""addressComponents"":{""zip"":""60647"",""streetName"":""WABANSIA"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3567 W WABANSIA AVE, CHICAGO, IL, 60647""}]}}"
3569 W WABANSIA AVE,"3569 W WABANSIA AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3569 W WABANSIA AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605042930""},""coordinates"":{""x"":-87.716326361934,""y"":41.911755849741},""addressComponents"":{""zip"":""60647"",""streetName"":""WABANSIA"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3569 W WABANSIA AVE, CHICAGO, IL, 60647""}]}}"
3571 W WABANSIA AVE,"3571 W WABANSIA AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3571 W WABANSIA AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""605042930""},""coordinates"":{""x"":-87.716339753066,""y"":41.911755849742},""addressComponents"":{""zip"":""60647"",""streetName"":""WABANSIA"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3501"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""3599"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3571 W WABANSIA AVE, CHICAGO, IL, 60647""}]}}"
3609 W 50TH ST,"3609 W 50TH ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3609 W 50TH ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""618345636""},""coordinates"":{""x"":-87.714228681925,""y"":41.801161477903},""addressComponents"":{""zip"":""60632"",""streetName"":""50TH"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""PL"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3609 W 50TH PL, CHICAGO, IL, 60632""}]}}"
3613 S MORGAN ST A,"3613 S MORGAN ST A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST B,"3613 S MORGAN ST B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST C,"3613 S MORGAN ST C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST D,"3613 S MORGAN ST D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST E,"3613 S MORGAN ST E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST F,"3613 S MORGAN ST F, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST F, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
3613 S MORGAN ST G,"3613 S MORGAN ST G, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""3613 S MORGAN ST G, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111829082""},""coordinates"":{""x"":-87.650832671298,""y"":41.828439090951},""addressComponents"":{""zip"":""60609"",""streetName"":""MORGAN"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""3601"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""3699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""3613 S MORGAN ST, CHICAGO, IL, 60609""}]}}"
