selected_address,address_query,response_json
4400 S PRAIRIE AVE,"4400 S PRAIRIE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4400 S PRAIRIE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111770593""},""coordinates"":{""x"":-87.619817189549,""y"":41.814716803568},""addressComponents"":{""zip"":""60653"",""streetName"":""PRAIRIE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4400"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4498"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4400 S PRAIRIE AVE, CHICAGO, IL, 60653""}]}}"
4402 S PRAIRIE AVE,"4402 S PRAIRIE AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4402 S PRAIRIE AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111770593""},""coordinates"":{""x"":-87.619816325016,""y"":41.814682222094},""addressComponents"":{""zip"":""60653"",""streetName"":""PRAIRIE"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4400"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4498"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4402 S PRAIRIE AVE, CHICAGO, IL, 60653""}]}}"
462 W ELM ST,"462 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""462 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.64040701283,""y"":41.902757756675},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""462 W ELM ST, CHICAGO, IL, 60610""}]}}"
4639 S LAKE PARK AVE A,"4639 S LAKE PARK AVE A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4639 S LAKE PARK AVE A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.59367421694,""y"":41.81081490704},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4639 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4639 S LAKE PARK AVE B,"4639 S LAKE PARK AVE B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4639 S LAKE PARK AVE B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.59367421694,""y"":41.81081490704},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4639 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4639 S LAKE PARK AVE C,"4639 S LAKE PARK AVE C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4639 S LAKE PARK AVE C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.59367421694,""y"":41.81081490704},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4639 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4639 S LAKE PARK AVE D,"4639 S LAKE PARK AVE D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4639 S LAKE PARK AVE D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.59367421694,""y"":41.81081490704},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4639 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4639 S LAKE PARK AVE E,"4639 S LAKE PARK AVE E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4639 S LAKE PARK AVE E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.59367421694,""y"":41.81081490704},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4639 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
464 W ELM ST,"464 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""464 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.64044551625,""y"":41.902757089952},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""464 W ELM ST, CHICAGO, IL, 60610""}]}}"
4645 S LAKE PARK AVE A,"4645 S LAKE PARK AVE A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4645 S LAKE PARK AVE A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593548683939,""y"":41.810710962488},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4645 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4645 S LAKE PARK AVE B,"4645 S LAKE PARK AVE B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4645 S LAKE PARK AVE B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593548683939,""y"":41.810710962488},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4645 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4645 S LAKE PARK AVE C,"4645 S LAKE PARK AVE C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4645 S LAKE PARK AVE C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593548683939,""y"":41.810710962488},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4645 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4645 S LAKE PARK AVE D,"4645 S LAKE PARK AVE D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4645 S LAKE PARK AVE D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593548683939,""y"":41.810710962488},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4645 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4645 S LAKE PARK AVE E,"4645 S LAKE PARK AVE E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4645 S LAKE PARK AVE E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593548683939,""y"":41.810710962488},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4645 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4647 S LAKE PARK AVE A,"4647 S LAKE PARK AVE A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4647 S LAKE PARK AVE A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593506839605,""y"":41.810676314304},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4647 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4647 S LAKE PARK AVE B,"4647 S LAKE PARK AVE B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4647 S LAKE PARK AVE B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593506839605,""y"":41.810676314304},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4647 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4647 S LAKE PARK AVE C,"4647 S LAKE PARK AVE C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4647 S LAKE PARK AVE C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593506839605,""y"":41.810676314304},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4647 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4647 S LAKE PARK AVE D,"4647 S LAKE PARK AVE D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4647 S LAKE PARK AVE D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593506839605,""y"":41.810676314304},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4647 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4647 S LAKE PARK AVE E,"4647 S LAKE PARK AVE E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4647 S LAKE PARK AVE E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593506839605,""y"":41.810676314304},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4647 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4649 S LAKE PARK AVE A,"4649 S LAKE PARK AVE A, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4649 S LAKE PARK AVE A, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593464995271,""y"":41.810641666121},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4649 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4649 S LAKE PARK AVE B,"4649 S LAKE PARK AVE B, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4649 S LAKE PARK AVE B, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593464995271,""y"":41.810641666121},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4649 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4649 S LAKE PARK AVE C,"4649 S LAKE PARK AVE C, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4649 S LAKE PARK AVE C, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593464995271,""y"":41.810641666121},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4649 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4649 S LAKE PARK AVE D,"4649 S LAKE PARK AVE D, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4649 S LAKE PARK AVE D, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593464995271,""y"":41.810641666121},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4649 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
4649 S LAKE PARK AVE E,"4649 S LAKE PARK AVE E, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4649 S LAKE PARK AVE E, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""111771559""},""coordinates"":{""x"":-87.593464995271,""y"":41.810641666121},""addressComponents"":{""zip"":""60653"",""streetName"":""LAKE PARK"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""S"",""suffixDirection"":"""",""fromAddress"":""4617"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4699"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4649 S LAKE PARK AVE, CHICAGO, IL, 60653""}]}}"
466 W ELM ST,"466 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""466 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640484019669,""y"":41.902756423228},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""466 W ELM ST, CHICAGO, IL, 60610""}]}}"
468 W ELM ST,"468 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""468 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640522523088,""y"":41.902755756504},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""468 W ELM ST, CHICAGO, IL, 60610""}]}}"
470 W ELM ST,"470 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""470 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640561026508,""y"":41.90275508978},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""470 W ELM ST, CHICAGO, IL, 60610""}]}}"
472 W ELM ST,"472 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""472 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640599529927,""y"":41.902754423056},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""472 W ELM ST, CHICAGO, IL, 60610""}]}}"
474 W ELM ST,"474 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""474 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640638033347,""y"":41.902753756332},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""474 W ELM ST, CHICAGO, IL, 60610""}]}}"
476 W ELM ST,"476 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""476 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""L"",""tigerLineId"":""636322907""},""coordinates"":{""x"":-87.640676536766,""y"":41.902753089609},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""498"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""452"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""476 W ELM ST, CHICAGO, IL, 60610""}]}}"
4829 N HARDING AVE,"4829 N HARDING AVE, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""4829 N HARDING AVE, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""605183292""},""coordinates"":{""x"":-87.72676312149,""y"":41.969147229431},""addressComponents"":{""zip"":""60625"",""streetName"":""HARDING"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""N"",""suffixDirection"":"""",""fromAddress"":""4815"",""state"":""IL"",""suffixType"":""AVE"",""toAddress"":""4837"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""4829 N HARDING AVE, CHICAGO, IL, 60625""}]}}"
500 W ELM ST,"500 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""500 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641254167786,""y"":41.902743901738},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""500 W ELM ST, CHICAGO, IL, 60610""}]}}"
502 W ELM ST,"502 W ELM ST, Chicago, IL","{""result"":{""input"":{""address"":{""address"":""502 W ELM ST, Chicago, IL""},""benchmark"":{""isDefault"":true,""benchmarkDescription"":""Public Address Ranges - Current Benchmark"",""id"":""4"",""benchmarkName"":""Public_AR_Current""}},""addressMatches"":[{""tigerLine"":{""side"":""R"",""tigerLineId"":""111768221""},""coordinates"":{""x"":-87.641271505961,""y"":41.902743574604},""addressComponents"":{""zip"":""60610"",""streetName"":""ELM"",""preType"":"""",""city"":""CHICAGO"",""preDirection"":""W"",""suffixDirection"":"""",""fromAddress"":""500"",""state"":""IL"",""suffixType"":""ST"",""toAddress"":""598"",""suffixQualifier"":"""",""preQualifier"":""""},""matchedAddress"":""502 W ELM ST, CHICAGO, IL, 60610""}]}}"
